carat,cut,color,clarity,depth,table,price,x,y,z
0.5,Good,E,SI1,63.9,58.0,899.3271,4.7990694,4.942043,3.14
0.91,Very Good,E,VS2,63.3,54.0,4788.4077,6.12,6.272895,3.9
1.01,Premium,E,SI2,59.5,59.0,3796.3735,6.45,6.4580507,3.83
1.22,Fair,D,SI1,64.3,58.0,7057.3154,6.7,6.82,4.309601
1.61,Good,J,VS1,61.4,62.0,9021.416,7.46,7.5450544,4.602744
1.6011972,Ideal,G,VS1,61.8,54.0,13899.863,7.448966,7.505969,4.598544
0.62,Premium,G,VS2,59.0,61.0,1826.3193,5.5166183,5.62399,3.2
0.3,Ideal,G,VS1,62.2,55.0,575.99634,4.32,4.33,2.69
0.56,Good,H,VVS2,57.846577,61.0,1608.023,5.63,5.65,3.19
0.41,Ideal,E,VS1,61.8,55.0,958.9986,4.78,4.77,2.96
1.01,Ideal,J,VS2,59.2,60.0,4692.1025,6.566567,6.58,3.88
0.9,Very Good,E,SI1,63.6,63.0,3570.9414,5.9710693,5.9780345,3.8366878
0.8,Ideal,E,SI1,63.0,57.0,3404.5452,5.79,5.81,3.6646128
0.72535163,Very Good,G,VVS2,62.1,60.0,4149.2593,5.758865,5.812724,3.57
0.4,Good,H,SI1,63.6,56.0,595.40436,4.73,4.74,2.96
1.51,Ideal,I,SI1,61.7,55.0,8313.136,7.2226486,7.287611,4.4781723
0.3,Ideal,D,VS2,62.2,56.0,630.2937,4.259716,4.25,2.64
0.71,Premium,F,VS2,61.1,58.0,2338.147,5.71,5.73,3.5096807
0.34,Ideal,J,VS1,61.9,56.0,909.48505,5.17889,5.73,4.28
2.0749314,Ideal,F,SI1,61.4,57.0,17975.021,8.177028,8.214244,5.04
0.91,Very Good,F,SI2,63.0,57.0,3870.263,6.13,6.36,3.9
0.3,Premium,H,VVS2,61.8,58.0,671.24524,4.273279,4.25,2.6253521
1.0,Very Good,F,VS1,60.2,59.0,6546.582,6.42,6.489854,3.85
0.31,Ideal,D,VS2,60.9,57.0,710.0,4.35,4.4,2.66
1.13,Ideal,D,VVS2,62.3,54.0,11284.793,6.6,6.79,4.2
0.3,Very Good,E,VS2,62.1,55.0,713.6555,4.3,4.30922,2.67
1.0,Good,F,VS2,64.39891,57.0,4946.7056,6.1720853,6.259303,3.98
0.53,Ideal,F,SI1,60.6,57.0,1075.951,5.2,5.2925315,3.18
0.38,Very Good,G,VVS2,58.5,60.0,933.6924,4.733849,4.77,2.78
2.0728152,Premium,G,SI1,59.474144,59.0,15682.989,8.30615,8.279207,5.0010605
