carat,cut,color,clarity,depth,table,price,x,y,z
0.31,Ideal,F,VVS2,62.0,55.0,943.40546,4.34,4.33,2.69
1.0687069,Ideal,G,VS1,60.9,56.0,6413.4824,6.56,6.59,4.02
1.21,Ideal,J,SI1,61.4,57.0,4478.486,6.864479,6.86,4.22
0.7,Good,F,SI1,57.863297,58.0,2171.9824,5.75,5.81,3.3202174
0.5,Ideal,G,VVS2,62.6,56.0,1910.8119,5.0502386,4.992495,3.15224
1.0,Good,H,SI2,63.6,60.0,3294.792,6.19,6.234488,3.95
0.73,Good,F,SI1,62.9,61.0,2778.2434,5.754601,5.78,3.63
0.4,Ideal,F,VS2,62.8,54.0,910.0756,4.71,4.71,2.96
1.01,Ideal,I,SI2,63.4,62.0,3931.7146,6.36,6.371643,4.03
1.02,Ideal,E,VS2,61.185616,56.0,6745.612,6.55,6.56,4.01
0.36,Very Good,G,VS2,60.6,56.0,644.1219,4.58,4.627655,2.78
0.32,Ideal,G,VVS2,61.6,57.0,718.29126,4.39,4.43,2.71
2.065304,Premium,H,VS2,59.1,60.0,17873.016,8.3742895,8.294684,4.9929667
0.57,Ideal,I,SI1,62.0,55.134037,1129.8973,5.28,5.3,3.28
1.03,Premium,D,SI2,62.3,61.0,4827.3438,6.43,6.4,4.01
0.27884722,Ideal,F,VVS1,62.5,56.0,731.6773,4.21698,4.23353,2.64
1.1738216,Ideal,H,VS1,60.9,57.0,6621.036,6.8,6.71,4.11
0.57,Ideal,E,VS1,61.6,56.0,2332.0923,5.33,5.444945,3.321082
1.5795904,Premium,E,SI2,62.4,57.0,11334.307,7.479921,7.49966,4.6838636
0.74,Good,E,SI1,59.7,62.0,2790.7805,5.78,5.81,3.51
0.54,Very Good,D,VS2,61.7,58.0,1798.6854,5.22,5.260428,3.22
1.58,Good,H,SI1,63.5,62.0,9904.456,7.397103,7.364031,4.6934223
0.57,Ideal,E,VS1,60.6,56.0,2132.5037,5.36,5.37,3.24
0.3,Good,I,SI1,63.2,58.0,401.5658,4.2307906,4.259292,2.68
1.17,Premium,G,I1,61.4,59.0,2916.1274,6.75,6.69,4.11
1.52,Ideal,G,VS1,61.436264,55.0,12499.683,7.35,7.3840036,4.55
0.73,Very Good,G,SI2,60.1,55.061787,2369.977,5.911915,6.0,3.57
0.4,Ideal,F,VVS2,60.9,57.0,1057.9631,4.783465,4.78,2.91
0.25,Ideal,G,VVS1,61.2,57.0,505.36508,4.0724983,4.071417,2.4840336
1.02,Ideal,F,VVS1,62.8,53.0,10469.767,6.4,6.49,4.04
1.3940158,Ideal,H,SI2,59.3,57.0,5732.528,7.2693963,7.23,4.23
1.02,Very Good,F,SI2,59.09364,60.0,4703.0723,6.54,6.648822,3.882138
1.06,Ideal,H,VS2,62.1,56.0,5921.621,6.55,6.56,4.066279
0.23,Very Good,F,VVS2,61.7,57.0,514.4423,3.9448614,4.0146437,2.4494631
0.7,Premium,E,VS2,61.6,61.0,2716.0657,5.68,5.64,3.5
0.53,Ideal,J,SI2,62.4,55.0,960.28925,5.21,5.1712427,3.25
0.37,Ideal,G,VS2,61.1,56.0,815.6352,4.679233,4.7,2.8619518
0.54,Ideal,G,VVS1,61.5,55.0,2278.9724,5.262276,5.26,3.23
0.92358154,Fair,F,VS2,65.62428,57.0,5450.6714,6.09,6.2383976,4.018284
0.3,Ideal,F,VVS1,61.5,58.0,803.94464,4.31,4.33,2.66
0.54,Ideal,G,VS1,60.5,55.0,1859.2828,5.3,5.34,3.2217672
1.2759632,Premium,I,SI2,61.1,58.0,4695.129,7.011352,6.91,4.25
1.03,Ideal,G,SI2,60.124184,57.0,4408.538,6.55,6.58,3.96
0.43,Good,D,SI1,63.3,56.0,830.63257,4.77,4.7992077,3.064374
1.0029705,Premium,H,SI2,61.0,62.0,4109.6113,6.48,6.35,3.918854
2.01,Good,I,SI1,63.7,60.0,14575.056,7.686682,7.9832306,5.034866
0.33,Ideal,E,VS2,62.36415,55.0,884.08685,4.45,4.44,2.77
0.82,Ideal,E,SI2,62.5,56.0,3340.8381,6.09,6.0859413,3.8134766
0.42,Ideal,E,VVS2,62.4,56.0,1157.054,4.78,4.8,2.97
1.31,Ideal,F,VS2,61.7,56.0,10385.815,7.0317435,7.0435376,4.306402
1.05,Ideal,G,VS2,61.6,57.0,6552.91,6.5,6.5,4.01
1.51,Good,D,SI2,64.82568,57.0,10405.656,7.294586,7.244507,4.6583576
0.7,Premium,F,VS2,62.2,61.0,2406.8047,5.66,5.549508,3.53
0.51,Ideal,E,VS2,61.613037,57.0,1720.5968,5.12,5.1472564,3.18
0.9,Very Good,H,VS2,63.2,55.0,3668.7703,6.12,6.1581817,3.86
0.4,Very Good,D,VVS1,63.3,56.0,1221.5753,4.7,4.73,2.97
0.33,Ideal,G,VS1,62.0,56.0,679.0894,4.414688,4.43,2.749458
0.32,Ideal,D,VS2,62.0,56.0,960.5279,4.42,4.4,2.73
1.3,Premium,I,VVS2,59.7,59.0,7205.6304,7.1695538,7.10933,4.2
2.01,Premium,H,VS2,60.1,59.0,15070.509,8.166078,8.119596,4.919927
0.4,Ideal,E,SI2,59.3,57.0,752.84485,4.81,4.78,2.8503728
0.71,Premium,E,VS1,59.9,59.0,2896.4573,5.8408413,5.8,3.52
0.51,Very Good,D,SI1,62.6,55.0,1437.607,5.08,5.11,3.18
1.01,Ideal,H,SI1,62.5,56.0,4691.6064,6.38,6.38,4.0
0.56,Ideal,F,SI2,62.4,56.0,1278.9746,5.3064847,5.2919326,3.294258
0.3,Ideal,G,VVS1,62.7,57.0,995.679,4.2544484,4.25,2.67
1.5,Premium,G,VS1,59.2,62.0,11705.491,7.39,7.3414764,4.34
0.8751059,Very Good,I,SI1,63.1,58.0,2717.4343,6.0533543,6.077969,3.8397536
0.53,Ideal,G,VS2,62.3,56.0,1606.0721,5.21,5.18,3.23
0.56,Very Good,G,VVS1,63.6,56.0,2236.9758,5.26,5.2746983,3.5
1.21,Ideal,I,VS2,61.5,57.0,5413.5737,6.85,6.84,4.22
1.1185417,Ideal,G,VS2,62.9,56.0,7048.532,6.64,6.5836062,4.15
0.73,Ideal,G,SI2,62.5,57.0,2352.8457,5.74,5.75,3.57
1.18,Premium,D,SI1,61.7,60.0,5329.6133,6.6948786,6.66,4.12
0.91843325,Ideal,H,VS2,61.7,55.0,4074.721,6.3,6.28,3.88
1.01,Very Good,E,SI2,62.1,59.0,4935.1763,6.4,6.44,3.99
0.35,Ideal,G,VS1,61.7,55.0,939.29297,4.58,4.57,2.83
0.7,Very Good,H,SI1,60.2,62.0,2210.2722,5.79,5.74,3.5
1.5,Very Good,I,VVS2,59.6,58.0,9195.761,7.35,7.36,4.38
0.32,Premium,G,VVS1,62.4,58.0,828.0,4.37,4.39,2.73
0.9,Very Good,F,SI1,62.4,57.0,4158.0713,5.8910623,6.1180334,3.74
1.0,Premium,F,VVS2,60.4,60.0,8088.865,6.42,6.42,3.866725
0.32,Ideal,G,IF,61.5,54.0,909.9709,4.4,4.4235053,2.72
