carat,cut,color,clarity,depth,table,price,x,y,z
0.73,Ideal,D,SI1,61.3,57.0,3346.2754,5.76,6.012144,3.6004267
1.01,Very Good,F,VS1,62.0,61.0,7690.9263,6.39,6.4181566,4.0
0.32,Ideal,F,VVS2,61.9,58.0,717.64606,4.37,4.42,2.71
1.0,Good,H,SI1,63.704662,58.0,3999.305,6.1985064,6.2433977,3.99
1.0414735,Ideal,G,I1,62.3,54.0,4209.421,6.55,6.53,4.05
0.3,Premium,I,VVS2,63.1,57.0,589.14435,4.27,4.27,2.68
1.01,Ideal,F,SI2,61.8,54.0,4786.03,6.4029455,6.48,3.99
0.34,Ideal,G,SI1,61.6,55.0,698.0,4.5,4.47,2.76
0.32,Ideal,E,SI1,62.7,56.0,701.5066,4.42,4.39,2.77
0.8,Premium,E,VS2,62.1,58.0,4034.5154,5.91,5.84,3.69
0.25,Ideal,F,VVS1,62.7,55.0,719.54016,4.0714693,4.0429707,2.59
0.8255268,Good,F,SI1,64.6,55.0,3067.7979,5.8851843,5.81,3.82
0.27870658,Good,E,VVS1,63.8099,59.0,789.0,4.009805,4.026581,2.66
0.35,Premium,H,VS1,61.4,55.0,645.0,4.5519295,4.57,2.81
1.5678144,Ideal,J,VS1,61.3,57.0,9192.787,7.391233,7.492728,4.56
0.52,Ideal,D,VS2,61.3,55.0,2049.129,5.2040515,5.2513056,3.21
1.01,Ideal,I,VS2,60.7,59.0,4283.3564,6.42,6.42,3.92
1.1249763,Premium,H,SI1,61.9,59.0,4731.29,6.6713357,6.6588264,4.123184
0.3,Ideal,G,VVS2,61.2,55.0,584.50305,4.3,4.36,2.65
0.91,Fair,F,SI1,58.6,61.0,3720.048,6.385843,6.44,3.7407634
1.0258327,Very Good,E,SI2,60.6,62.0,4233.2417,6.46,6.56,3.97
1.14,Very Good,G,SI2,62.1,57.0,4827.0415,6.67,6.61,4.1
1.125928,Very Good,E,SI1,63.1,58.0,6497.808,6.53,6.6595955,4.14
0.3,Premium,G,VS1,62.4,57.0,870.9186,4.32,4.25,2.6713774
0.32,Premium,D,VS2,60.3,60.0,923.76184,4.47,4.43,2.69
0.38,Very Good,H,VS1,63.24226,54.0,742.6488,4.532132,4.5,2.89
0.78,Very Good,E,SI1,60.7,59.0,4185.8584,5.95,6.17,3.58
0.92,Premium,F,SI2,62.7,60.0,3679.551,6.16,6.07,3.9
1.2,Very Good,D,IF,64.0,58.0,13828.477,6.56,6.67,4.24
1.23,Premium,J,VS2,61.1,56.0,4976.605,6.9566903,6.9850197,4.23
1.52,Premium,J,VS2,62.8,59.0,7354.812,7.3,7.3421497,4.59
1.06,Premium,H,VS1,62.3,57.0,6698.1235,6.5605903,6.5177236,4.1
1.01,Ideal,I,SI1,61.2,57.0,4559.7915,6.42,6.4595494,3.96
0.32,Ideal,G,VS1,62.9,54.0,728.63116,4.37,4.38,2.74
0.3,Very Good,F,SI1,62.7,56.0,475.52136,4.29,4.29,2.7
2.2970726,Very Good,I,SI1,61.1,59.0,14349.618,8.502714,8.471857,5.195631
0.56,Very Good,G,VVS2,64.22493,56.0,1878.1941,5.23,5.19,3.460696
0.51,Ideal,D,VVS1,61.8,55.0,2127.7854,5.19,5.23,3.21
1.1,Good,H,VS2,63.8,58.0,6439.4326,6.53,6.5380135,4.21137
0.31,Ideal,G,VS2,61.0,56.0,621.5726,4.38,4.41,2.69
1.5,Premium,D,SI2,60.2,59.0,8526.943,7.34,7.38,4.367634
1.1108671,Ideal,G,VS1,61.7,57.0,7646.182,6.64,6.66,4.09227
0.5,Very Good,F,VS2,62.6,55.0,1128.5156,4.902556,5.0538335,3.18
0.55,Very Good,G,VS2,60.1,62.0,1573.1842,5.22,5.28,3.21
0.32,Premium,H,VS1,60.6,58.0,689.0748,4.43,4.45,2.7
0.92,Premium,E,VS2,60.7,58.0,5186.9546,6.36,6.3552885,3.86
0.5212285,Ideal,F,VVS1,62.2,56.0,2400.8088,5.15,5.2072678,3.2289965
0.52,Ideal,J,SI1,59.21739,58.0,1152.5078,5.3095717,5.32,3.18
2.01,Ideal,H,VS2,61.7,57.0,17991.28,8.083581,8.159898,5.05
0.84823,Very Good,F,VS1,62.4,56.0,4680.8525,5.82,5.965023,3.76
1.58,Very Good,H,SI1,62.7,55.473503,9251.465,7.376023,7.4554133,4.64
0.9,Ideal,G,IF,61.1,57.0,5036.431,6.17,6.21,3.7011113
0.38,Premium,F,VS2,62.7,59.8377,904.89435,4.55,4.55,2.89
