carat,cut,color,clarity,depth,table,price,x,y,z
0.53,Ideal,F,VS2,61.9,55.0,1655.1333,5.2031455,5.189681,3.22
0.4,Ideal,E,SI1,62.9,57.0,1014.7714,4.76,4.596387,2.98
0.57,Very Good,I,SI1,63.6,59.0,1389.1764,5.26,5.19,3.38
1.0,Very Good,H,VS1,62.3,59.0,5081.3203,6.32,6.3603425,3.96
0.9352812,Very Good,G,VS2,63.1,57.0,5047.9077,6.15,6.17,3.924965
0.8,Good,D,SI1,63.8,57.0,4153.753,5.8946247,5.86,3.89
1.0,Very Good,E,SI1,63.3,58.0,5065.6016,6.295941,6.2390594,3.99
0.3,Very Good,G,VS1,62.7,56.0,632.0921,4.29,4.28,2.68
1.13,Ideal,G,VS2,62.7,57.0,6314.2407,6.662059,6.5575747,4.14
1.0,Very Good,D,VVS2,62.8,60.0,6690.1675,6.2601194,6.2484193,3.92
1.5942044,Very Good,F,SI2,63.2,59.0,12390.649,7.5581403,7.4761105,4.703884
1.01,Very Good,D,SI1,63.0,58.0,6033.6724,6.38,6.33,4.0
0.51,Ideal,G,VS2,61.8,55.0,1219.3545,5.09,5.03,3.15
1.01,Very Good,H,SI2,62.5,59.0,4305.351,6.394222,6.3565955,3.97
0.61,Ideal,H,VVS1,60.9,57.0,2840.5776,5.4833694,5.69,3.454526
1.51,Premium,G,SI2,62.1,58.0,6535.76,7.248847,7.0241113,4.49
0.39,Ideal,G,VS1,61.8,56.0,997.2772,4.7,4.600396,2.89
1.08,Ideal,G,VS1,63.4,54.0,7741.489,6.47,6.51,4.12
0.71,Very Good,D,VS1,62.3,56.0,2996.344,5.66,5.73,3.54
1.09,Premium,J,SI2,62.2,58.0,3877.7612,6.62,6.5272746,4.08
0.55,Very Good,F,VS2,60.6,59.0,2028.8926,5.32,5.34,3.24
0.3,Good,G,VVS2,63.0,58.0,775.1279,4.3,4.29,2.69
0.56,Very Good,F,SI1,61.4,60.0,1683.8407,5.2,5.22,3.23
1.04,Premium,F,SI1,62.2,60.0,5049.225,6.51,6.439637,4.03
0.33,Premium,E,VS1,62.1,60.0,789.0,4.4,4.41,2.73
2.0,Premium,I,SI2,62.6,60.0,9623.899,7.637934,7.4856753,4.778527
0.34,Ideal,E,VS2,61.0,57.0,765.8395,4.5,4.54,2.75
0.71,Premium,G,SI2,61.1,56.0,2053.0708,5.73,5.6490126,3.5034044
0.561517,Premium,H,VS2,62.6,59.0,1367.4388,5.26,5.22,3.31
0.51,Ideal,I,VS1,62.5,55.0,1639.4454,5.11,5.11,3.2
0.37,Very Good,I,SI2,60.2962,56.0,529.64777,4.68,4.64,2.7865045
0.61,Premium,I,SI2,60.556953,60.0,1350.9257,5.66,5.425272,3.31
1.31,Ideal,E,SI1,62.1,58.0,9685.357,6.9595037,6.9981303,4.34
1.71,Very Good,F,SI1,62.093155,60.0,12790.522,7.575055,7.621337,4.741078
0.51,Very Good,E,SI1,61.4,60.0,1484.2275,5.15,5.19,3.18
0.4,Good,F,VS1,59.1,60.0,710.7496,4.7234716,4.72,2.766309
1.6882924,Premium,H,VVS2,58.5,58.0,15149.006,7.980449,7.8898144,4.59
1.5,Ideal,I,VS2,61.3,57.0,6915.8657,7.3023453,7.237581,4.438756
0.64,Very Good,G,SI1,62.7,56.0,1814.6495,5.326839,5.390287,3.4565609
0.32,Ideal,H,VVS1,62.0,55.0,957.77075,4.39,4.38,2.73
0.42,Ideal,F,VS1,60.4,57.0,1257.9597,4.9731526,4.83,2.94
0.33,Fair,E,VVS1,64.65412,56.0,1347.4742,4.43,4.395267,2.86
1.14,Ideal,E,VS1,61.8,56.0,9190.736,6.6657734,6.69,4.147398
1.04,Good,G,SI2,61.2,55.0,5191.008,6.52,6.55,4.01
0.41,Very Good,I,VS1,63.0,58.0,789.4006,4.74,4.74,2.98
0.3657474,Ideal,G,VVS1,61.4,55.0,975.7807,4.6495996,4.66,2.82
1.2097046,Ideal,D,SI1,62.2,55.0,8983.378,6.77,6.78,4.244348
1.2,Very Good,E,SI1,63.3,56.0,8023.588,6.74,6.73,4.26
0.53,Ideal,H,IF,60.4,57.0,2111.795,5.239427,5.2364984,3.21
0.9,Ideal,E,VS1,61.7,56.0,4749.529,6.052159,6.0938916,3.7422106
0.5,Very Good,E,VS2,61.2,58.0,1830.1354,5.06,5.12,3.0814207
1.2,Premium,G,SI2,60.9,58.0,5944.4927,6.85,6.74,4.12
0.43,Ideal,E,VS2,61.0,57.0,1079.5994,4.9079,4.882686,2.9785962
0.31,Very Good,F,VVS2,64.0,56.0,1013.76715,4.36,4.32,2.78
1.11,Ideal,G,IF,61.0,57.0,10892.747,6.65,6.62,4.06
1.08,Good,I,SI2,63.4,57.0,3881.2786,6.5137186,6.51,4.11
0.81,Ideal,G,SI1,62.5,57.0,2336.1587,5.84,5.82,3.69
1.5206674,Very Good,E,VS1,61.4,58.0,17876.676,7.30488,7.4200277,4.57
1.1991174,Ideal,F,VVS2,62.1,55.18396,11113.316,6.74,6.74,4.22
0.54,Ideal,E,VS1,61.4,57.0,1723.9034,5.28,5.19,3.23
0.71,Premium,F,VS2,63.0,59.0,2556.1829,5.64,5.39,3.52
1.2,Premium,E,SI2,61.3,59.0,4828.0107,6.77,6.71,4.12
0.9727446,Premium,F,SI1,62.9,58.0,4777.278,6.27,6.1432934,3.94
0.43898872,Ideal,F,IF,62.2,56.0,2268.4824,4.9924498,4.8426385,3.12
1.1,Ideal,G,VS2,61.6,57.0,7501.437,6.58,6.56,4.06
