carat,cut,color,clarity,depth,table,price,x,y,z
0.32,Ideal,D,VS2,61.9,57.0,756.5188,4.39,4.42,2.73
1.01,Fair,G,VVS1,64.5,56.0,6797.6626,6.28,6.3703895,4.06
1.12,Premium,I,VVS2,62.9,56.0,5990.518,6.67,6.69,4.19
0.9,Premium,H,SI2,61.6,59.0,2785.5354,6.2,6.155097,3.8
0.8,Very Good,F,VS2,60.5,58.0,3657.0227,5.9928474,6.0971837,3.6091712
1.2531208,Very Good,G,VS2,63.3,55.0,8591.71,6.8744674,6.86,4.36
0.3,Ideal,E,VS1,62.9,57.0,710.0,4.2447734,4.28,2.68
0.56,Ideal,G,VS2,61.5,55.0,1438.6124,5.25,5.289626,3.2437286
0.7,Ideal,E,SI1,61.3,57.0,2375.5444,5.69,5.68,3.49
0.36,Premium,H,SI1,62.5,56.0,869.8882,4.61,4.52,2.8650804
0.8563588,Fair,G,SI1,65.701355,62.0,2896.4814,5.85,5.85,3.87
0.7,Fair,H,SI1,64.98742,60.0,2119.4873,5.577063,5.5707664,3.59
0.52,Ideal,E,SI1,62.3,55.0,1277.0177,5.16,5.17,3.2
0.91,Fair,E,SI2,66.08516,60.0,3050.5713,6.09,6.0524554,3.99
0.4,Very Good,D,VS2,62.8,57.0,908.7742,4.72,4.7500696,2.97
1.648794,Very Good,J,VVS2,63.2,54.0,11124.268,7.4806213,7.5628667,4.7832885
0.9,Very Good,G,SI2,59.2,62.96136,2891.9004,6.19,6.27,3.6785784
1.0,Good,I,VS1,63.8,60.0,4486.2134,6.32,6.2206283,4.0
0.7,Very Good,D,VVS2,63.3,56.0,3538.9631,5.66,5.6794014,3.56
0.71,Fair,J,SI1,66.08041,56.0,2010.5237,5.63,5.69,3.81
0.41,Premium,E,VS2,61.7,60.0,1128.9746,4.751139,4.74,2.93
0.3,Ideal,E,IF,61.447968,56.0,935.32904,4.34,4.345674,2.67
1.54,Very Good,G,SI1,60.5,60.0,10710.481,7.454899,7.581186,4.54
0.4,Ideal,D,VS2,61.0,57.0,1071.3689,4.75,4.78,2.91
0.9,Very Good,F,SI2,59.1,62.0,3570.1804,6.29,6.29,3.77
0.35,Ideal,G,SI1,62.8,55.0,552.0,4.4845147,4.516081,2.83
