fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
33.8423,13.4603,2.38,0.5116,0.2727,-19.0678,14.8716,8.5538,31.449,202.6336,g
45.0049,22.6768,2.8432,0.2749,0.1485,-24.454,-25.6884,1.9162,75.4059,75.6317,h
27.3827,8.3378,2.6946,0.6104,0.4497,33.5529,31.8361,16.828,62.781,255.4879,h
48.1754,29.1517,2.8817,0.2871,0.1679,-43.6281,51.7397,-11.1183,7.0683,126.288,h
96.2068,63.9019,3.1777,0.1714,0.0513,-26.3364,-123.5201,46.5455,86.529,169.2664,h
46.3534,16.7153,2.5637,0.4295,0.216,7.889,20.3348,6.2445,13.1609,125.49,h
44.1035,23.0143,2.8432,0.2634,0.1517,17.0539,50.9012,-17.342,17.547,218.552,g
25.4153,14.0419,2.5428,0.4243,0.2722,18.5377,-15.1941,11.2903,5.452,151.095,g
40.6745,28.5333,2.9798,0.2795,0.1456,18.6492,32.2895,8.7238,23.065,155.08,g
58.355,28.0417,3.1221,0.2106,0.1142,-4.6849,-33.4621,7.8428,7.078,209.087,g
31.9672,26.3693,2.8287,0.2666,0.1584,8.0011,14.4098,10.6805,10.4772,162.335,g
136.716,88.1801,3.6573,0.1187,0.0817,-49.786,-150.795,68.6977,6.381,348.887,h
146.809,75.5803,3.1557,0.3382,0.2202,-152.436,-55.4024,-60.0489,75.9359,358.7678,h
86.6426,50.6583,4.1743,0.0749,0.041,6.8185,64.3895,21.7943,6.721,219.354,g
20.4844,7.0549,2.1319,0.7675,0.4041,21.6425,14.322,-8.8202,42.803,181.74,h
26.7498,9.4358,2.5496,0.5427,0.3446,4.2748,24.3051,11.5711,46.1951,212.0619,h
63.5563,23.6207,3.2913,0.2175,0.1229,21.9411,56.5891,22.0351,1.8283,260.161,g
46.3507,21.9331,2.9673,0.2492,0.1496,9.2118,43.8104,12.9583,3.093,269.454,g
25.0126,10.3526,2.4338,0.4242,0.2264,13.5555,19.317,2.932,38.542,206.465,g
41.989,17.9165,2.5145,0.3189,0.169,-59.4772,-17.2116,6.335,19.7802,142.327,g
13.0633,10.7178,2.1538,0.7715,0.487,-1.3583,-6.5713,-5.7584,30.9788,182.888,g
27.9214,17.4013,2.8351,0.3096,0.186,-4.344,-26.1843,-5.7757,22.4299,202.109,g
24.3343,12.9765,2.3463,0.6785,0.4032,1.5807,22.1802,-5.3422,72.0368,120.6062,h
24.5139,12.9405,2.3901,0.5131,0.3319,27.7013,-11.9129,8.6856,42.229,222.778,g
61.6736,20.9866,3.063,0.1836,0.0851,-51.011,46.3781,8.0554,1.8664,233.588,g
15.5071,10.8463,2.4788,0.5682,0.3141,11.9146,15.3427,-23.275,20.9052,176.131,h
21.6476,12.6951,2.4289,0.5535,0.2968,-3.306,13.8411,-13.3947,36.722,202.369,g
70.173,20.2556,2.8407,0.4572,0.2373,-54.1612,38.9137,12.5402,0.6007,278.241,g
41.0163,28.6529,3.0261,0.2163,0.1148,19.7523,30.9363,-12.753,24.194,140.456,g
23.4162,13.1513,2.6393,0.5197,0.2654,-39.2931,11.9236,7.3284,4.861,138.696,g
23.2333,10.7747,2.3355,0.5433,0.2887,-27.7526,-11.0491,-4.4413,10.4041,51.4114,g
72.1747,28.1953,3.0535,0.237,0.1358,-38.1019,-78.225,-7.1817,54.9005,182.57,h
17.1908,15.2114,2.488,0.5442,0.3021,-5.5882,4.8614,11.3714,86.7275,183.76,h
32.8139,19.0193,2.6165,0.3581,0.2486,6.3366,17.8634,-11.6214,44.6205,152.287,g
81.4193,27.3376,2.8069,0.3429,0.1724,-13.0393,-31.4125,-13.8743,5.16,356.012,g
92.4484,25.766,3.2558,0.2282,0.1362,-85.6931,50.6709,-12.4164,32.984,309.3671,h
30.2501,8.1902,2.6222,0.6,0.4305,19.3985,22.0902,-13.0954,2.1748,278.629,h
46.5004,26.2463,3.1868,0.1422,0.0693,44.0204,-30.5403,11.4957,9.5687,196.855,g
78.5963,25.2864,3.227,0.2005,0.1013,75.8217,76.3706,12.0763,1.804,250.993,g
21.1253,9.3478,2.29,0.6345,0.3833,-7.4526,16.0219,11.0411,28.986,201.869,g
21.9551,15.1584,2.5289,0.519,0.3697,12.5751,18.2593,11.7586,39.0139,181.296,g
92.3969,18.1934,3.0314,0.3085,0.1728,-50.507,67.7805,7.9215,0.0787,292.331,g
31.1009,19.1617,2.7672,0.3613,0.1839,45.7032,14.2155,-4.1333,14.317,149.848,g
24.6529,17.8745,2.5,0.4039,0.2269,3.0043,20.968,10.4155,30.327,197.529,g
28.9362,6.702,2.2672,0.5729,0.2891,37.0816,-9.9324,-15.0021,24.1245,94.5324,g
23.5269,19.3466,2.4718,0.3276,0.1749,16.1769,-13.5556,4.4879,40.679,138.822,g
86.9174,21.8827,2.792,0.2488,0.1527,-53.6616,-71.9329,-6.4822,57.6423,112.012,h
65.3941,22.5473,2.896,0.2728,0.1458,-7.5292,40.5153,7.2367,59.637,74.2929,h
17.1794,11.0764,2.1847,0.5417,0.2818,-0.6776,4.2408,7.2492,7.9443,239.226,h
20.6085,7.1467,2.1973,0.739,0.3815,21.7245,13.108,-4.2379,56.684,155.297,g
51.1753,12.8883,2.5832,0.399,0.2481,41.7967,46.0921,-11.4253,19.1036,158.557,h
35.8288,21.9779,2.7797,0.3185,0.1647,3.5447,-11.2358,-17.0532,53.2181,81.3918,h
28.3658,24.7001,2.9477,0.2723,0.1578,1.8302,7.5591,-11.9606,0.951,79.8198,g
85.0151,34.202,3.8276,0.1568,0.0812,60.1796,78.4434,30.6979,5.3995,290.428,g
88.5796,23.4657,3.4132,0.1866,0.1065,93.8233,37.0164,-12.1145,1.6024,198.9307,g
21.9669,1.7216,2.1446,0.7687,0.4267,22.597,12.8695,-3.1232,49.8198,147.456,h
22.6085,10.6883,2.2672,0.5897,0.3415,9.6306,18.5321,-10.5249,16.005,53.4503,g
19.6809,0,2.3375,0.7877,0.4634,-19.5487,-14.0817,9.5312,9.825,46.3899,g
31.5291,14.5848,2.8624,0.4015,0.222,32.4555,24.5918,3.5026,42.671,246.4691,h
18.8916,15.4488,2.6032,0.5251,0.3623,5.4014,19.7209,10.8825,8.7688,162.777,g
136.2014,65.1777,4.1019,0.0875,0.0453,-74.4915,125.1677,-25.0111,3.8061,263.303,g
102.346,25.8713,3.1725,0.1869,0.0998,121.72,90.6799,-16.4424,5.346,174.658,h
22.3488,17.0705,2.7435,0.4828,0.3135,25.0677,14.8564,-1.9801,61.12,255.9505,h
16.0252,11.4506,2.2863,0.4697,0.2576,-1.7419,5.5003,10.2052,39.434,154.307,g
22.9575,3.5016,2.0675,0.7278,0.4515,23.0528,14.1032,3.5628,43.301,274.853,h
18.9556,12.913,2.4057,0.4882,0.2519,-3.1215,6.5901,-14.9269,13.872,208.791,g
21.0923,10.8638,2.2068,0.5833,0.3343,6.1402,-16.3871,5.4142,32.3189,188.649,g
104.7215,31.7432,3.2866,0.2203,0.1351,-55.9134,53.6289,-22.1998,27.242,290.016,h
40.4206,38.4418,3.8061,0.2159,0.1475,50.7766,36.3933,-25.2217,8.1224,127.808,g
51.2755,17.6127,2.9605,0.2152,0.1123,-17.5656,20.0187,13.9967,51.921,243.5677,h
41.4003,9.6415,2.6684,0.3388,0.1669,40.2905,37.1246,-10.464,24.092,221.1503,h
25.5669,15.3026,2.7807,0.4163,0.253,-0.5521,14.4535,23.5645,80.4307,207.369,h
42.9026,13.5471,2.5367,0.5498,0.2972,-20.9655,-36.0296,23.091,86.7287,164.472,h
43.3248,14.9856,2.889,0.288,0.1319,62.15,25.3654,-10.3702,4.0468,191.503,g
237.3091,103.8581,3.5453,0.1236,0.0382,-222.3405,115.973,-43.789,47.3361,35.6143,h
38.8245,33.0414,3.5327,0.1943,0.1167,-13.5468,11.9584,-19.6889,17.2831,66.4871,g
53.2284,30.1739,3.1174,0.2776,0.1634,29.7681,56.0712,3.5768,15.8253,271.967,g
21.2787,15.6519,2.5705,0.5936,0.3392,13.8611,9.9967,-5.8473,71.033,217.923,h
49.8709,24.565,3.1787,0.2265,0.1161,14.7251,35.6104,12.4094,9.911,121.642,g
27.8755,22.266,3.1041,0.3053,0.1775,15.1953,21.8996,-20.0359,60.7186,49.4055,g
19.295,12.5449,2.3608,0.541,0.3634,-0.4625,-8.7199,-7.2773,48.5785,189.542,g
69.8391,32.5173,3.2231,0.1621,0.0857,-128.872,63.3825,20.8649,34.699,265.7457,h
88.1057,23.793,2.5563,0.4714,0.2447,-109.2418,55.8828,-16.5534,7.3695,9.1574,h
52.1851,16.7104,2.9802,0.451,0.2275,55.1296,-22.3346,-14.1321,0.867,188.177,h
91.3763,49.0157,3.7326,0.1931,0.1181,-45.5743,-54.4754,24.4375,8.9721,309.565,h
135.6762,41.3156,3.2849,0.0887,0.0674,73.3578,43.521,-39.7902,45.1222,263.4252,h
30.941,11.2068,2.7047,0.5068,0.3394,-18.7615,11.5117,-9.7896,15.8361,199.5122,h
70.7655,14.9721,3.0467,0.2405,0.1394,-121.8606,68.8152,-14.6201,15.9883,299.582,h
86.4837,23.8555,3.4229,0.2452,0.1496,-43.071,74.3902,7.9254,3.617,291.206,g
90.5299,45.2159,3.5621,0.2096,0.1078,-33.0863,-62.6886,73.1841,52.624,373.8893,h
19.9091,9.4678,2.3032,0.597,0.3115,24.9546,-7.4627,-4.9169,49.037,195.201,g
12.632,11.7899,2.4108,0.6594,0.374,0.6814,3.2344,10.8831,17.031,160.581,g
18.8097,14.7872,2.3711,0.523,0.2642,-1.2498,-5.408,8.8641,17.654,220.734,g
67.2833,16.9279,3.2703,0.1856,0.1011,65.3485,57.051,8.8787,2.1049,211.55,h
297.1239,111.0237,3.5786,0.0854,0.0456,-287.5354,-281.844,62.5439,18.097,249.073,h
55.7137,24.7534,3.1612,0.1755,0.0872,42.9302,-15.9801,12.6565,51.0427,50.2019,h
79.1292,19.0213,3.1096,0.2851,0.1391,75.8409,77.9938,11.1968,0.5862,229.086,g
46.9647,20.9474,3.4422,0.195,0.0799,50.0946,31.4351,-13.0407,1.963,208.059,g
43.0535,22.9823,2.9743,0.2715,0.1557,-15.2644,-36.2719,-4.4036,11.4501,222.587,g
38.8614,14.0209,2.7882,0.4039,0.2022,2.7539,31.1043,10.192,9.541,226.528,g
19.828,7.3316,2.0917,0.7744,0.4146,-13.0324,11.4301,4.5933,21.5425,200.666,g
23.9355,22.147,2.8069,0.312,0.1928,1.9549,21.5026,16.1781,20.3408,66.2045,g
81.5093,24.5724,2.5304,0.3264,0.1767,99.1326,68.2903,-17.9457,31.436,330.053,h
18.1937,10.6997,2.2095,0.5789,0.3149,0.5898,-5.2319,3.8661,81.6802,139.361,g
27.506,16.0139,2.968,0.3227,0.1649,2.8938,18.8544,-3.9904,18.362,244.753,g
19.8075,15.9246,2.4886,0.465,0.2565,16.0724,-11.3361,-7.4881,11.052,82.8225,g
39.8065,7.3193,2.8639,0.4003,0.2147,-15.0502,21.1264,15.8748,36.6318,250.0441,h
28.7944,14.1681,2.5085,0.3719,0.1859,42.2576,-15.1837,-2.8244,15.5205,197.412,g
141.093,87.5125,4.6444,0.0356,0.0076,0.7522,88.068,-37.8752,86.06,227.3674,h
69.8339,32.5173,3.2231,0.3516,0.2449,-14.6066,-61.5763,-13.4764,18.1415,309.0283,h
23.1479,11.1021,2.4141,0.5709,0.3957,13.4286,19.6796,19.4383,37.7034,259.137,h
87.6502,22.9145,2.6702,0.4041,0.2497,-98.3861,55.7508,-6.7083,5.7357,271.352,g
48.1283,13.6477,2.8306,0.3297,0.1875,33.6645,32.9627,5.4249,5.4939,233.292,g
51.9719,13.9772,2.683,0.4166,0.2351,42.8249,47.5023,-8.0723,5.498,244.073,g
81.1973,34.7307,2.9841,0.2326,0.1304,10.3769,80.4035,-29.0323,3.4161,372.642,g
97.8762,34.9071,3.3899,0.2179,0.1133,-2.0955,24.3333,31.0828,13.0923,367.734,h
38.3944,15.7524,2.6632,0.3788,0.2451,13.4421,36.0229,-13.1507,48.6004,186.795,h
87.1697,27.0197,3.5433,0.1634,0.0884,111.726,-57.1446,-7.2347,22.9433,219.022,h
84.8345,23.3081,2.9496,0.4077,0.2502,-41.5087,-85.3215,11.6078,8.7072,306.401,h
59.5126,20.1009,2.8971,0.3082,0.1913,-12.4594,-38.3082,6.7585,5.413,204.865,g
25.6039,14.1868,2.5723,0.4081,0.2309,3.4087,27.1142,-4.5283,30.612,214.4256,g
17.4898,10.8343,2.3945,0.6458,0.3354,1.1882,-5.5946,-6.1134,61.2842,193.558,h
28.1067,8.6496,2.5508,0.5513,0.2992,-15.6094,-35.8906,15.176,31.5138,37.2574,h
45.3702,23.9865,2.9172,0.2279,0.1308,-83.7456,31.1115,9.883,4.6616,280.2,g
26.0822,16.183,2.6758,0.369,0.2134,36.6823,14.0048,3.9436,25.688,229.144,g
51.1226,25.3532,3.4071,0.2354,0.152,31.1436,50.9475,12.1437,1.621,226.644,g
100.9329,22.8565,3.1281,0.179,0.1009,-71.5992,73.2588,-26.3901,4.8351,359.884,g
19.8489,17.6904,2.499,0.4467,0.2263,5.6604,3.884,15.4452,35.801,192.469,g
19.1996,9.7685,2.3711,0.6288,0.3582,-20.6074,-10.4958,-17.1221,31.0795,134.374,g
26.986,14.6847,2.5658,0.4611,0.2339,14.1637,37.4839,-14.8925,20.582,268.438,g
142.6733,61.8344,3.9882,0.1078,0.0518,47.0519,98.2482,-26.9751,35.658,264.949,h
176.8345,26.0601,3.3374,0.1284,0.096,-127.0488,-188.579,24.2856,2.3331,195.648,h
21.9039,16.6953,2.3079,0.4484,0.2293,-11.0628,17.3911,6.3968,9.1148,197.338,h
16.415,11.5917,2.4265,0.6015,0.3352,-3.5675,6.943,-9.9017,0.843,80.425,g
30.7607,21.2847,2.6508,0.3133,0.1676,2.3236,21.5026,-7.4057,11.8172,145.021,g
68.0583,28.1608,2.8349,0.4035,0.2353,-14.268,-71.8955,-9.3238,0.875,330.619,g
68.0663,38.609,3.4214,0.2783,0.1883,-43.4277,-57.6103,-43.219,0.217,307.225,g
24.8627,10.6854,2.4401,0.5173,0.3064,-22.7705,-19.9271,-11.9017,12.174,186.382,g
44.5949,10.5288,2.5818,0.4439,0.2636,41.9106,33.6985,-6.5641,3.9822,181.4927,g
70.0452,22.8547,2.7202,0.2239,0.1257,-7.5292,-84.3148,-7.0676,37.6947,135.1112,h
118.287,82.7195,4.0233,0.1145,0.0385,215.373,-120.6832,29.2239,10.9991,313.0308,h
47.8357,15.5711,2.8228,0.2374,0.12,50.401,29.8127,-6.85,4.31,238.442,g
27.7861,13.3766,2.6299,0.4302,0.2249,11.7421,19.2408,2.6795,40.505,196.8224,h
60.4451,21.1343,2.8651,0.2439,0.1457,-66.6008,-23.8079,4.2772,2.2087,262.871,g
24.6622,13.887,2.3831,0.4104,0.2138,-0.4675,-5.5595,-10.4083,63.064,172.753,h
13.3932,9.7193,2.3253,0.8296,0.4927,-13.6732,-10.1658,2.1324,52.3517,148.162,h
80.5656,32.6355,3.1411,0.1796,0.1044,29.2943,58.615,-14.3951,1.591,270.704,g
18.9405,10.2434,2.3444,0.5251,0.3304,-24.8899,14.9631,6.6978,49.3784,189.483,g
42.8336,17.3629,2.9564,0.2815,0.157,-11.7121,35.7591,-11.6167,6.035,201.378,g
16.7571,8.4019,2.3383,0.6422,0.4086,11.7171,-8.6536,-9.5407,11.993,171.21,h
77.1953,58.09,3.5101,0.1449,0.0725,32.1107,-80.3272,56.5862,35.6301,200.6006,h
31.0954,29.4759,2.7701,0.2213,0.1199,-5.9433,26.1309,11.739,46.1961,85.3098,g
92.595,37.3543,3.8555,0.1462,0.078,-88.9574,70.4115,23.2448,1.778,273.85,g
34.4975,21.8785,3.0687,0.2841,0.1726,22.4292,19.6898,0,7.211,60.418,g
92.9148,23.6894,3.5179,0.2238,0.1335,59.5987,101.203,12.1395,7.4474,205.285,g
63.4852,16.2974,2.8558,0.2662,0.1371,-56.7779,-28.645,-6.0326,16.886,152.639,g
