fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
214.4978,142.4835,4.45,0.0452,0.0178,-38.7762,-160.89,-78.7464,85.9426,303.908,h
72.8669,23.2986,3.669,0.1517,0.0823,14.3582,54.1411,13.0601,2.3475,250.862,g
25.4911,15.4594,2.7616,0.4225,0.24,22.7666,21.7093,-11.5998,0.374,208.413,h
21.0232,10.3653,2.2227,0.5904,0.3781,-4.6486,15.1735,5.6413,22.163,81.919,g
23.3274,12.853,2.2253,0.5638,0.2888,14.9756,13.6196,0,18.1,113.216,g
55.79,14.7213,2.7384,0.4111,0.2987,-60.4913,-30.4432,-11.3927,26.5244,161.762,h
41.8946,16.4931,2.7372,0.4696,0.3136,39.4375,35.7308,6.2741,8.699,135.828,g
21.3952,7.0055,2.055,0.6869,0.3429,-25.7641,-6.6339,13.4106,24.7313,166.3966,g
20.9817,6.9091,2.1055,0.7601,0.4391,-21.2693,-12.3834,-23.3593,89.7209,145.977,g
41.5538,12.3952,2.633,0.4189,0.2297,-25.5295,-37.0994,20.656,49.1065,159.428,h
163.3054,49.9716,3.4951,0.1682,0.1023,-34.0749,-207.8038,57.216,11.8894,254.0102,h
50.4152,21.0031,2.7302,0.4214,0.2181,47.681,33.5769,-3.9329,5.585,118.974,h
23.1041,18.1874,2.6048,0.401,0.2281,-10.1244,-5.4101,5.4356,65.808,44.9015,g
230.891,62.3233,3.5013,0.1458,0.0874,-118.129,-204.822,-52.5033,66.4043,264.825,h
67.5331,35.4825,2.854,0.2296,0.1191,1.5308,-52.1259,23.5773,9.9265,21.522,g
29.7438,23.3493,3.0118,0.2611,0.1385,1.7784,18.5123,-4.8025,16.23,64.2661,g
33.8599,17.7459,2.8975,0.3174,0.1917,20.8632,37.7053,8.3832,10.463,157.049,g
34.8054,27.244,2.8724,0.2384,0.1357,16.2736,-3.1041,6.8705,87.3749,269.359,h
131.262,61.4667,3.7336,0.166,0.1101,-131.708,-105.6433,57.216,48.019,323.7325,h
77.1196,25.7795,3.3195,0.2149,0.1146,61.9726,67.2139,16.1363,2.231,276.753,g
30.5117,11.0617,2.5919,0.41,0.2163,7.2087,18.9368,-3.2361,75.669,129.0888,h
36.651,17.8658,2.9666,0.2829,0.1561,16.9409,36.1859,7.337,3.9115,203.961,g
184.9312,102.984,4.01,0.0728,0.0634,-211.3009,-153.6521,-49.1582,63.52,318.6719,h
43.7585,28.1242,3.1033,0.1986,0.1003,15.947,-33.6197,5.61,25.925,206.9567,h
22.7005,0.0043,2.2292,0.7365,0.3746,0,0,-11.808,60.775,47.0268,h
77.7029,39.8947,3.6073,0.1424,0.076,-86.3972,-63.793,-11.8712,71.384,284.541,h
30.8618,22.9645,2.6758,0.3291,0.1743,19.3865,21.2631,17.6045,87.4691,127.82,h
81.244,32.2546,3.3071,0.1258,0.0798,26.0752,82.1158,-30.8343,5.7258,223.572,g
18.1158,16.5305,2.1644,0.535,0.2928,-0.9864,-7.6701,-13.2331,45.5168,148.828,g
102.285,40.6197,4.07,0.1061,0.0554,-71.521,73.1755,-22.7043,0.5982,310.641,g
109.252,47.7498,4.3524,0.0712,0.036,-66.0778,78.7445,-27.4501,0.051,308.787,g
203.9612,57.2806,3.1707,0.3381,0.1972,-186.238,82.5201,-38.4285,80.4459,235.438,h
20.2834,9.2749,2.281,0.6108,0.3131,24.4649,9.1562,-4.0241,17.3155,206.474,g
92.4484,27.5454,3.7277,0.1744,0.1066,-66.825,76.4706,-14.723,0.601,265.24,g
20.1827,12.2617,2.4735,0.5329,0.3017,-4.0616,11.2168,8.59,24.5094,158.395,g
197.9408,64.7036,3.5331,0.1133,0.0666,-212.985,-70.7387,-50.4269,86.7448,166.68,h
19.2264,10.2241,2.3483,0.621,0.3356,-5.7606,16.724,-25.3496,13.056,129.857,g
42.5007,15.2802,2.4586,0.3605,0.2035,-68.2391,17.0472,-13.0862,80.2965,161.3425,h
18.0444,10.1857,2.4326,0.6423,0.3626,22.4373,-6.3538,-4.5442,4.3004,185.547,h
97.2271,33.2444,3.91,0.1293,0.0661,71.0966,87.5724,26.4236,2.4052,306.838,g
18.9129,12.618,2.4074,0.5265,0.291,-15.856,-14.0198,14.4937,49.329,140.654,g
42.1568,23.1402,3.0374,0.2104,0.1059,-33.4114,-18.9617,22.3758,60.9026,106.332,h
24.0767,16.458,2.4133,0.3376,0.1817,-8.4496,-5.1129,-7.7902,0.373,183.15,g
