fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
26.8184,21.0559,2.5857,0.447,0.2792,7.7626,12.4885,-6.721,34.873,159.853,g
181.225,35.9937,3.158,0.2662,0.1637,78.761,143.6098,-12.4618,32.5813,64.8841,g
28.8753,8.0803,2.1732,0.5316,0.2891,-11.4547,14.0487,-7.7182,11.7655,94.8653,h
50.2431,17.6431,2.836,0.2443,0.1278,-4.6575,-45.4587,-9.2489,1.0638,187.171,g
65.3574,22.5124,3.4736,0.1675,0.0889,27.3604,59.7345,-13.9368,16.903,242.762,g
24.3893,17.5422,2.3375,0.512,0.2947,14.9739,12.2064,-7.6536,66.851,180.229,g
63.6676,22.1413,3.3844,0.1734,0.0872,44.1231,53.5567,5.7906,3.048,252.53,g
45.5625,17.5357,2.8968,0.2839,0.1764,30.6214,36.1971,-11.3296,9.9477,273.148,g
83.8233,29.4591,3.5923,0.1375,0.0834,61.8615,82.1158,-9.3872,0.921,227.554,g
107.6151,41.832,3.9834,0.1101,0.0601,93.9197,114.566,-36.017,0.217,191.153,g
85.3154,17.7218,2.5024,0.4915,0.323,-30.153,-80.5427,10.3088,31.3615,116.807,h
15.7018,11.1832,2.4014,0.6489,0.4243,6.6582,-14.1881,-9.8194,27.399,235.5025,h
32.7808,22.3119,2.6702,0.3288,0.1966,5.912,21.3044,5.0906,14.885,151.687,g
50.7171,24.4091,3.0881,0.1839,0.116,26.7409,20.6102,11.4826,3.237,187.57,g
32.3989,21.6611,2.9874,0.24,0.1279,-5.8582,21.24,3.236,27.155,129.135,g
28.2679,12.1775,2.4082,0.4932,0.2416,-17.9803,-22.0762,-2.5528,89.3476,77.0838,h
19.8108,17.3821,2.4289,0.5326,0.3333,7.5692,-17.2474,11.7388,76.734,146.3917,g
258.9368,27.9167,2.7945,0.3453,0.2028,236.6539,42.4851,26.3516,13.2135,123.788,h
89.2796,42.4041,3.7945,0.2134,0.0986,-47.8537,-69.1267,-15.7828,0.5417,381.871,g
73.8615,25.4572,3.1958,0.185,0.0937,1.8424,40.3983,-14.723,14.1288,218.522,h
25.6468,14.1931,2.6594,0.388,0.2079,11.1497,11.5439,11.5159,18.785,219.6659,h
35.5578,7.9008,2.6493,0.5079,0.3104,-24.5671,-19.0894,14.0435,75.2299,24.3978,h
19.07,16.0027,2.4241,0.4715,0.2546,9.8701,14.0662,8.917,66.05,104.904,g
56.3489,22.5961,3.2609,0.2322,0.117,26.913,51.0997,15.4044,10.649,243.656,g
70.2044,46.2068,3.1084,0.1868,0.1172,-65.7738,-63.9611,47.4674,32.1001,119.13,h
13.2142,10.4372,2.1351,0.7904,0.4843,14.2806,5.5659,-5.1151,48.129,208.3608,g
18.0866,7.3052,2.3191,0.8178,0.5043,-3.5893,6.0627,-7.1459,42.849,94.5966,g
54.0825,29.2149,3.0927,0.3123,0.1841,46.5358,44.5951,-3.2842,4.8914,290.654,g
65.9351,27.4018,3.2559,0.1986,0.1065,39.6296,50.3724,6.6152,2.304,283.419,g
40.9913,20.834,3.0354,0.265,0.1482,37.8673,31.4384,10.5501,2.011,110.977,g
89.6464,19.9066,2.7675,0.3154,0.1921,-118.661,73.2423,15.8381,4.802,231.15,g
46.3706,21.7526,2.8739,0.2794,0.1492,-32.4667,34.722,-19.8616,4.985,234.827,g
18.2209,12.7203,2.4158,0.567,0.3579,-4.0808,15.1521,-10.9342,48.4839,228.885,g
81.7713,17.9189,2.9359,0.3295,0.1717,-0.177,72.7092,15.6141,6.437,331.477,g
19.3306,16.7591,2.42,0.6151,0.3109,4.5206,-9.6578,10.6684,39.732,160.435,g
46.7808,16.9845,2.7828,0.3545,0.2035,29.6745,32.878,11.3322,16.594,38.8028,g
62.9308,24.0335,3.1552,0.1728,0.0937,-57.6912,-54.9547,-5.9067,20.5187,159.024,g
