carat,cut,color,clarity,depth,table,price,x,y,z
2.06,Ideal,I,SI2,65.2,57.0,17556,8.87,8.22,5.06
0.28,Very Good,G,VS1,63.4,58.0,894,3.78,4.2,2.67
1.01,Very Good,H,SI1,62.7,57.0,4261,6.17,6.16,3.97
0.34,Ideal,G,VVS1,61.4,55.0,921,4.34,4.31,2.74
0.56,Good,D,SI1,60.9,59.0,1157,5.04,5.18,2.94
1.2,Very Good,G,SI1,62.7,59.0,6016,6.31,6.77,4.2
0.51,Ideal,G,VVS2,62.3,57.0,1254,5.03,4.86,3.24
0.28,Premium,I,VVS1,62.2,56.0,946,3.87,4.15,2.61
1.35,Ideal,H,IF,61.2,56.0,8225,6.99,7.18,4.4
0.34,Ideal,G,VVS1,61.4,55.0,744,4.49,4.33,2.62
0.9,Very Good,F,SI2,62.7,60.0,3269,6.05,6.06,3.73
0.9,Ideal,E,VVS2,61.5,56.0,4988,6.17,5.9,3.54
0.57,Ideal,D,SI1,62.4,57.0,2589,5.43,5.38,3.28
0.8,Very Good,J,VS1,61.4,57.0,2349,5.77,5.75,3.61
0.89,Ideal,D,SI2,63.0,56.0,3116,5.98,6.12,3.97
1.01,Very Good,H,SI1,58.8,58.0,6452,7.28,6.69,4.15
1.01,Premium,I,VS1,63.9,58.0,5042,6.25,6.16,3.83
0.92,Premium,I,SI1,60.7,60.0,2919,6.01,6.34,3.91
0.27,Very Good,D,SI1,60.7,61.0,455,5.04,4.74,2.6
0.32,Ideal,F,VVS1,61.3,57.0,826,4.43,4.49,2.83
1.23,Very Good,G,SI2,63.9,57.0,3141,6.32,6.51,4.25
1.53,Good,F,SI2,65.0,55.0,6723,7.36,7.28,4.57
1.6,Premium,J,SI1,62.7,59.0,15351,8.15,8.28,5.09
1.0,Fair,J,SI2,65.6,56.0,1311,6.2,6.45,4.16
0.51,Fair,G,SI2,68.6,56.0,714,5.19,5.23,3.32
0.24,Ideal,I,VVS1,61.4,55.0,629,3.71,4.25,2.4
0.92,Very Good,G,SI1,63.3,56.0,5014,5.91,6.4,3.73
0.91,Very Good,F,SI2,63.1,56.0,2012,5.66,5.58,3.59
1.32,Very Good,H,SI2,61.4,59.0,3424,6.14,5.93,4.12
0.29,Ideal,E,VS2,62.1,57.0,1173,4.32,4.27,2.64
1.01,Very Good,D,SI2,62.3,59.0,3197,5.81,6.17,3.94
0.43,Ideal,G,VS1,65.1,56.0,556,4.7,4.82,3.0
0.33,Premium,G,VS2,62.5,59.0,479,4.32,4.24,2.84
0.74,Very Good,J,SI1,62.5,60.0,1899,5.67,5.6,3.46
0.28,Very Good,F,VS1,61.2,57.0,655,4.32,4.29,2.62
0.46,Premium,G,VVS2,61.9,59.0,1309,5.22,4.88,3.12
1.22,Very Good,G,SI1,62.0,56.0,7121,6.76,7.14,4.19
0.48,Fair,I,SI2,65.8,60.0,1548,5.95,5.18,3.28
0.3,Good,E,SI1,63.8,56.0,668,4.73,4.35,2.59
0.73,Premium,F,VVS1,62.9,58.0,2691,5.65,5.88,3.62
0.29,Very Good,D,SI1,63.0,58.0,401,4.35,4.27,2.6
0.3,Very Good,D,SI1,63.0,55.0,491,4.38,4.31,2.61
0.27,Good,F,VVS1,63.8,57.0,807,4.31,3.95,2.51
0.54,Good,E,SI1,63.1,55.0,2342,5.43,5.1,3.31
1.16,Very Good,E,SI1,61.3,59.0,4722,6.71,7.01,4.0
0.27,Good,H,VVS2,59.7,61.0,326,4.39,4.33,2.47
0.38,Fair,G,SI1,66.6,60.0,892,4.78,4.62,2.96
1.02,Good,H,SI1,63.1,59.0,3539,6.29,6.27,4.04
0.39,Very Good,E,SI1,62.7,56.0,1033,4.68,4.77,3.02
0.41,Very Good,F,VS2,62.8,57.0,820,4.73,4.63,2.97
1.96,Very Good,E,I1,62.4,57.0,887,5.07,8.25,3.88
0.24,Good,G,VVS1,61.7,57.0,794,4.33,4.29,2.39
0.37,Ideal,J,VVS1,61.5,57.0,933,4.49,4.39,2.73
1.94,Premium,J,SI1,61.0,60.0,15899,7.31,7.83,5.14
1.53,Premium,J,VS1,59.5,61.0,14191,8.4,7.39,5.03
1.53,Ideal,H,IF,60.8,53.9,6495,6.9,6.78,3.97
0.68,Good,H,SI1,57.8,56.0,3778,6.38,6.31,3.98
0.91,Good,G,SI2,63.1,59.0,2005,6.16,6.0,3.81
0.72,Very Good,F,SI1,62.6,59.0,2357,5.63,5.61,3.65
1.03,Premium,G,SI1,62.3,60.0,7669,6.34,6.77,4.06
0.28,Premium,G,VVS1,61.5,55.0,525,4.18,4.23,2.59
0.31,Premium,G,VS2,61.3,57.0,535,4.49,4.25,2.65
0.66,Fair,G,SI2,66.4,53.9,3525,6.15,6.06,3.99
0.31,Premium,I,VS2,62.3,59.0,503,4.32,4.26,2.66
0.28,Very Good,D,VS2,63.2,57.0,569,4.44,4.38,2.6
0.57,Ideal,G,VS1,60.8,56.0,1904,5.34,5.25,3.28
0.53,Good,G,VS2,63.5,62.0,1712,4.8,5.2,3.13
1.03,Ideal,G,SI2,61.6,56.0,8410,6.87,6.82,4.27
0.33,Premium,D,SI2,62.7,60.0,561,4.36,4.28,2.73
0.76,Very Good,F,VS2,63.1,56.0,1312,5.56,5.63,3.5
0.67,Fair,J,VS1,64.3,58.0,986,5.69,5.71,3.59
0.41,Ideal,F,SI1,61.1,57.0,621,4.69,4.68,2.97
0.52,Premium,E,VS2,62.2,59.0,1775,5.19,5.05,3.2
0.39,Very Good,H,VVS1,62.0,57.0,743,3.85,4.71,2.92
0.32,Ideal,I,IF,62.1,54.0,773,4.3,4.42,2.86
0.55,Premium,G,SI1,61.5,58.0,1296,6.58,5.23,4.0
1.31,Ideal,E,SI2,59.2,57.0,9302,7.77,7.53,4.88
1.03,Very Good,D,SI1,60.7,57.0,4701,6.83,7.12,4.13
1.0,Good,G,SI2,59.9,61.0,5326,6.56,6.64,3.99
1.26,Ideal,G,VS2,60.9,57.0,9036,6.78,6.87,4.03
0.42,Premium,G,IF,61.6,58.0,1284,4.65,4.75,4.09
0.28,Premium,H,IF,61.6,59.0,914,4.5,4.45,2.67
2.56,Premium,I,VS1,60.2,61.0,12987,7.57,7.54,4.23
2.37,Ideal,J,VS2,59.9,56.0,10600,8.47,8.47,4.94
0.34,Ideal,G,VS1,62.1,57.0,736,4.51,4.38,2.61
1.17,Ideal,J,VS2,61.8,53.9,4084,6.92,6.67,4.22
0.31,Ideal,F,IF,61.3,57.0,657,4.41,4.36,2.75
1.33,Premium,G,SI1,57.7,61.2,4854,7.15,6.57,4.34
0.51,Good,E,VVS1,62.6,57.0,1790,5.31,5.34,3.28
0.91,Good,D,SI1,57.5,60.0,2000,6.1,6.46,3.95
0.41,Ideal,J,VS2,61.3,55.0,669,4.89,4.78,2.95
0.4,Fair,F,VS2,66.3,57.0,1687,4.48,5.54,2.88
1.53,Good,G,VS2,62.6,59.0,6956,7.19,7.35,4.57
0.68,Fair,G,IF,65.2,60.0,2080,5.58,5.6,3.61
1.53,Very Good,G,SI2,62.4,57.0,7386,7.48,7.52,4.74
0.39,Very Good,G,VS1,63.3,53.7,545,4.78,4.74,2.95
0.28,Very Good,E,VVS1,62.6,55.0,788,4.26,3.87,2.56
0.33,Ideal,E,VVS1,63.6,59.0,717,4.39,4.41,2.62
0.71,Ideal,F,SI1,62.8,55.0,2331,5.79,5.71,3.55
0.52,Ideal,E,VS1,61.9,57.0,2274,5.16,5.13,3.19
1.01,Premium,G,SI1,63.1,59.0,4837,6.39,6.47,4.12
2.06,Fair,F,SI2,61.3,57.0,17167,8.49,8.31,5.09
0.26,Very Good,D,SI1,60.3,59.0,729,4.29,4.33,2.5
0.75,Very Good,E,VVS1,60.8,55.0,2635,5.83,5.82,3.53
0.36,Very Good,D,VVS1,62.3,59.0,984,4.0,4.62,2.86
1.7,Premium,D,SI1,62.2,60.0,4406,6.93,7.44,4.13
0.31,Ideal,G,VS2,62.2,55.0,662,4.41,4.36,2.59
0.32,Ideal,G,VS1,61.8,55.0,471,3.98,4.64,2.97
0.28,Ideal,G,VS1,62.3,57.0,650,4.49,4.36,2.78
2.14,Premium,J,SI2,59.7,61.0,15499,8.56,8.19,4.82
1.17,Ideal,E,SI1,61.0,55.0,7134,6.78,6.69,4.2
1.13,Very Good,D,SI2,59.4,61.0,5619,6.44,7.13,4.17
0.29,Ideal,F,IF,62.2,55.0,926,4.25,4.35,2.59
0.42,Ideal,G,VVS2,62.1,55.0,874,4.71,4.72,2.81
0.92,Good,D,SI1,60.0,60.0,2999,5.89,5.75,3.8
1.02,Ideal,D,SI2,61.8,57.0,4472,6.36,6.56,4.11
0.92,Premium,E,SI1,62.7,60.0,5414,5.93,6.17,3.87
2.41,Ideal,H,I1,62.0,57.0,11926,8.88,7.79,5.16
1.51,Very Good,J,VS2,62.7,59.0,7273,7.24,7.45,4.6
1.11,Fair,H,SI2,67.1,58.0,3251,6.72,6.58,4.1
0.28,Premium,I,VS2,62.2,56.0,623,4.48,4.4,2.76
0.29,Premium,F,VVS1,61.7,59.0,1332,4.89,5.17,2.94
1.21,Ideal,E,VVS2,60.8,57.0,9559,6.38,6.88,4.1
0.38,Ideal,D,VVS2,63.1,53.9,618,4.71,4.58,2.94
1.02,Very Good,G,VS1,63.0,56.0,6254,6.35,6.8,4.12
1.55,Premium,J,VS1,61.2,55.0,8337,6.96,6.7,4.31
0.55,Premium,F,SI1,61.4,61.2,2705,5.12,5.06,3.24
0.9,Fair,F,VS2,64.8,57.0,6300,5.87,6.09,4.04
1.15,Ideal,G,VS2,60.7,57.0,6906,6.78,7.11,4.15
0.92,Good,H,SI2,63.5,57.0,2170,6.06,5.69,3.63
0.49,Very Good,G,VVS2,62.9,56.0,1023,5.07,5.2,3.1
2.09,Very Good,I,SI2,62.9,57.0,15490,8.21,8.14,5.01
1.11,Premium,D,SI2,60.9,58.0,3841,6.61,7.22,4.19
1.6,Very Good,G,SI2,63.3,56.0,15194,8.02,8.09,4.15
1.15,Premium,I,VS1,61.3,60.0,4018,6.45,6.77,4.1
0.37,Ideal,G,VVS1,62.0,56.0,1103,4.25,4.56,2.87
0.53,Good,I,SI1,63.5,58.0,1966,5.06,5.09,3.24
0.9,Good,E,SI1,60.9,60.0,5298,6.39,6.69,3.81
0.37,Ideal,G,VVS2,61.8,56.0,561,4.44,4.36,2.77
0.69,Ideal,G,VS1,62.4,57.0,3073,5.75,5.67,3.46
0.71,Ideal,H,VS1,62.0,53.9,1045,5.75,5.59,3.54
1.22,Premium,H,SI1,61.4,59.0,4325,6.68,6.8,4.12
0.51,Ideal,D,IF,62.7,55.0,2295,5.21,5.08,3.18
0.9,Good,D,VS2,64.1,58.0,4709,5.9,6.07,3.94
0.32,Premium,I,IF,62.9,59.0,648,4.39,4.65,2.93
0.32,Ideal,E,SI1,62.1,56.0,643,4.62,4.38,2.74
0.71,Very Good,G,VS1,62.8,59.0,2888,5.74,5.72,3.62
2.53,Premium,H,VS2,61.4,59.0,9023,7.47,7.24,4.67
1.12,Very Good,J,SI1,62.5,59.0,2940,6.39,6.96,4.16
0.93,Good,I,VS2,63.4,57.0,1563,6.57,5.26,3.3
1.02,Premium,G,SI2,60.5,60.0,10321,6.75,6.62,4.03
0.7,Very Good,E,SI1,62.7,56.0,4300,5.65,5.64,3.56
1.21,Premium,I,VS2,61.5,60.0,10933,6.89,7.43,4.25
0.42,Ideal,E,VVS1,60.8,55.0,1077,5.22,4.68,2.92
1.06,Ideal,E,SI1,62.4,57.0,5003,4.71,4.65,2.9
1.52,Very Good,D,VS2,62.2,57.0,5890,7.27,7.31,4.58
1.56,Very Good,J,VS1,62.8,57.0,9073,7.52,7.36,4.5
0.74,Very Good,E,SI2,62.6,59.0,1171,5.94,5.61,3.56
1.25,Very Good,E,SI1,62.4,59.0,6173,6.19,6.57,4.13
0.36,Ideal,D,VVS1,61.9,57.0,908,4.45,4.37,2.75
1.05,Good,G,SI1,62.4,60.0,9168,6.32,6.89,4.02
0.55,Premium,E,VVS1,62.5,59.0,1303,5.21,5.14,3.31
0.51,Very Good,E,VVS2,62.8,57.0,1720,4.37,5.06,3.21
1.54,Very Good,I,SI2,63.1,58.0,8364,7.5,7.46,4.57
1.27,Premium,J,SI1,59.1,60.0,11253,8.16,8.32,5.14
0.33,Premium,I,SI2,62.0,59.0,632,4.39,4.6,2.96
0.51,Very Good,E,VVS1,60.4,56.0,1026,5.02,5.23,3.2
0.71,Very Good,G,SI1,62.8,56.0,2289,5.6,5.52,3.56
1.09,Premium,F,SI2,60.6,60.0,8099,6.4,6.78,4.05
1.15,Ideal,E,SI2,62.7,56.0,4684,7.53,6.62,4.55
0.32,Ideal,E,SI1,62.5,55.0,635,5.2,4.31,2.76
0.48,Very Good,I,SI1,61.3,55.0,951,5.14,5.17,3.14
0.73,Ideal,E,VS2,60.5,56.0,1825,6.3,5.91,3.61
0.3,Good,G,VS2,63.9,57.0,608,4.48,4.3,2.62
0.69,Ideal,G,SI1,61.9,57.0,4623,5.52,5.57,3.48
0.31,Very Good,F,VVS2,61.6,61.0,635,4.36,4.29,2.66
0.51,Good,D,VS2,66.1,57.0,1475,5.05,5.05,3.11
1.64,Premium,I,SI1,63.4,55.0,5285,7.46,7.19,4.3
0.9,Very Good,I,SI2,62.9,59.0,1363,5.77,5.7,3.79
0.33,Premium,G,SI2,61.5,61.0,511,4.58,4.47,2.73
0.56,Very Good,E,VVS2,61.1,59.0,1417,5.09,5.2,3.1
0.32,Very Good,G,VS2,63.2,55.0,841,4.28,4.26,2.86
0.38,Ideal,G,VVS2,62.2,57.0,1092,4.57,4.54,2.78
1.22,Very Good,G,I1,63.5,59.0,3156,6.46,6.27,4.07
0.76,Premium,H,SI1,60.9,59.0,2642,5.52,5.5,3.43
1.01,Very Good,G,VVS2,63.3,57.0,9875,6.38,6.57,4.06
0.37,Good,I,VS1,64.8,53.9,970,9.11,8.0,4.93
1.53,Very Good,E,VS1,62.8,62.1,8278,7.53,7.59,1.99
0.38,Premium,J,VVS1,66.2,60.0,1106,4.6,4.53,2.94
0.4,Ideal,F,VVS1,61.6,56.0,1056,4.73,4.79,2.99
2.14,Fair,I,SI2,61.1,62.1,15930,8.59,8.27,5.05
0.91,Good,E,SI1,62.7,60.0,2313,6.43,6.21,3.85
0.53,Very Good,E,SI1,61.5,56.0,1884,5.31,5.3,3.21
1.43,Fair,J,SI2,58.8,61.9,11341,7.43,7.66,5.04
1.01,Good,F,VVS1,62.7,60.0,2121,6.53,5.44,4.1
2.13,Very Good,I,VS2,59.6,60.0,11003,8.03,8.24,4.91
0.69,Fair,J,I1,70.8,56.0,1417,5.53,5.59,3.56
1.2,Good,H,SI1,62.5,57.0,3754,6.81,6.54,4.3
0.73,Ideal,F,SI2,59.6,57.0,4379,5.9,5.79,3.57
0.92,Ideal,G,VS2,63.0,56.0,5999,6.34,6.41,4.17
1.9,Premium,J,SI1,62.0,57.0,11299,8.07,8.26,4.89
0.49,Good,G,VVS2,63.6,57.0,1449,5.04,5.04,3.1
0.57,Fair,E,VS2,65.3,57.0,641,5.22,5.28,3.34
1.0,Good,I,I1,64.6,59.0,2666,6.37,6.16,4.06
0.78,Good,D,SI1,59.9,57.0,2300,5.81,5.9,3.56
1.71,Premium,H,VS2,62.0,58.0,9293,7.54,6.16,4.28
1.15,Good,H,SI1,62.0,57.0,9237,6.83,6.75,3.95
2.86,Premium,I,VS1,59.4,61.0,13030,7.44,8.84,4.51
0.33,Ideal,G,IF,61.3,57.0,925,4.45,4.32,2.76
0.32,Good,G,SI1,66.0,53.7,599,4.35,4.23,2.83
1.0,Fair,G,VS2,65.0,57.0,2345,5.94,6.64,3.9
1.18,Ideal,E,VVS2,61.4,56.0,9088,6.52,6.75,4.12
1.17,Ideal,F,VS1,62.5,57.0,9212,6.92,6.61,4.29
1.14,Fair,H,I1,57.5,60.8,3612,6.77,6.82,4.03
1.05,Very Good,H,SI1,62.9,57.0,5030,6.65,6.71,4.09
0.51,Premium,F,SI1,61.6,60.0,1813,5.25,5.27,3.29
0.34,Ideal,G,VS1,61.5,55.0,529,4.51,4.72,2.85
1.12,Good,D,SI1,63.3,60.0,5042,6.33,6.0,4.02
2.12,Ideal,H,VS2,61.7,55.0,17310,8.34,8.39,5.26
0.3,Premium,G,VS2,62.9,59.0,793,4.33,4.19,2.64
0.93,Very Good,D,SI1,62.9,58.0,4360,6.06,6.63,3.97
0.91,Very Good,I,VS1,62.3,59.0,4719,6.19,6.75,3.54
1.24,Ideal,I,I1,57.7,59.2,7845,7.53,7.04,4.39
2.07,Very Good,G,SI2,59.8,57.0,8289,8.02,8.14,4.93
1.02,Premium,H,SI1,61.7,60.0,7427,6.63,6.52,4.03
1.03,Premium,J,SI1,59.1,58.0,4875,6.87,6.97,4.01
0.25,Good,F,VVS1,62.5,57.0,589,4.85,4.65,2.59
