carat,cut,color,clarity,depth,table,price,x,y,z
0.34,Ideal,E,SI2,61.6,55.0,780,4.38,4.46,2.78
1.17,Very Good,D,SI2,58.8,59.0,2529,7.03,6.59,4.27
1.19,Very Good,H,VS2,61.2,59.0,5846,6.9,6.78,4.4
0.54,Ideal,I,VS2,61.5,56.0,1761,5.2,5.22,3.23
0.42,Ideal,H,SI1,63.9,53.9,694,4.79,4.7,3.02
0.26,Very Good,E,VVS2,63.1,53.6,326,4.1,3.94,2.47
1.55,Ideal,G,VVS2,62.1,53.7,1104,4.51,4.83,2.99
0.31,Premium,H,VVS1,61.6,58.0,326,3.64,4.16,2.62
0.24,Very Good,H,IF,62.9,58.0,871,4.11,4.09,2.53
0.72,Good,G,VVS2,60.3,57.0,2625,5.56,5.62,3.52
0.32,Premium,G,SI2,59.3,60.0,735,5.2,5.28,2.75
1.55,Ideal,D,VVS2,61.8,57.0,13979,7.2,7.55,4.6
0.32,Ideal,F,VS2,61.2,56.0,685,4.23,4.37,2.78
0.41,Very Good,H,VS1,63.2,55.0,1667,4.79,4.88,3.02
0.47,Good,D,VS2,63.1,60.0,1359,3.48,5.06,2.89
0.48,Very Good,H,VS1,63.3,60.0,953,4.96,5.03,3.21
0.37,Premium,I,VS1,61.4,57.0,799,4.48,4.41,2.87
1.01,Premium,H,SI1,62.2,59.0,2861,6.11,6.43,3.91
1.51,Premium,D,VS2,61.5,58.0,5649,7.57,7.59,4.63
0.5,Ideal,H,VVS1,61.7,57.0,1281,5.14,5.23,3.13
0.54,Very Good,D,VS2,61.6,59.0,2190,5.13,5.09,3.22
1.02,Good,F,SI2,63.7,61.0,4445,6.47,6.15,3.93
0.42,Premium,D,VS2,62.0,59.0,656,5.26,4.86,3.19
0.4,Fair,D,SI1,64.4,59.0,870,4.83,4.71,3.02
0.42,Fair,F,SI1,63.0,55.0,1028,4.77,4.91,3.02
0.27,Ideal,G,VVS1,62.1,56.0,869,3.17,3.98,2.53
0.49,Very Good,G,VVS2,62.2,55.0,736,5.01,5.2,3.22
0.51,Ideal,D,SI2,61.6,56.0,827,4.98,5.12,3.11
1.23,Very Good,H,VVS2,61.1,56.0,12928,6.87,6.84,4.32
0.51,Very Good,E,VS2,61.2,55.0,1293,4.98,4.91,3.21
0.53,Premium,H,SI2,61.3,59.0,1629,5.12,5.15,3.6
0.32,Premium,G,VS1,60.5,58.0,9207,4.37,4.45,2.61
0.42,Premium,E,SI2,60.1,59.0,7889,5.37,4.85,4.27
0.28,Very Good,J,VVS2,62.0,60.0,613,4.11,4.43,2.62
0.72,Ideal,F,VS2,61.4,57.0,1553,5.7,5.06,3.26
0.27,Ideal,E,VVS2,62.2,56.0,369,4.08,4.04,2.48
0.77,Very Good,E,SI2,63.3,57.0,1087,5.56,5.76,3.6
1.48,Fair,G,VS2,66.7,59.0,4603,7.22,6.54,4.22
0.91,Good,E,SI1,63.7,62.4,2059,6.02,5.89,3.73
0.49,Premium,I,VS2,64.4,58.0,1033,5.33,5.18,3.29
0.52,Premium,D,VS2,61.1,60.0,2264,5.1,5.7,3.17
0.71,Very Good,G,SI2,62.8,57.0,2166,5.65,5.62,3.47
0.32,Good,G,VVS1,61.6,56.0,1019,4.19,4.37,2.89
0.27,Good,E,SI1,63.4,53.8,593,4.09,4.23,2.63
0.49,Very Good,E,VVS2,62.6,53.9,1241,5.64,4.93,3.2
1.2,Good,G,VVS2,57.8,62.3,7429,6.84,6.55,4.12
1.2,Fair,H,SI2,70.4,60.0,2373,7.74,8.09,4.95
2.13,Premium,H,VS1,58.1,62.5,8871,7.97,8.27,4.82
0.51,Good,F,SI1,63.5,60.0,996,5.19,5.19,3.18
0.69,Ideal,F,VS2,61.6,57.0,899,5.07,5.62,3.57
0.7,Very Good,G,SI2,57.9,62.6,2676,5.6,5.76,3.47
0.35,Premium,F,VVS1,61.2,58.0,802,4.44,4.52,2.88
2.33,Ideal,J,VVS2,60.9,56.0,9910,8.14,7.68,4.83
1.13,Premium,J,SI2,61.3,60.0,2804,6.55,6.76,3.95
0.3,Good,J,VVS2,59.6,60.0,399,4.48,4.43,2.74
0.26,Premium,E,IF,61.4,60.0,716,4.1,4.42,2.54
1.81,Good,J,SI1,63.6,56.0,11007,7.26,7.13,4.62
0.53,Good,H,VS1,63.2,55.0,1161,5.24,5.19,3.22
2.33,Very Good,J,VS2,61.5,58.0,10960,8.32,8.2,4.84
1.52,Premium,H,SI1,61.5,60.0,10139,7.25,7.4,4.47
0.73,Premium,G,SI1,60.4,60.0,2050,5.75,5.71,3.71
0.7,Good,G,VS2,64.5,59.0,2542,6.11,5.65,3.45
0.98,Fair,G,SI2,64.1,61.7,4483,6.51,6.38,4.18
1.36,Ideal,J,VS2,61.3,56.0,8281,6.74,6.95,4.32
1.63,Very Good,D,SI1,62.7,56.0,7990,7.25,7.27,4.56
0.41,Ideal,G,VS1,62.1,56.0,868,4.66,4.72,2.99
1.03,Good,I,SI2,63.8,62.2,2516,6.0,6.19,4.06
1.55,Ideal,H,VVS2,61.5,56.0,457,7.49,7.62,2.68
0.54,Good,G,SI2,63.6,55.0,949,5.11,5.13,3.27
0.89,Fair,F,SI2,63.2,57.0,2462,5.67,5.7,3.93
1.01,Fair,J,SI2,64.5,57.0,4890,6.43,6.6,3.92
0.74,Fair,F,SI2,61.2,59.0,2658,5.78,5.85,3.56
1.15,Premium,G,VS2,61.5,61.0,5095,6.98,6.76,4.23
1.2,Ideal,F,VVS1,61.8,57.0,6944,6.83,6.56,4.26
0.37,Premium,I,IF,60.8,58.0,752,4.46,4.55,2.64
0.6,Premium,F,VS2,61.0,58.0,1399,5.27,5.3,3.23
1.03,Premium,E,VS2,62.0,58.0,2962,5.95,5.95,3.59
1.18,Very Good,G,SI1,63.0,56.0,8459,6.67,6.65,4.24
1.01,Good,D,VVS2,62.0,59.0,5337,6.34,6.52,3.92
1.52,Premium,F,VS2,61.8,55.0,1055,4.64,4.74,4.6
0.32,Ideal,G,VS1,61.5,56.0,768,4.28,4.44,2.81
0.31,Ideal,H,IF,61.6,53.7,770,4.26,4.39,2.79
1.0,Premium,I,VVS2,61.7,62.2,4241,6.39,6.23,3.95
1.06,Ideal,J,VS2,59.5,62.3,5602,6.77,6.43,3.95
0.53,Ideal,G,SI1,62.2,56.0,4615,5.18,5.09,4.06
0.36,Premium,E,VS2,61.3,53.7,1035,4.29,4.43,2.87
0.3,Premium,F,IF,61.6,59.0,907,4.19,4.46,2.72
1.01,Premium,G,VVS2,62.2,60.0,7269,6.39,6.83,4.3
0.33,Premium,E,SI1,61.7,58.0,491,4.32,4.34,2.64
1.58,Ideal,D,VS2,61.4,57.0,10725,6.99,7.68,4.64
0.41,Ideal,J,VS2,62.2,53.7,1091,4.79,4.68,2.97
0.94,Fair,G,SI2,64.1,53.7,3480,6.09,6.11,3.98
1.4,Premium,D,VS2,59.0,60.0,7436,7.46,8.06,2.44
0.5,Fair,G,VS2,65.7,53.7,1088,4.82,5.22,2.98
0.72,Ideal,G,VVS2,61.8,57.0,2520,6.56,6.22,4.02
1.53,Very Good,H,SI1,61.3,59.0,5234,7.44,7.5,4.22
0.71,Very Good,E,SI2,62.3,57.0,1825,5.76,5.63,3.56
0.48,Ideal,E,VVS1,61.5,57.0,1114,5.13,5.04,3.14
0.5,Ideal,F,VS2,61.9,57.0,650,5.11,5.02,3.15
0.57,Good,G,VS1,64.5,55.0,1454,5.17,5.14,3.33
0.52,Premium,F,VS2,62.4,60.0,818,4.95,4.92,3.16
1.0,Ideal,F,SI1,59.1,57.0,4904,4.74,6.63,3.85
1.0,Very Good,H,VS2,60.6,60.0,3512,6.61,6.18,3.96
0.75,Very Good,G,VVS1,63.7,56.0,2039,5.64,5.69,3.59
0.32,Ideal,F,VVS1,60.8,57.0,479,4.47,4.45,2.65
1.0,Ideal,D,VVS2,62.0,60.0,4458,6.54,6.25,3.84
0.53,Ideal,E,VS2,61.8,57.0,1645,5.06,5.29,3.22
1.16,Ideal,G,VS2,62.5,55.0,1530,6.87,5.26,2.98
0.9,Premium,G,VVS2,62.5,60.0,6429,6.07,5.87,3.61
1.02,Premium,J,VVS2,61.4,59.0,6753,6.57,6.45,3.93
1.51,Ideal,J,VS2,61.2,56.0,12643,7.52,7.63,4.6
1.0,Fair,J,SI2,61.0,57.0,6218,6.39,6.52,4.01
0.5,Premium,F,SI1,62.8,60.0,1301,5.0,5.14,3.11
1.27,Premium,J,VVS2,61.1,61.3,9179,6.84,7.66,4.23
0.5,Good,D,SI1,63.0,57.0,872,5.3,5.11,3.22
0.39,Premium,H,SI2,59.6,56.0,891,4.45,4.52,2.84
1.17,Premium,D,SI1,61.1,61.0,2316,7.03,6.59,3.14
0.53,Fair,H,I1,59.9,60.0,590,5.28,5.32,3.25
1.56,Fair,J,SI1,63.1,58.0,4035,7.69,8.14,4.97
1.56,Ideal,J,SI2,61.7,57.0,10949,7.2,7.57,4.59
0.33,Ideal,E,VS2,62.9,55.0,646,4.25,4.37,2.78
0.29,Ideal,F,VS1,61.2,55.0,709,4.22,4.34,2.6
1.29,Premium,E,VS2,60.6,60.0,4536,7.05,7.07,4.04
0.53,Ideal,E,VS2,61.5,55.0,2345,5.22,5.08,3.16
0.7,Very Good,E,VS1,63.3,57.0,2056,5.56,5.86,3.49
1.51,Ideal,J,VS2,61.3,56.0,5930,7.38,6.57,4.26
1.02,Premium,F,VS1,60.3,60.0,2654,6.82,6.26,3.92
1.05,Ideal,F,VS2,64.0,57.0,1052,4.56,4.61,2.89
0.72,Very Good,G,VVS1,63.4,60.0,1063,5.56,5.69,2.68
0.53,Good,D,SI1,57.6,62.3,6806,6.31,5.25,3.1
0.28,Ideal,E,VVS2,62.2,56.0,861,4.89,3.98,2.55
0.52,Very Good,G,SI1,62.5,57.0,1184,5.56,4.91,3.19
0.36,Good,D,SI2,60.8,56.0,354,4.31,4.4,2.68
1.06,Good,G,VVS2,58.9,62.1,7916,6.5,6.64,3.84
0.41,Ideal,I,SI1,61.8,57.0,712,4.73,4.71,3.0
0.4,Ideal,G,VS2,61.3,55.0,771,4.64,4.41,2.91
0.43,Good,G,SI1,60.8,57.0,747,4.81,4.9,2.91
0.72,Good,E,VS2,60.1,60.0,2400,5.73,5.66,3.6
0.38,Premium,F,VVS2,61.6,58.0,622,4.33,4.72,2.88
1.18,Premium,G,VS1,60.9,58.0,6885,6.78,7.18,4.26
0.73,Good,H,VS1,61.9,60.0,2885,5.7,5.75,3.57
1.01,Premium,H,SI1,61.1,59.0,2996,6.29,5.99,3.92
0.37,Premium,F,IF,61.3,57.0,1290,4.51,4.74,2.9
0.7,Ideal,E,VS2,63.7,55.0,1740,5.52,5.65,2.64
1.19,Premium,G,SI2,62.0,60.0,3806,6.84,6.74,4.16
0.25,Very Good,E,VVS1,63.3,56.0,390,4.17,3.91,2.5
0.54,Ideal,G,VS1,61.9,56.0,2339,5.07,5.26,3.31
0.77,Ideal,H,VS2,62.1,56.0,1301,5.74,5.77,3.59
2.55,Premium,J,VVS2,62.0,56.0,15300,7.48,7.97,5.24
1.01,Good,J,SI1,64.0,53.8,7033,6.46,6.24,4.05
0.31,Ideal,G,VVS2,60.8,57.0,1124,4.08,4.42,2.72
0.72,Premium,G,SI1,64.0,57.0,2477,6.14,6.01,3.5
2.4,Premium,G,VVS2,60.8,59.0,11927,8.19,8.22,4.86
0.68,Very Good,G,VVS1,59.1,59.8,10906,5.83,5.9,4.04
1.25,Ideal,G,SI1,61.5,56.0,4926,6.9,6.8,4.3
1.55,Ideal,D,VVS2,60.8,56.0,14391,7.54,7.61,4.59
0.33,Ideal,G,VS1,61.0,56.0,484,4.3,4.49,2.67
1.21,Fair,H,SI2,61.3,59.8,4162,6.65,6.51,3.93
2.09,Premium,F,SI1,61.3,56.0,10109,7.38,7.54,5.24
0.46,Ideal,H,VS2,62.7,57.0,874,4.1,5.03,3.07
0.36,Premium,G,VS1,61.6,58.0,604,4.44,4.46,2.73
1.15,Premium,H,SI2,62.4,59.0,14117,6.91,8.25,4.22
0.75,Premium,E,SI2,62.1,58.0,3674,6.13,5.6,3.47
0.32,Ideal,I,SI1,61.1,57.0,1377,4.58,4.8,3.05
1.02,Premium,G,VS2,61.7,60.0,6924,6.45,6.63,3.9
2.14,Premium,I,VS2,61.3,59.0,9443,7.03,7.59,4.22
0.31,Premium,F,VVS1,59.4,60.0,1713,4.33,4.51,2.7
0.27,Very Good,G,VS2,63.2,53.9,470,3.77,3.93,2.52
0.73,Premium,F,VS2,61.3,59.0,2492,5.84,6.69,3.54
1.03,Very Good,E,VS2,60.4,60.0,4259,6.41,6.13,3.67
0.49,Ideal,G,VS1,62.0,57.0,1337,5.03,5.13,3.19
0.32,Premium,I,IF,61.9,56.0,613,4.3,4.35,2.82
0.32,Ideal,E,SI1,60.9,55.0,746,4.14,4.38,2.68
1.03,Good,D,SI2,61.6,62.1,6200,6.31,5.97,3.68
0.67,Ideal,G,VVS1,62.1,57.0,3434,5.75,5.79,3.55
1.03,Premium,F,VVS2,60.7,62.3,5963,6.52,6.86,4.12
0.52,Premium,D,VS2,61.7,57.0,1697,5.21,5.13,3.08
1.18,Good,I,VS2,63.1,60.0,6294,6.81,6.31,4.23
