carat,cut,color,clarity,depth,table,price,x,y,z
0.75,Fair,E,SI2,59.4,60.0,4139,5.81,5.77,3.59
2.1,Very Good,E,SI2,62.4,57.0,15845,7.34,7.31,4.47
1.65,Very Good,H,SI1,62.1,56.0,8150,7.42,8.41,5.04
1.0,Ideal,G,VS2,61.9,56.0,5871,6.72,6.79,4.13
0.72,Very Good,E,SI1,62.1,57.0,984,5.82,5.66,3.53
0.27,Very Good,E,VVS2,64.7,56.0,932,4.16,4.35,2.95
0.51,Ideal,G,VVS2,60.8,56.0,1552,5.25,4.99,3.21
0.32,Ideal,H,VVS1,61.8,56.0,912,4.11,4.15,2.66
0.28,Very Good,G,IF,59.7,62.5,586,4.46,4.9,2.61
0.91,Good,G,VS1,62.6,57.0,2807,6.28,5.91,3.71
1.48,Premium,E,SI2,61.2,57.0,5257,7.3,6.43,4.53
0.35,Very Good,G,VVS2,60.8,56.0,684,4.4,4.34,2.83
0.3,Ideal,G,VVS1,61.3,56.0,326,4.8,5.63,3.58
0.74,Very Good,G,VS1,60.9,56.0,757,5.04,5.84,3.61
1.02,Premium,D,VS1,58.8,59.0,4161,6.59,6.31,3.82
1.19,Good,H,VS1,61.7,60.0,12828,6.49,6.79,3.92
2.06,Premium,I,SI2,61.5,58.0,14000,8.32,8.39,4.91
0.52,Premium,E,VS2,62.4,59.0,1578,5.08,5.3,3.22
0.38,Ideal,D,VS2,61.9,55.0,868,4.44,4.48,3.0
0.43,Ideal,G,VVS1,61.7,56.0,1358,4.74,4.92,3.03
1.01,Very Good,F,SI2,62.0,60.0,9957,6.45,6.43,3.86
2.03,Good,H,SI2,57.7,59.0,2963,6.1,6.74,3.2
0.41,Premium,G,VS2,60.8,59.0,1005,4.7,4.4,2.87
1.51,Fair,D,SI2,61.4,57.0,7122,7.31,7.02,4.42
0.9,Fair,E,SI2,66.1,62.4,4327,6.18,6.04,3.99
0.56,Ideal,E,VVS1,61.0,56.0,1644,5.19,5.45,3.28
0.26,Premium,G,VVS2,62.1,55.0,1253,4.17,4.34,2.83
1.22,Very Good,E,SI2,59.1,60.0,5843,6.87,7.1,4.26
0.37,Premium,H,VS2,62.4,53.7,785,4.4,4.49,2.77
1.5,Premium,E,VS2,59.1,59.0,5379,7.27,7.57,4.61
0.42,Very Good,D,SI2,63.1,56.0,856,4.83,4.9,3.02
1.13,Very Good,G,VS1,62.3,56.0,9017,6.46,6.64,3.96
1.02,Premium,E,SI1,60.0,60.0,5895,6.37,6.11,3.6
0.5,Ideal,J,VS2,62.2,64.5,2686,5.33,5.04,3.23
0.29,Premium,F,VS2,60.9,58.0,358,4.25,4.35,2.69
0.91,Ideal,G,VVS2,60.0,56.0,6200,6.24,6.46,3.84
0.54,Very Good,F,VS2,63.0,56.0,1209,5.25,5.07,3.24
1.0,Fair,E,SI1,58.4,60.0,4687,6.34,6.25,3.97
1.57,Good,I,SI2,64.6,61.1,11542,7.79,7.31,4.83
1.01,Premium,F,VS2,63.0,58.0,5740,6.42,5.21,4.03
0.91,Very Good,D,SI2,60.9,56.0,2919,6.14,6.48,3.89
0.7,Very Good,G,VS2,62.3,58.0,1761,5.7,5.6,3.42
0.41,Good,D,VS1,64.1,62.6,813,4.38,4.83,3.02
0.54,Very Good,I,SI1,63.7,59.0,1368,5.2,5.07,3.21
1.5,Premium,E,VS2,60.9,59.0,8678,7.34,7.38,4.46
1.02,Good,H,SI1,59.6,61.0,4437,6.52,6.55,3.76
