carat,cut,color,clarity,depth,table,price,x,y,z
1.23,Very Good,F,SI2,64.2,57.0,4787,6.73,6.86,4.19
0.68,Very Good,F,VS2,60.8,58.0,3219,5.58,5.59,3.41
0.35,Ideal,H,VVS1,62.1,55.0,452,4.4,4.4,2.76
0.73,Ideal,I,SI2,61.1,57.0,1735,5.35,5.28,2.67
0.55,Ideal,D,SI1,61.6,55.0,1652,5.2,5.31,3.27
0.28,Very Good,I,VVS1,60.8,61.0,839,4.38,4.48,2.54
0.25,Ideal,G,VVS2,62.0,56.0,600,3.64,4.21,2.55
0.33,Ideal,H,VVS1,62.7,55.0,479,4.5,4.58,2.71
0.31,Ideal,G,IF,62.4,55.0,629,4.46,4.47,2.73
0.37,Ideal,G,IF,62.4,57.0,772,4.47,4.52,2.78
0.99,Premium,G,SI2,61.8,61.0,3639,6.55,6.44,3.84
0.4,Premium,E,VVS2,62.3,58.0,619,4.67,4.84,2.69
0.43,Ideal,G,SI1,62.5,57.0,722,4.81,4.91,2.84
1.23,Ideal,I,VS1,61.9,57.0,5207,7.15,6.99,4.3
1.38,Premium,D,SI1,60.8,60.0,4259,6.86,6.27,4.03
1.03,Premium,H,VS2,60.4,62.3,5030,6.99,6.79,3.96
1.48,Very Good,I,SI2,59.9,60.0,12074,7.26,7.3,4.56
0.7,Premium,G,SI1,62.1,61.0,2261,5.72,4.96,3.17
0.36,Ideal,D,VS2,62.4,55.0,974,4.61,4.45,2.82
0.71,Premium,G,VVS1,60.1,59.0,3291,6.44,6.35,3.65
0.3,Very Good,E,IF,62.1,55.0,779,4.36,4.38,2.65
0.9,Good,G,SI1,63.7,58.0,2480,5.99,5.87,3.86
0.71,Premium,E,VS2,61.5,60.0,3082,5.72,5.7,3.56
0.67,Fair,E,VS1,60.8,61.0,2751,5.68,5.6,3.52
1.0,Fair,D,SI2,59.7,62.5,2774,6.1,6.1,3.82
0.39,Ideal,F,VVS1,61.3,58.0,1465,4.37,4.72,2.67
0.41,Ideal,G,IF,61.8,57.0,867,4.56,4.7,2.84
1.37,Premium,F,SI2,60.3,60.0,6769,6.7,7.26,4.24
0.7,Premium,H,VS2,61.9,59.0,4337,6.1,5.55,3.74
0.44,Premium,E,VS2,63.2,57.0,1757,4.75,4.88,3.07
0.68,Ideal,I,SI2,60.7,57.0,2388,5.68,5.74,3.53
0.38,Premium,I,VS1,62.5,60.0,752,4.41,4.36,2.94
0.52,Premium,I,SI1,60.9,58.0,1553,5.26,5.21,3.23
1.18,Ideal,J,VS2,61.7,58.0,3359,7.11,6.71,4.22
0.72,Premium,F,VS2,62.2,58.0,2953,6.15,5.52,3.53
0.35,Ideal,F,VVS2,62.0,57.0,1065,4.46,4.57,2.83
0.42,Very Good,D,SI1,63.4,58.0,884,4.81,4.13,2.72
1.02,Fair,G,I1,64.0,58.0,3619,6.18,6.72,4.17
0.65,Good,I,VS2,59.6,62.5,3135,5.65,5.64,3.48
0.52,Premium,D,VS2,62.6,58.0,1738,4.54,4.94,3.31
0.68,Ideal,D,VS2,61.1,58.0,4768,5.66,5.56,3.48
0.67,Very Good,D,VS2,59.8,57.0,3036,5.6,5.58,3.55
0.9,Good,F,SI2,63.4,57.0,2980,5.84,5.69,3.89
0.57,Ideal,D,SI1,62.7,56.0,997,5.31,5.49,3.3
0.31,Premium,E,VVS2,62.7,60.0,723,4.52,4.25,2.76
0.68,Good,F,SI2,59.2,61.0,2325,5.77,5.65,3.52
0.4,Fair,D,SI1,64.2,60.0,1090,5.8,4.69,2.99
0.35,Premium,H,SI2,61.4,60.0,515,4.45,4.41,2.77
0.36,Ideal,E,SI1,61.6,57.0,794,4.44,4.49,2.67
0.72,Good,F,SI1,60.6,62.4,2590,5.7,5.63,3.59
2.05,Very Good,I,SI2,59.2,58.0,15065,8.29,8.11,5.33
1.1,Ideal,F,VVS1,62.7,55.0,3465,6.54,6.19,4.05
1.03,Very Good,J,VS2,65.9,56.0,4176,6.85,6.25,4.12
1.14,Premium,J,VS2,62.8,58.0,5605,6.39,5.98,3.9
0.66,Ideal,J,VS2,63.5,57.0,2272,5.69,5.59,3.86
0.35,Ideal,G,IF,61.7,53.8,799,4.46,4.53,2.81
1.06,Good,I,SI2,62.9,58.0,4029,6.41,6.22,3.91
1.89,Good,I,SI2,62.9,60.0,13296,7.68,7.63,5.04
1.24,Very Good,I,VS2,58.4,59.0,6500,6.81,6.43,4.16
1.5,Premium,I,VS2,62.5,59.0,13831,7.43,7.23,4.56
1.53,Ideal,G,SI2,61.9,56.0,11886,7.51,7.51,4.98
0.69,Premium,F,VS2,62.2,58.0,2925,5.78,5.16,3.15
0.25,Fair,D,VVS1,66.9,55.0,853,5.18,4.42,2.72
1.12,Premium,E,VS2,63.7,58.0,4750,6.4,6.71,3.98
0.71,Good,D,SI1,63.7,61.1,2700,5.61,5.39,3.51
0.29,Premium,G,VVS2,62.1,58.0,755,4.41,4.37,2.68
0.31,Good,F,IF,66.5,55.0,696,4.39,4.34,2.64
1.54,Ideal,G,VS2,62.3,55.0,12434,7.78,7.82,4.68
0.67,Premium,D,SI2,60.4,62.7,1573,5.74,5.61,3.41
0.51,Ideal,F,VS1,62.2,57.0,1865,5.16,5.24,3.18
0.89,Fair,I,SI2,63.6,62.3,2766,6.0,5.82,3.99
0.72,Ideal,F,VS1,62.5,55.0,3492,4.46,4.4,2.62
0.73,Premium,I,VS2,62.1,58.0,2499,5.67,5.59,3.68
0.71,Very Good,E,VVS1,61.3,61.0,2932,5.59,5.56,3.49
0.35,Ideal,G,IF,61.4,55.0,745,4.41,4.38,2.86
1.54,Premium,G,VS2,61.1,60.0,15456,6.88,7.61,4.7
1.21,Ideal,E,SI2,61.9,55.0,5027,6.8,7.0,4.29
0.7,Good,F,SI1,63.9,57.0,1696,5.96,5.55,3.68
1.74,Good,I,VVS2,63.5,55.0,1074,4.55,4.85,2.96
0.32,Premium,I,VS2,62.3,58.0,858,4.58,4.48,2.83
1.21,Ideal,G,VS2,61.5,56.0,4089,7.14,6.63,4.37
0.33,Ideal,G,IF,60.7,53.7,717,4.31,4.53,2.66
1.51,Ideal,I,VS1,60.9,57.0,6335,7.45,7.59,4.45
1.15,Very Good,D,VS2,63.1,58.0,2586,6.86,6.35,4.06
0.7,Good,G,VS1,64.6,57.0,2713,5.66,5.47,3.45
