carat,cut,color,clarity,depth,table,price,x,y,z
2.05,Ideal,I,SI2,61.9,55.0,9983,7.78,8.04,4.51
0.73,Very Good,I,VS1,62.1,55.0,2823,5.68,5.77,3.57
2.65,Ideal,H,VVS2,62.0,57.0,11255,8.7,9.71,4.67
0.4,Ideal,F,SI2,61.9,56.0,1330,4.7,4.92,2.87
1.2,Premium,I,SI1,59.7,63.3,385,8.56,7.39,4.04
0.56,Very Good,G,SI2,62.6,62.4,1643,4.77,5.13,3.22
0.26,Good,D,VVS2,61.8,60.0,326,4.13,4.3,2.46
0.33,Ideal,F,VVS1,61.1,56.0,861,4.76,4.54,2.83
0.33,Premium,G,IF,59.9,62.6,1584,6.48,6.74,2.69
0.55,Ideal,G,VVS2,61.9,55.0,1781,5.22,5.1,3.18
1.02,Premium,D,SI2,61.8,61.0,4026,6.44,6.97,3.96
1.31,Premium,I,VVS2,60.5,59.0,8014,6.63,6.99,4.17
0.41,Ideal,E,VS1,61.1,56.0,542,4.65,4.78,2.7
1.52,Premium,J,VS1,62.3,59.0,11040,7.17,7.55,4.54
0.79,Premium,D,SI2,61.6,58.0,4430,6.19,6.61,3.57
0.35,Ideal,H,VVS2,61.6,56.0,745,4.32,4.52,2.7
1.79,Ideal,I,VVS2,62.2,54.1,5971,6.72,6.74,4.23
0.39,Premium,F,VVS2,60.6,60.0,326,4.66,4.78,2.58
1.03,Premium,D,SI1,57.2,62.3,5666,7.08,7.16,3.9
0.51,Ideal,H,VVS1,62.0,55.0,1726,5.11,5.07,3.14
0.91,Very Good,I,SI1,63.8,59.0,2510,6.36,6.28,3.7
0.39,Good,E,SI1,58.2,62.6,718,5.02,4.91,2.67
1.54,Premium,H,SI2,62.4,58.0,4181,6.78,6.5,3.97
1.58,Fair,J,VS2,66.7,57.0,9213,7.46,7.76,5.27
1.02,Fair,I,I1,72.0,61.1,4531,6.19,7.02,4.06
0.34,Ideal,E,VVS1,60.9,56.0,692,4.35,4.4,2.57
0.53,Ideal,G,VS2,62.4,53.8,1761,5.13,5.1,3.13
1.03,Fair,F,SI2,59.6,61.0,4709,6.42,6.83,3.91
0.91,Very Good,H,SI2,62.9,58.0,4337,5.72,6.33,3.48
0.3,Premium,E,VVS1,61.0,60.0,384,4.12,4.35,2.55
1.01,Good,G,SI2,58.2,63.5,3856,6.42,6.2,3.9
0.42,Premium,E,VS1,61.7,58.0,766,4.77,4.79,2.96
0.32,Premium,E,VS2,61.6,58.0,948,4.16,4.45,2.65
0.42,Premium,J,VS2,64.1,57.0,925,4.82,4.78,2.86
0.36,Good,F,SI2,58.8,62.4,529,4.4,4.41,2.74
0.26,Ideal,E,VVS2,61.8,55.0,471,4.17,4.34,2.45
0.51,Very Good,E,SI1,61.8,59.0,1409,5.32,5.25,3.21
0.5,Fair,F,VS2,65.3,60.0,1243,5.36,5.26,3.28
1.02,Good,H,SI2,60.3,61.0,4594,6.85,6.94,4.04
1.85,Premium,E,SI1,62.0,58.0,7376,7.42,7.59,4.6
0.7,Ideal,D,SI1,62.5,57.0,1422,5.69,5.62,3.54
0.72,Very Good,E,SI1,62.1,58.0,2968,5.77,5.8,3.56
0.7,Good,H,SI1,62.7,55.0,2238,5.65,5.92,3.46
1.51,Ideal,I,SI1,61.8,55.0,6362,7.32,7.55,4.61
0.4,Ideal,E,VS2,62.1,58.0,962,4.67,4.68,2.94
1.51,Good,E,SI1,58.9,61.6,7629,7.27,7.61,4.51
2.02,Fair,F,SI2,60.9,62.8,4830,6.1,6.71,3.8
1.03,Premium,H,VS2,62.8,58.0,3927,6.67,6.69,4.1
0.76,Ideal,F,SI1,62.1,56.0,2563,5.69,5.67,3.54
0.34,Premium,F,VVS1,62.1,56.0,628,4.31,4.45,2.75
0.6,Very Good,E,SI1,62.4,59.0,2805,5.25,6.45,3.3
0.35,Ideal,G,VVS1,61.0,55.0,1347,4.43,4.8,2.84
1.02,Fair,J,VS2,64.5,58.0,4128,6.07,6.23,4.02
1.02,Premium,H,VS2,62.4,58.0,6007,6.3,6.73,4.03
1.99,Premium,J,SI1,62.2,58.0,8468,8.15,8.54,5.34
0.35,Ideal,F,IF,62.2,56.0,1347,4.87,5.19,2.74
1.03,Good,D,SI2,58.6,59.0,3581,6.76,6.86,4.22
0.39,Good,G,VS1,62.0,58.0,928,5.4,4.81,2.94
0.26,Very Good,E,SI1,61.4,56.0,585,4.21,4.45,2.59
0.43,Premium,G,VS1,61.0,60.0,1289,4.7,4.86,2.99
0.41,Premium,G,IF,62.7,57.0,1999,5.34,5.47,2.94
1.01,Premium,E,VS2,60.6,58.0,3483,6.32,6.46,3.78
0.91,Fair,F,SI2,69.7,61.0,4008,5.91,6.12,3.84
1.16,Ideal,G,VS2,61.7,57.0,7312,6.57,6.52,3.98
1.01,Good,D,SI2,61.8,61.0,4371,6.37,6.17,3.94
0.32,Ideal,G,VVS1,61.5,56.0,625,4.33,4.47,2.76
1.49,Good,I,SI1,57.6,62.6,6920,7.28,7.39,4.44
0.53,Ideal,G,SI1,61.8,57.0,1514,5.23,5.23,3.19
0.56,Premium,I,SI2,62.3,58.0,1246,5.4,5.24,3.2
0.38,Good,F,VVS1,62.7,56.0,557,4.35,4.75,2.58
0.7,Fair,G,SI2,69.5,62.1,1457,5.62,5.76,3.52
2.34,Ideal,F,IF,62.2,55.0,16746,7.52,7.57,4.66
0.53,Ideal,G,VS2,62.0,58.0,1377,5.16,5.12,3.2
0.32,Ideal,G,VVS1,60.8,57.0,774,4.29,4.49,2.56
0.33,Ideal,G,IF,60.9,56.0,595,4.34,4.48,2.71
0.35,Premium,H,VVS1,61.5,58.0,521,4.33,4.41,2.64
0.51,Good,E,VS2,62.8,58.0,1684,5.28,5.1,3.23
0.29,Premium,I,SI1,61.7,55.0,866,4.68,5.06,2.53
0.38,Good,G,VVS2,57.1,60.0,1114,4.87,4.84,2.91
1.0,Premium,D,VS2,59.3,61.0,6891,6.28,6.83,3.92
0.29,Good,G,VVS1,62.1,60.0,449,4.17,4.38,2.51
0.4,Ideal,G,IF,60.4,57.0,2040,4.79,4.83,2.9
1.27,Premium,I,SI2,60.5,58.0,3957,7.07,6.58,4.27
1.01,Premium,E,VS2,59.4,58.0,9317,6.42,7.46,4.64
1.02,Premium,G,SI1,62.0,59.0,7409,6.7,6.86,4.08
0.74,Premium,D,VS2,61.7,58.0,1649,5.73,5.66,3.56
0.27,Ideal,H,IF,62.6,57.0,486,4.24,4.52,2.54
0.76,Premium,G,VS2,59.9,58.0,5844,6.27,6.29,4.02
0.67,Ideal,E,VS1,62.8,53.8,1495,5.55,5.69,3.4
0.3,Ideal,D,VS2,62.4,56.0,652,4.19,4.27,2.58
0.53,Ideal,J,VVS2,61.7,55.0,785,5.31,5.33,3.27
1.32,Fair,I,VS1,58.7,62.7,14672,7.05,7.06,4.09
0.5,Premium,E,VS2,62.1,58.0,1092,5.17,4.98,3.21
1.02,Fair,E,VVS2,68.2,58.0,2768,6.09,6.81,3.9
1.51,Premium,G,SI1,61.6,58.0,8828,7.35,7.48,4.54
1.49,Very Good,G,SI1,60.8,58.0,6943,7.15,7.39,4.59
1.33,Ideal,E,SI1,63.1,58.0,8219,7.02,7.04,4.37
0.45,Ideal,E,VS2,61.8,56.0,823,3.69,4.93,3.06
1.01,Good,F,SI2,61.8,55.0,7880,6.48,6.66,4.12
1.02,Ideal,G,VS1,61.7,55.0,8075,6.43,6.61,3.81
0.26,Premium,E,SI1,61.4,58.0,575,3.34,3.89,2.53
1.14,Good,F,SI2,63.7,58.0,4306,6.74,6.63,4.35
0.43,Very Good,D,VVS1,61.3,56.0,1129,5.77,4.94,2.95
1.29,Very Good,H,VS1,59.4,62.5,6828,6.87,7.14,4.26
0.35,Ideal,H,VVS1,60.8,55.0,907,4.33,4.43,2.76
0.3,Ideal,D,SI1,61.9,55.0,539,4.19,4.37,2.5
