carat,cut,color,clarity,depth,table,price,x,y,z
1.09,Premium,H,SI2,61.0,57.0,8309,6.66,6.7,4.25
0.9,Very Good,G,VVS2,58.9,60.0,5354,6.38,6.27,3.89
0.32,Premium,H,SI1,60.7,59.0,468,4.56,4.27,2.73
0.89,Ideal,E,SI2,61.5,57.0,4815,6.08,6.55,3.84
0.42,Premium,H,SI1,60.9,57.0,473,4.81,4.71,2.95
0.41,Very Good,J,VS2,63.8,56.0,1925,5.87,5.75,3.62
0.53,Very Good,J,VVS2,62.2,55.0,1981,5.24,5.03,3.23
0.31,Very Good,E,VVS1,61.9,53.7,769,4.42,4.36,2.6
0.28,Ideal,H,IF,62.0,55.0,714,4.39,4.43,2.59
0.57,Ideal,G,VS2,61.3,56.0,4870,5.37,5.28,3.3
2.17,Ideal,H,SI2,61.9,56.0,713,4.55,4.54,6.03
0.34,Ideal,F,VVS2,61.3,56.0,683,5.36,4.5,2.67
0.57,Ideal,E,VS1,61.7,57.0,1347,5.33,5.13,3.25
1.78,Ideal,J,VS1,61.6,57.0,15043,7.44,7.63,4.83
1.51,Ideal,D,VS2,61.4,55.0,13792,8.52,7.43,4.26
0.55,Ideal,H,SI1,61.8,57.0,1103,5.54,4.87,3.21
0.35,Premium,I,IF,62.2,56.0,789,4.57,4.4,2.78
1.47,Premium,D,SI2,61.8,61.0,16163,8.44,8.19,4.72
0.58,Ideal,D,VVS1,62.6,56.0,1884,5.37,5.32,3.3
0.29,Ideal,G,VVS1,61.8,57.0,728,4.34,4.46,2.68
1.45,Very Good,J,SI2,60.5,57.0,16034,8.31,8.42,5.18
0.68,Good,F,VS2,63.6,58.0,1335,5.54,5.83,3.55
0.56,Premium,H,SI1,61.1,59.0,584,5.42,4.66,2.92
0.99,Fair,D,SI1,64.2,58.0,2518,5.88,5.83,3.82
1.12,Fair,G,I1,64.9,60.2,4472,6.87,6.74,4.26
0.89,Ideal,F,VVS1,59.7,60.0,4474,6.45,6.04,3.93
0.72,Premium,G,VS1,59.0,62.1,4640,5.77,5.68,3.5
0.71,Very Good,G,SI2,63.7,57.0,2127,5.77,5.67,3.56
2.1,Good,H,SI1,61.6,58.0,17251,4.53,4.49,5.21
1.8,Very Good,E,SI1,62.9,62.4,13483,8.74,7.84,4.29
0.5,Premium,E,SI2,61.9,57.0,1125,4.69,5.61,3.53
0.69,Ideal,G,VS1,61.3,58.0,1469,5.69,5.78,3.58
0.29,Premium,H,VS2,61.9,62.0,594,4.73,4.67,2.65
2.05,Premium,J,VS1,61.6,59.0,3247,6.91,6.82,4.18
1.03,Very Good,F,SI2,62.4,57.0,10438,6.28,6.42,4.11
0.32,Ideal,D,VVS2,61.0,57.0,788,4.77,4.25,3.07
0.54,Very Good,D,SI2,61.7,56.0,1156,5.06,5.29,3.23
1.02,Fair,D,SI1,66.9,55.0,1244,6.36,6.57,4.05
1.47,Good,J,SI1,63.5,61.0,8891,7.3,7.23,4.61
1.0,Premium,H,VS2,62.6,59.0,3757,6.32,6.01,3.75
0.3,Ideal,D,IF,61.5,57.0,426,4.39,4.39,2.59
0.89,Very Good,G,SI2,62.6,55.0,3808,5.87,5.96,3.91
0.7,Good,D,VS1,63.7,61.0,1966,5.9,5.77,3.51
1.12,Premium,G,SI1,61.2,59.0,5057,6.86,6.6,4.09
0.3,Premium,E,SI1,61.0,62.3,738,4.49,4.29,2.55
0.73,Good,E,SI2,61.4,56.0,4423,6.35,5.86,3.64
0.7,Fair,H,VS1,57.5,61.3,2415,5.72,5.24,3.52
0.78,Ideal,H,SI1,61.1,56.0,2021,5.84,5.87,3.58
0.73,Ideal,H,SI1,62.1,57.0,926,4.52,5.82,3.66
0.57,Ideal,F,VVS2,60.1,56.0,1414,5.33,5.31,3.2
1.52,Very Good,J,SI2,56.8,60.0,4678,7.11,7.07,3.9
1.51,Good,F,VVS1,61.7,57.0,15378,8.02,7.95,4.52
1.33,Good,J,VS1,62.8,57.0,10203,8.38,8.64,4.66
1.49,Premium,H,SI1,62.9,60.0,9519,6.8,6.86,4.32
1.14,Premium,J,VS1,61.9,56.0,4149,6.51,6.41,3.92
0.43,Ideal,F,IF,62.2,55.0,820,4.83,4.81,2.93
0.71,Good,J,VS2,67.3,57.0,1590,5.73,5.79,3.6
0.54,Good,D,SI1,63.3,59.0,1358,4.91,5.31,3.26
0.72,Very Good,J,VVS2,61.5,57.0,1153,5.81,5.88,3.61
0.65,Premium,D,VVS2,60.2,60.9,1265,5.73,5.58,3.38
1.18,Very Good,G,SI2,57.9,62.1,9829,7.1,7.17,4.17
1.14,Premium,G,VS2,59.2,57.0,9999,6.82,6.86,4.21
