carat,cut,color,clarity,depth,table,price,x,y,z
0.91,Good,F,SI2,62.6,57.0,3838,6.08,5.98,3.86
1.18,Very Good,J,VS2,63.4,57.0,7647,7.54,6.24,4.63
1.67,Very Good,H,SI2,59.7,61.0,1487,5.36,5.31,3.61
0.53,Ideal,G,VS2,61.0,57.0,636,4.67,5.11,3.21
1.15,Ideal,D,SI1,61.8,59.0,7223,6.96,7.05,4.07
0.92,Very Good,G,SI2,62.5,58.0,4160,6.04,6.13,3.86
0.56,Ideal,G,VVS2,61.1,57.0,2390,5.32,5.27,3.98
1.12,Ideal,G,VVS1,59.7,58.0,1533,4.81,6.03,3.04
1.22,Ideal,G,IF,59.9,57.0,9335,6.98,6.58,4.32
0.52,Very Good,G,VS2,61.2,58.0,2142,5.28,5.34,3.19
1.14,Very Good,G,SI2,63.0,55.0,6843,7.44,6.97,4.34
0.66,Ideal,G,VVS2,62.2,57.0,1976,5.56,5.67,3.48
0.55,Ideal,D,VS1,61.9,55.0,1457,5.33,5.11,3.21
0.25,Very Good,F,VS1,61.9,55.0,563,4.4,4.38,2.71
0.9,Premium,D,SI1,62.2,57.0,3934,5.96,5.91,3.68
0.9,Very Good,H,SI1,63.5,57.0,4496,6.25,6.08,4.16
1.52,Very Good,I,VVS2,58.4,58.0,10865,6.32,6.85,3.86
2.09,Premium,I,VS2,60.7,59.0,5879,7.51,7.33,4.2
0.5,Very Good,D,SI1,61.6,58.0,2113,5.29,5.24,3.17
0.32,Very Good,G,VVS1,62.0,59.0,813,4.28,4.31,2.75
0.9,Very Good,E,SI1,61.7,55.0,5570,6.24,6.19,4.11
1.01,Good,D,VS1,63.8,57.0,6206,6.87,6.41,4.03
0.24,Premium,F,IF,60.4,61.0,402,4.23,4.14,2.49
0.64,Fair,E,VS2,63.1,57.0,1966,5.69,5.63,2.67
0.99,Fair,I,I1,67.0,64.0,7338,7.36,6.61,4.28
0.4,Premium,G,VVS1,61.1,59.0,670,4.61,4.7,2.93
0.53,Very Good,G,VVS2,64.4,58.0,2841,5.16,5.11,3.23
1.24,Premium,E,SI2,60.4,56.0,2035,6.36,5.26,4.04
0.25,Very Good,H,VS1,60.1,61.0,726,4.25,3.98,2.43
0.9,Premium,E,SI2,60.1,59.0,4191,6.11,6.03,3.89
2.7,Premium,E,SI2,60.9,58.0,18323,8.92,8.16,5.07
0.7,Ideal,G,VS1,62.3,57.0,3256,5.61,5.67,3.18
1.06,Premium,G,SI1,61.3,59.0,9859,6.5,6.77,4.66
1.53,Good,J,VS1,59.4,57.0,10585,7.36,7.18,4.45
0.69,Good,F,VVS2,62.7,62.4,3147,5.59,5.66,3.4
0.33,Ideal,F,VVS2,60.0,57.0,428,4.48,4.53,2.8
0.27,Very Good,H,VS2,62.4,53.6,654,4.47,4.34,2.59
1.06,Fair,I,SI2,67.1,57.0,4117,6.17,6.42,4.0
1.12,Good,E,VVS2,62.5,60.5,2270,6.57,6.28,4.08
0.33,Premium,F,VS1,62.5,58.0,414,4.39,4.38,2.78
0.3,Premium,D,SI1,61.0,57.0,384,4.29,4.33,2.63
0.9,Very Good,G,VS2,63.2,57.0,3081,6.13,5.69,3.86
1.52,Good,I,SI2,64.2,55.0,16310,8.2,7.84,5.22
2.03,Premium,G,SI1,63.3,58.0,17292,8.32,8.13,5.11
0.25,Ideal,E,VS1,62.0,55.0,485,4.29,4.34,2.61
1.11,Good,I,SI2,66.6,55.0,3200,6.53,6.17,4.06
1.31,Fair,I,VS2,67.5,60.0,8494,8.22,7.18,5.13
0.69,Very Good,H,VS2,59.9,58.3,860,4.56,5.75,3.37
1.0,Very Good,E,SI1,60.4,57.0,4709,6.51,5.81,4.02
1.13,Ideal,F,SI2,62.8,57.0,4321,6.66,6.21,4.07
1.28,Very Good,F,VS1,58.8,60.0,7605,6.72,6.84,4.32
0.29,Very Good,G,VVS1,60.8,59.0,1255,4.3,4.35,2.64
1.63,Very Good,J,SI1,60.2,58.0,6732,7.44,7.55,4.29
0.27,Premium,F,VS1,61.5,58.0,462,4.19,4.4,2.63
1.55,Ideal,J,VS1,62.5,57.0,16707,8.35,7.3,4.6
1.01,Good,G,IF,60.1,62.4,7420,6.39,6.36,3.96
1.01,Good,G,VS2,62.6,58.0,7546,6.22,6.43,3.89
0.91,Good,I,SI1,62.4,57.0,4411,6.09,5.47,3.81
0.28,Very Good,E,SI1,62.7,57.0,531,4.39,3.94,2.7
0.28,Premium,F,VS2,61.3,61.0,527,4.35,4.38,2.63
0.28,Very Good,G,VS2,62.1,57.0,857,4.38,4.2,2.75
1.52,Good,E,VS2,63.8,56.0,6886,7.48,7.41,4.04
0.89,Fair,G,VVS2,66.3,57.0,1891,5.96,5.54,3.81
1.51,Ideal,G,VS2,59.4,57.0,14962,7.51,7.46,4.45
0.47,Ideal,D,VS2,61.6,55.0,983,4.76,5.1,3.12
1.51,Very Good,G,SI2,63.4,57.0,9381,7.34,7.31,4.52
0.51,Good,E,VS2,62.2,58.0,2566,5.35,5.28,3.23
0.79,Ideal,I,VS1,62.5,53.8,1556,5.78,6.59,3.65
0.74,Very Good,F,SI2,55.0,59.0,4164,5.85,5.62,3.53
1.25,Very Good,F,VS1,59.8,62.0,9228,7.15,7.03,4.34
0.72,Fair,F,VS2,66.6,58.0,1856,5.94,5.7,3.57
0.25,Very Good,F,VVS1,62.2,60.9,326,4.28,4.35,2.49
0.49,Good,F,VS2,62.2,56.0,927,5.22,5.23,3.15
0.5,Ideal,G,VVS1,61.9,57.0,2429,5.15,5.22,3.14
0.32,Ideal,G,IF,62.1,55.0,971,4.65,4.67,2.78
0.42,Premium,E,VS1,60.9,58.0,886,4.72,4.69,2.89
1.21,Ideal,E,SI1,61.4,61.3,7448,6.88,6.82,4.29
0.34,Premium,F,SI1,60.9,58.0,779,4.35,4.71,2.81
2.01,Good,I,SI2,63.2,58.0,10735,8.18,7.97,5.11
0.51,Ideal,E,VS2,61.9,55.0,1026,5.24,5.14,3.18
1.11,Premium,G,VVS2,62.0,58.0,6436,6.55,6.66,4.0
0.53,Premium,G,IF,61.0,59.0,3001,6.94,5.36,3.52
1.09,Very Good,I,SI1,63.2,57.0,4359,7.48,6.2,4.52
0.39,Ideal,G,VS2,62.3,55.0,1074,4.82,4.83,2.97
0.26,Very Good,G,IF,63.6,55.0,506,4.25,4.27,2.61
1.01,Ideal,E,VS2,61.9,57.0,4543,6.48,5.89,3.84
1.53,Ideal,G,IF,62.7,55.0,14276,7.32,7.58,4.55
0.9,Premium,F,SI2,62.1,59.0,4138,6.06,6.0,3.54
0.39,Very Good,E,SI1,62.0,55.0,626,4.81,4.76,2.96
0.78,Ideal,D,SI1,61.8,57.0,2524,6.16,5.71,3.47
2.06,Good,J,SI2,59.5,60.0,7016,8.5,7.94,5.13
0.72,Fair,I,SI2,60.7,62.1,3115,6.25,5.96,3.63
1.18,Very Good,G,VS2,61.6,60.9,5737,7.51,6.64,4.17
0.89,Fair,I,SI1,63.5,57.0,2060,6.11,5.6,3.72
0.25,Very Good,G,VS2,61.1,57.0,961,4.19,4.27,2.66
0.28,Very Good,H,VVS2,61.1,57.0,346,4.46,4.63,2.66
0.32,Very Good,E,VS2,62.2,57.0,699,4.76,4.78,2.83
0.32,Premium,E,VS2,58.2,61.0,833,4.46,4.37,2.74
0.55,Ideal,F,VS2,62.2,55.0,2680,5.17,5.39,3.27
0.92,Ideal,E,VS1,60.9,57.0,9838,6.79,6.36,3.95
0.37,Premium,G,VS1,61.7,58.0,878,4.4,4.46,2.77
0.27,Very Good,F,IF,61.2,56.0,690,4.71,4.72,2.57
0.53,Very Good,D,VS1,61.6,55.0,2025,5.41,5.15,3.26
0.42,Very Good,F,VVS2,62.3,57.0,867,4.84,4.84,3.0
0.54,Ideal,G,VVS1,61.9,57.0,887,5.3,5.34,3.24
1.53,Very Good,D,SI2,59.6,60.0,10212,7.59,7.59,4.53
0.53,Ideal,G,VS2,62.0,57.0,2396,5.1,5.17,3.16
1.0,Ideal,G,VS2,61.4,55.0,10169,6.42,6.27,4.09
0.37,Very Good,G,VVS2,61.9,55.0,1055,4.73,4.67,2.91
0.33,Ideal,J,VVS1,60.0,55.0,955,4.46,4.41,2.82
0.28,Ideal,E,VS2,61.9,55.0,812,4.25,4.69,2.69
0.42,Very Good,E,SI2,60.2,61.0,677,4.88,4.78,2.98
1.05,Very Good,F,SI1,60.1,57.0,7958,6.63,6.43,4.14
1.08,Ideal,F,VVS2,60.9,57.0,5096,6.44,6.18,4.01
0.53,Ideal,D,SI2,61.8,55.0,2263,5.22,5.14,3.2
0.91,Ideal,E,SI2,61.5,56.0,3920,6.34,6.13,3.95
0.76,Premium,G,VVS1,61.5,58.0,3034,5.69,5.7,3.55
2.06,Very Good,H,I1,60.2,59.0,13664,8.11,7.97,5.2
1.52,Ideal,J,VS2,62.6,57.0,10544,7.33,7.2,4.58
1.53,Ideal,G,SI2,60.7,60.0,9499,8.05,7.08,4.94
1.04,Ideal,G,VS2,59.7,55.0,6863,6.64,6.49,4.05
1.56,Ideal,F,VS1,62.0,55.0,16133,7.47,7.54,4.56
0.91,Good,E,VVS2,62.1,55.0,5160,6.27,6.22,3.91
0.3,Ideal,H,VS1,62.1,57.0,504,4.31,4.34,2.68
1.01,Good,F,VS1,62.9,58.0,4350,6.75,6.33,4.13
0.41,Very Good,J,SI1,59.7,61.0,649,4.8,4.69,2.99
1.16,Ideal,F,VS1,61.6,57.0,5432,7.04,6.93,3.98
0.55,Premium,F,SI1,62.4,58.0,2161,5.08,5.31,3.18
0.4,Very Good,G,VS1,61.4,55.0,724,4.93,4.67,2.93
0.5,Good,E,VVS1,58.3,61.0,1618,5.25,5.2,3.2
1.53,Premium,G,VVS2,60.3,60.0,11740,7.48,7.42,4.46
0.27,Very Good,H,VS2,62.1,55.0,772,3.99,3.93,3.11
1.54,Good,I,SI2,62.9,58.0,8825,7.41,7.26,4.62
1.22,Premium,G,VS2,60.5,60.0,6762,6.8,7.01,4.3
1.27,Very Good,I,SI1,58.7,62.4,6005,6.97,7.03,4.28
0.51,Very Good,G,VVS2,61.8,59.0,953,4.76,5.2,3.15
0.28,Good,E,VS2,59.0,61.0,465,4.4,4.34,2.53
1.02,Very Good,E,SI2,61.2,59.0,6453,6.54,6.17,3.87
0.57,Very Good,G,VVS2,63.5,55.0,1969,4.78,5.31,3.01
1.19,Good,G,VS2,59.8,61.1,7005,6.93,7.31,4.17
0.51,Ideal,H,VS2,61.8,55.0,1493,5.2,5.24,3.09
0.4,Ideal,H,VVS1,62.2,55.0,650,4.35,4.88,2.84
0.32,Ideal,G,IF,62.7,57.0,1900,4.38,4.42,2.64
2.56,Very Good,H,VS2,62.3,60.0,14707,9.02,9.2,4.96
1.21,Premium,G,SI2,61.2,60.0,8008,7.42,7.54,4.63
0.74,Very Good,E,SI1,60.8,57.0,3024,5.86,5.7,3.45
0.4,Ideal,G,IF,61.7,56.0,687,4.83,4.8,3.03
0.3,Ideal,H,IF,62.4,55.0,490,4.26,4.38,2.67
0.28,Ideal,J,VVS1,62.1,59.0,861,4.38,4.3,2.68
0.52,Good,E,SI2,63.6,58.0,973,5.28,5.1,3.28
1.51,Very Good,G,VS2,63.9,57.0,6642,7.37,7.24,4.52
0.71,Very Good,D,SI1,62.1,57.0,4341,5.77,6.22,3.53
1.22,Premium,G,SI2,60.2,58.0,6269,6.9,7.23,3.96
0.4,Good,G,VVS1,63.3,55.0,986,4.82,4.79,2.98
0.88,Very Good,F,SI1,62.0,57.0,3920,6.45,5.67,3.83
0.91,Premium,D,SI2,61.6,57.0,2993,6.04,5.6,3.78
1.0,Very Good,F,VS1,59.4,62.2,8217,6.56,6.62,3.98
1.02,Very Good,E,SI2,59.0,61.0,5515,6.59,6.61,3.9
0.42,Good,D,SI1,62.3,58.0,976,4.79,4.67,3.01
0.92,Ideal,E,SI1,62.6,57.0,2994,5.78,5.74,3.43
0.41,Premium,G,VS1,60.8,60.5,908,4.85,4.85,2.79
1.07,Premium,G,VS1,62.3,59.0,4516,6.54,6.7,4.61
0.89,Ideal,E,SI1,61.9,57.0,4474,6.25,5.84,3.91
1.74,Premium,I,SI1,62.4,60.0,7405,8.43,8.03,5.2
0.4,Premium,G,VS2,57.4,58.0,1888,4.91,4.88,3.01
0.51,Very Good,I,VS2,62.8,55.0,1752,3.8,5.12,3.23
0.71,Ideal,F,VVS1,61.2,59.0,1616,4.23,3.95,2.66
0.91,Very Good,E,VS2,62.2,57.0,4041,6.1,6.05,3.8
0.54,Fair,F,SI1,57.6,59.8,2230,5.35,5.12,3.21
0.4,Ideal,E,VS1,62.6,58.0,1444,4.66,4.73,3.15
0.72,Ideal,D,SI1,62.2,57.0,2657,5.77,5.59,3.59
0.99,Ideal,I,VS2,61.5,57.0,4832,6.07,6.53,3.98
0.7,Ideal,E,VS2,61.5,57.0,3111,5.78,5.64,3.5
0.67,Good,I,VS1,63.5,55.0,2803,6.15,6.08,3.51
0.54,Ideal,E,SI1,60.2,55.0,3723,6.17,6.39,3.97
0.91,Very Good,I,VVS2,62.4,57.0,7914,6.18,6.12,3.87
0.53,Ideal,D,VS2,61.8,56.0,1596,5.27,5.06,3.28
0.7,Ideal,I,SI1,62.0,57.0,2632,5.72,5.8,3.57
0.9,Very Good,E,SI2,63.4,59.0,3904,6.21,5.82,3.82
1.06,Premium,D,SI2,58.8,58.0,4223,6.51,6.67,4.0
0.74,Very Good,I,SI2,62.1,58.0,902,6.3,4.72,3.61
1.47,Premium,G,VS2,63.1,59.0,9876,7.32,7.06,4.6
0.39,Ideal,G,VVS2,60.8,57.0,661,5.36,4.8,2.91
1.15,Good,G,I1,64.1,57.0,2081,7.45,5.96,4.06
0.57,Very Good,H,VS2,61.5,58.0,1610,5.24,5.46,3.23
0.54,Very Good,G,VS1,62.2,58.0,1732,5.18,5.18,3.23
1.07,Very Good,I,SI2,59.6,59.0,5718,6.95,6.9,4.27
0.91,Good,E,SI2,64.6,55.0,5230,6.08,5.97,3.8
2.13,Fair,J,VS1,60.2,60.7,11065,7.72,8.46,4.89
0.9,Ideal,G,VVS1,62.4,56.0,2491,6.21,6.11,3.85
1.35,Very Good,G,SI2,57.4,58.0,4106,7.22,7.04,4.16
0.23,Very Good,E,SI2,61.9,53.7,391,3.68,3.89,2.54
0.21,Very Good,D,SI1,61.6,57.0,326,3.41,3.84,2.36
0.54,Fair,E,VS2,63.9,61.0,2039,5.26,5.26,3.3
0.29,Ideal,J,VVS1,60.8,58.1,473,5.09,4.09,2.56
0.88,Ideal,I,VS1,61.7,54.0,1715,6.04,5.68,3.82
0.7,Fair,G,VS1,66.1,57.0,1439,6.18,5.65,3.92
0.3,Ideal,H,VS2,61.0,55.0,918,5.11,4.73,2.89
0.91,Very Good,G,SI2,61.8,58.0,4091,6.1,6.35,3.8
0.72,Ideal,G,SI1,61.9,57.0,2072,5.86,5.15,3.63
