fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
35.869,9.0988,2.8192,0.3431,0.1625,-24.4835,27.6461,8.93,10.4471,240.0597,h
66.314,20.2516,2.9465,0.3884,0.0854,29.7068,28.9277,-5.5256,2.2554,182.9016,g
36.2818,15.3954,2.7364,0.3349,0.1264,-38.8272,-16.2717,8.6325,70.1501,226.3024,g
128.6053,41.1863,4.5533,0.1332,0.0763,7.5727,153.3899,40.8953,2.8516,334.9383,g
111.0881,22.2347,3.4368,0.3232,0.0842,116.8259,-6.288,54.2503,77.3162,172.0465,h
37.8522,10.1268,2.8283,0.491,0.2301,37.0897,-23.7216,-1.1917,23.2223,192.3137,g
262.946,69.7146,3.6624,0.169,0.0676,-154.499,-91.1851,10.5857,33.4141,220.3576,h
40.5098,7.6718,2.7637,0.2921,0.1733,4.586,41.1306,11.3733,65.8922,150.3201,h
120.8455,70.1934,4.1453,0.2824,0.1035,27.7608,163.527,-21.1753,11.0072,72.5144,h
57.0241,9.2614,2.5494,0.571,0.2061,31.5794,15.2966,12.6981,69.1959,160.8636,h
28.6136,17.7621,2.7799,0.398,0.1637,-28.0761,32.6847,10.3131,9.6564,157.1941,h
107.5109,54.9419,3.4053,0.4205,0.1974,-12.5475,-48.0679,-14.1438,29.8571,236.2243,h
53.0061,21.2478,2.9541,0.3847,0.1188,-2.3064,36.5172,19.2976,9.7858,277.611,g
42.4363,14.3824,2.9641,0.3915,0.201,5.5795,-28.479,17.4846,89.515,223.6902,h
80.2046,26.1467,3.3378,0.2379,0.1119,-69.1398,121.5454,-11.1638,41.3554,155.2863,h
29.6562,14.9608,3.096,0.3458,0.1959,43.7171,26.4708,-6.8692,51.3614,321.4292,g
139.1112,22.0102,3.7436,0.1264,0.0878,-36.6529,109.7712,24.907,5.281,195.378,g
36.4462,19.3449,2.7757,0.2043,0.1502,-57.0513,-14.6289,9.9995,4.081,160.8946,g
25.8536,12.1592,2.3609,0.7633,0.3579,21.8627,-19.0591,-4.9223,65.268,179.2232,h
24.6302,12.6646,2.5901,0.3015,0.2763,19.9586,-18.5809,20.1863,50.328,83.8624,h
32.3462,20.0383,2.602,0.28,0.2134,12.6779,-11.8618,14.4296,9.4168,307.6088,g
36.7216,28.2649,2.984,0.2297,0.1054,-82.369,-25.0334,15.2397,8.0438,268.2063,g
37.1222,2.9086,2.6988,0.3722,0.2161,-27.638,-23.6659,-3.3076,5.6626,246.6886,g
55.5818,18.1863,3.0856,0.3897,0.3134,11.0024,3.2341,18.7997,6.7219,137.1933,g
38.4852,9.3986,2.56,0.6054,0.154,-71.6004,18.5998,11.5351,14.9871,235.9537,g
31.7365,11.1753,3.3059,0.3724,0.2484,-57.2867,-69.6369,4.6793,22.098,226.254,h
168.311,12.2153,3.225,0.2848,0.0795,-56.6739,-59.3526,13.8228,62.9526,219.0329,h
24.0143,5.2763,2.2446,0.7576,0.3986,19.0547,-18.0129,-26.0613,19.8751,145.7103,h
33.7377,5.8452,2.421,0.4297,0.2352,-22.7065,-19.0956,13.0645,46.139,166.6259,g
25.5646,11.7787,2.4689,0.6083,0.2589,21.0012,15.394,6.4231,29.991,178.4964,g
19.0881,0.0902,2.4046,0.6273,0.5588,18.914,-28.6028,-12.4357,32.6626,139.5347,h
105.8388,24.0488,3.5698,0.1647,0.0946,6.3564,-2.0296,30.803,29.7115,171.5274,h
119.0608,15.9436,3.153,0.1747,0.1002,14.4245,75.5431,-7.0265,9.0095,281.3594,g
22.9771,11.8579,2.6329,0.6247,0.3014,-4.166,-27.7942,-5.5686,10.5425,137.3717,g
21.8396,9.9518,2.6155,0.5722,0.3865,-31.3104,37.3132,-8.2107,84.6124,246.6525,h
31.3631,10.8889,2.2689,0.7182,0.2504,17.274,-23.2433,16.8159,18.4403,187.2309,h
47.3707,22.1317,2.8927,0.348,0.255,-9.334,-19.9689,23.736,10.9609,285.4914,g
39.2591,11.1232,3.009,0.4702,0.1856,-7.3534,1.2993,13.4125,17.7552,183.6896,g
41.2084,7.1997,2.4253,0.5437,0.3883,5.4307,-29.5774,-10.2892,8.6025,168.2323,g
27.1222,5.7498,2.1866,0.774,0.2176,-11.7337,-25.9812,-7.9694,87.619,202.8844,g
199.4982,10.4385,2.8713,0.2277,0.2027,-17.8241,35.498,-25.0523,72.2302,180.7028,h
53.5311,22.0158,2.7605,0.2014,0.1499,6.4069,49.2557,19.5904,10.1311,346.1336,g
47.4156,18.0733,2.7725,0.3638,0.1339,41.9469,-17.4063,-10.8374,17.7807,304.0707,g
202.0089,91.6536,4.0273,0.1177,0.0799,-87.1515,-47.1372,74.0094,10.618,248.8091,h
86.3662,33.6263,4.1858,0.1276,0.0681,35.9585,133.9096,20.5228,10.3068,219.2997,g
59.9348,18.67,2.4913,0.2659,0.0998,6.2227,62.8781,-3.9159,15.0376,51.4772,g
30.8644,18.6957,2.9228,0.3143,0.0932,27.8651,-9.7155,-4.6506,3.678,220.7069,g
100.7693,26.2846,2.9962,0.2685,0.1149,-4.548,-14.113,35.3332,12.3291,234.0916,g
95.6959,22.1324,2.7589,0.2773,0.0937,-30.039,-11.2736,34.324,64.9582,242.1879,h
24.8758,8.4189,2.5752,0.6678,0.2992,23.2131,-38.3666,4.8539,52.1648,229.0872,h
67.0996,10.9622,2.5624,0.4255,0.2624,-21.492,-21.7715,-9.5085,19.9933,120.9379,g
54.2102,20.503,2.9212,0.3691,0.2306,54.7448,38.4239,15.9454,76.3353,193.4167,h
31.6328,11.6738,2.4379,0.4914,0.1758,28.6332,33.7199,12.4841,10.7397,150.1553,g
30.971,2.5734,2.5323,0.7465,0.3006,-9.8866,11.1111,-11.174,41.3587,216.9681,g
26.3669,21.0766,2.643,0.5038,0.3196,-35.5905,-29.7559,-2.7616,41.4513,126.0221,g
20.698,7.1975,2.4061,0.3773,0.2896,-85.2843,10.6331,10.3456,29.0983,147.6999,h
45.3187,9.8878,2.4412,0.5724,0.2406,9.2257,17.6524,4.914,7.8007,126.9396,g
85.4333,48.7835,3.6789,0.2915,0.1432,32.2448,-76.6265,19.8579,9.2723,137.3593,g
67.9296,15.0899,4.0244,0.2176,0.1433,-11.8727,73.9579,26.3685,70.8045,153.2241,g
74.5433,19.9932,3.2364,0.2349,0.1132,2.3537,50.0831,21.3639,2.8702,233.579,g
111.0628,94.1649,3.0479,0.1866,0.0793,20.9406,-28.7155,6.5757,80.7282,219.0146,h
53.1572,26.0286,2.9291,0.4184,0.0636,1.2913,33.1162,-4.7894,39.1678,222.3555,h
47.3653,17.373,2.8628,0.2417,0.2348,-58.6726,-17.0682,10.6827,7.8864,228.421,g
72.0758,20.721,3.5346,0.311,0.0927,-0.2108,-46.0464,-6.0744,80.3641,300.3194,h
40.4437,9.3841,2.4262,0.7741,0.2789,7.3741,21.6418,-5.5818,15.6792,127.0176,h
27.855,0.0,2.6901,0.8218,0.2383,-51.8189,-60.914,-5.3924,90.0,150.5128,h
53.792,12.2547,2.6744,0.3779,0.2763,-13.0029,9.6124,-5.7535,30.4511,129.1858,g
89.9786,22.7249,3.5159,0.1916,0.2058,-3.4861,61.1483,-14.329,10.2627,239.4854,g
25.7523,7.145,2.2821,0.6504,0.4943,20.7947,9.7259,7.1662,26.0516,213.8163,h
26.4068,11.4093,2.4863,0.4808,0.2574,26.6922,13.0668,-8.6275,39.9289,186.8118,h
74.565,26.7114,3.2593,0.2761,0.0633,-21.7855,40.4891,16.6686,3.5238,273.1907,g
50.2238,9.4772,2.378,0.587,0.1939,11.1433,-22.3154,-15.3528,36.2587,242.151,h
36.4754,18.4197,2.9531,0.5336,0.24,12.412,-20.395,9.0893,41.3119,165.3433,h
147.9062,62.8859,4.3802,0.1653,0.1054,-83.9829,102.6393,-34.419,61.1474,218.2665,h
27.763,9.4525,2.519,0.7121,0.2848,-26.7836,-16.1559,-18.1299,21.046,164.2578,h
20.7677,13.8728,2.6545,0.4611,0.2689,-12.3808,-19.1067,-5.4579,10.5905,139.9077,g
95.1574,15.8243,2.9149,0.1493,0.1513,-21.9836,31.0384,-5.5927,7.8688,167.1643,g
23.3665,3.7617,2.4002,0.5981,0.2401,41.4724,-16.8311,-9.7121,19.2567,182.5922,h
102.0974,22.3501,3.227,0.1514,0.1171,58.1104,158.4527,22.5167,21.2744,298.4384,g
18.2203,10.2416,2.9048,0.4162,0.1957,34.3313,21.5333,-3.1896,35.165,150.7524,h
180.4381,67.5653,4.3815,0.3877,0.0815,-10.6535,79.9729,-17.2789,9.0596,218.3239,h
268.2984,22.8405,3.5407,0.1668,0.0963,-104.8553,61.3725,16.8203,37.9305,237.1303,h
62.8569,66.6029,3.2785,0.2075,0.1283,42.4073,73.9638,0.8822,10.6127,325.6283,g
38.3825,10.2852,2.9427,0.633,0.2317,18.6768,36.7695,12.1627,75.9128,246.0973,h
40.5445,9.849,2.182,0.7836,0.4549,35.1568,12.7528,-10.4365,74.0252,150.8572,h
34.8609,11.2131,2.6658,0.4886,0.2482,-66.13,11.6804,-3.894,27.6139,167.1524,h
92.1525,59.4628,4.2175,0.2204,0.0604,-180.0712,85.9939,20.214,40.4939,241.7536,h
43.8711,10.7223,2.5449,0.7498,0.428,-12.2227,-11.2053,-11.6917,2.1093,181.9093,g
66.0509,21.9296,3.1191,0.2128,0.1805,63.9854,43.8855,-3.4952,19.2622,353.587,g
151.7238,71.7643,3.0204,0.1785,0.1031,-18.0148,65.4266,18.9718,76.5683,228.0403,h
35.609,21.4235,2.9762,0.2928,0.113,31.2447,63.1778,12.4204,1.7292,291.6173,g
35.3004,9.724,2.9288,0.3751,0.2289,-0.7764,13.6032,23.8523,3.9049,216.5071,g
16.2841,6.0166,2.2377,0.6375,0.3386,7.1241,22.7389,6.6888,37.6818,158.4216,h
30.3585,18.7283,2.3978,0.4593,0.3917,0.2304,24.1574,-3.3307,16.4966,184.2689,g
22.8109,0.0,2.1515,0.7385,0.6669,-3.1338,4.513,-17.3339,12.5894,155.8158,h
119.3158,8.0466,3.5319,0.167,0.1119,-3.2621,72.1695,15.0211,3.9754,202.002,g
100.8872,23.9361,3.6181,0.1308,0.0876,-6.8683,82.3394,22.7314,10.9448,143.7369,g
55.7077,19.1343,2.7547,0.5444,0.2309,-20.3249,13.0604,18.9257,28.6279,183.1836,g
92.9843,58.2376,2.4478,0.2715,0.1127,52.529,98.6118,-27.2348,64.5755,158.0999,h
196.102,26.3652,3.2274,0.2486,0.0823,-80.7327,-70.0488,17.8678,49.4357,71.3109,h
130.7923,44.9382,3.8966,0.2123,0.1483,-15.0111,66.8136,-16.0096,8.9584,179.2838,g
17.2721,7.3022,2.2087,0.6217,0.3328,43.2909,5.4702,6.5047,46.4772,65.955,h
12.4172,0.0,2.0892,0.819,0.3858,6.7537,-31.8138,-8.6409,30.8418,133.8555,g
26.1816,11.5744,2.3387,0.3641,0.2631,24.8222,-11.7807,14.0009,81.0512,108.4732,g
82.6622,28.2094,3.4179,0.1988,0.0863,-63.7294,-39.1469,-17.7814,15.5435,168.7739,h
178.9295,111.6487,3.3278,0.22,0.0734,-13.0898,-45.7427,50.0392,46.0407,238.732,h
48.1925,12.1393,2.6383,0.3864,0.2829,-150.0285,-21.2671,-6.5997,26.1533,195.8405,g
53.8627,11.3571,2.9814,0.395,0.2279,-67.5427,39.6477,16.7277,30.9597,261.681,h
247.1446,115.575,3.9299,0.1289,0.0955,19.7079,90.2346,-23.959,43.9339,233.7966,h
23.0468,12.4519,3.0289,0.6417,0.2682,26.0857,-16.4819,-3.6247,41.6188,147.9715,g
40.648,33.8637,2.8257,0.4357,0.229,-56.1834,-13.1219,9.2721,69.4748,222.4969,g
36.7412,8.6382,2.9008,0.5577,0.278,25.3791,17.7528,4.375,8.9663,203.5862,h
125.0479,38.9588,3.3249,0.1922,0.0608,-5.7961,-115.4544,-11.4487,9.3449,238.399,h
232.0577,82.4822,3.3306,0.2351,0.0813,-87.8273,188.6387,-2.6221,77.9216,260.6355,h
33.0941,7.6026,2.4078,0.4826,0.2525,2.3453,-31.0821,8.0667,85.4553,271.3977,h
195.7559,83.2057,3.4466,0.0328,0.0291,-221.1874,-103.679,56.5978,60.5085,238.2861,h
33.132,12.9797,2.8947,0.3356,0.225,7.0992,10.1523,-6.0493,4.7928,237.3734,g
20.8253,1.0989,2.4238,0.4313,0.3985,19.6867,12.6277,18.244,51.8734,143.0816,h
38.5552,6.5444,2.4419,0.5251,0.2771,-6.3247,-21.0838,-6.4468,77.139,120.3695,g
185.0606,11.004,2.9615,0.3835,0.1914,76.1462,86.5668,43.8852,43.257,208.4218,h
105.6803,58.4535,4.4622,0.2228,0.1418,-94.0985,-91.678,-19.1543,79.6946,55.0348,h
178.5434,96.059,3.7158,0.0783,0.0707,-120.6963,154.3717,45.6685,12.3463,203.9199,h
44.0999,17.842,2.7783,0.5432,0.173,-44.3641,8.0761,15.731,10.2134,105.3716,g
32.6308,2.8012,2.2974,0.7859,0.4192,9.1368,-34.1021,13.224,82.5042,178.8906,g
231.7057,26.4783,4.427,0.1735,0.0807,-130.2216,-51.444,57.9152,67.6381,172.2568,h
36.7919,8.2012,2.5278,0.738,0.3328,-18.8331,-32.8095,13.6183,48.3388,144.8963,g
64.5965,28.116,3.2924,0.2039,0.1186,-149.7183,108.7187,-55.1413,76.5573,235.2973,h
39.1349,8.4782,2.8287,0.5551,0.3296,18.2455,6.981,-15.5785,26.3936,180.9645,h
95.6435,77.7367,3.6862,0.0874,0.1166,-5.0059,83.1623,36.5186,10.2983,196.1579,h
41.719,8.8374,3.0787,0.3563,0.1711,27.3718,8.7507,16.7888,3.5325,100.572,g
62.4335,10.7529,2.8502,0.2274,0.2414,27.0878,-6.1866,-17.5458,24.7676,247.5348,h
116.1071,29.1654,3.0569,0.1901,0.1894,-16.3795,-24.5898,-4.6401,36.8115,310.2907,g
78.4197,11.6961,2.7463,0.4039,0.217,-2.3577,21.3663,-11.7627,43.0636,169.6257,h
40.9562,6.7697,2.4232,0.506,0.3165,-22.3499,27.7574,4.6394,54.5133,158.5202,h
60.2715,20.1041,3.0578,0.2646,0.0741,-10.638,66.5605,-7.4084,0.8717,240.6154,g
24.9591,14.5544,2.6271,0.5874,0.2865,-3.9689,-13.0736,8.2275,20.0392,154.1256,h
92.8416,62.8681,2.5656,0.1809,0.0864,-46.338,30.0093,-2.3344,8.5745,194.9416,g
264.7154,73.1048,3.8661,0.0995,0.0876,-121.1516,123.612,23.7347,26.2138,203.775,g
41.7316,4.1391,2.8166,0.4547,0.3586,37.6699,13.4989,13.9982,30.0995,169.7465,h
24.275,0.0,2.3204,0.8298,0.4329,15.0144,-19.8619,-19.0558,29.489,159.3956,h
42.5448,11.6967,2.6687,0.2746,0.1183,31.3372,-30.6873,23.2376,9.7643,334.9291,g
66.1348,26.5857,2.7892,0.148,0.1733,-58.3299,31.2878,-1.7784,3.4136,267.3628,g
222.6726,36.2778,3.1,0.403,0.1528,-19.4913,-73.0166,23.4638,12.315,299.481,h
226.9513,93.0786,4.3112,0.1215,0.048,-237.4034,-29.6958,37.8291,73.0216,254.5163,h
99.0088,28.3114,3.8692,0.2363,0.0782,30.1762,101.8398,-13.2572,5.2925,161.3701,g
39.0465,13.8777,2.5467,0.3635,0.1148,-32.1449,-21.5325,-4.2119,10.7737,168.2289,g
27.9504,7.8116,2.5188,0.4819,0.2818,-0.113,12.6018,11.5913,36.7603,166.3211,h
