fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
24.9599,19.5472,2.6473,0.447,0.2938,-17.5339,15.8443,-9.8593,86.7547,177.5036,h
11.2913,11.494,2.5048,0.8017,0.536,-17.4728,-25.859,-20.8057,13.5526,140.892,g
41.8271,19.6649,2.448,0.4694,0.227,-18.9462,69.7515,8.4212,4.0992,200.9192,g
13.8246,18.2894,2.5019,0.5553,0.4156,-23.4643,32.6255,-15.6093,12.1841,175.1501,g
27.0047,17.3842,2.608,0.4856,0.2888,-7.2594,2.0237,7.2151,68.6743,185.6144,h
105.0988,30.5828,2.9069,0.2584,0.1975,64.6588,69.431,12.0357,29.0686,257.627,g
109.9172,9.2168,2.7462,0.2619,0.2079,-30.5206,27.1791,-23.464,10.1042,281.6829,h
44.8327,13.6937,2.4688,0.5555,0.2381,-16.4612,-26.0224,-13.0636,21.4299,231.2008,h
29.0457,5.2536,2.5088,0.7801,0.5365,-37.0565,15.4914,-9.2842,68.9644,173.6894,h
44.238,19.5224,2.6701,0.5705,0.282,14.1354,13.0902,-12.2167,64.1938,145.6914,h
17.5196,9.3908,2.5005,0.4079,0.2542,-0.2561,21.9065,-12.0387,87.38,117.1272,h
45.7145,11.4068,2.6761,0.3963,0.2751,6.3189,35.1114,-6.7759,11.3425,237.2051,h
57.4714,30.6731,3.2337,0.1064,0.1314,10.1544,49.1062,-18.2873,65.2596,249.775,g
92.2001,34.0933,3.3411,0.3444,0.2171,16.4489,59.5456,10.5685,5.7485,41.3176,h
24.3659,15.1816,2.4529,0.3361,0.1918,19.3267,49.2459,-11.7178,54.3383,219.8363,h
15.7268,13.2293,2.5575,0.4371,0.2377,-21.1037,30.7623,-13.5846,3.5862,289.1052,g
55.9951,20.6467,2.6355,0.4462,0.2008,-24.4855,81.2244,7.5141,10.1036,116.3413,g
15.7644,18.6907,2.8755,0.4805,0.4631,-6.4639,-39.322,14.3521,3.3727,231.9986,g
5.9643,0.0,2.1757,0.7572,0.5959,-11.8905,30.5556,-15.0959,83.0108,128.9034,h
93.8583,27.2454,2.9934,0.3471,0.1242,82.4317,66.4791,-49.0916,6.5186,237.1085,h
18.2842,10.6183,2.5026,0.4199,0.2282,23.4054,8.6866,9.3853,69.2193,128.7442,g
8.3239,6.0686,2.1869,0.7438,0.3011,-22.2938,28.1856,8.9233,78.6396,103.2345,g
33.9559,13.241,2.5196,0.3262,0.2876,-5.1286,16.4993,3.8799,61.4541,120.5406,g
36.1795,18.0563,2.6474,0.4823,0.2168,1.4743,15.9539,-11.2447,17.1574,194.6576,g
16.4925,10.5422,2.4966,0.5143,0.3253,2.4653,-56.4173,-10.5144,78.4219,125.677,g
40.5796,19.004,2.6163,0.5255,0.2856,-29.7706,-17.9076,-10.8474,68.595,91.3773,h
18.5785,12.31,2.3314,0.5978,0.3712,-4.2398,44.2191,-18.0863,6.6482,189.1802,h
8.5889,15.9488,2.2216,0.821,0.4761,-28.6948,7.6672,-6.9445,51.5018,98.6168,h
166.1084,138.1421,4.175,0.0728,0.0226,-36.4199,-47.9496,-32.9489,41.9764,153.531,g
63.0683,31.1293,2.8137,0.4121,0.2374,-17.0777,-49.9459,-9.1004,16.5741,301.5252,g
35.7075,19.3665,2.9805,0.3039,0.1789,14.3458,43.4306,7.5039,7.1847,154.9172,h
19.7719,17.2088,2.4925,0.6266,0.2464,-28.3418,-30.6177,-10.2018,11.0785,188.2937,h
65.1866,25.5851,2.835,0.1979,0.1132,-103.372,56.7931,-16.5372,3.495,168.1395,g
67.522,19.2166,2.5389,0.2534,0.224,-30.4771,-32.7613,3.9799,18.4279,166.8652,g
46.7247,22.5893,2.5202,0.3254,0.3063,-102.0392,75.9329,-20.3755,2.6399,77.548,h
120.447,61.6905,2.8321,0.1993,0.1871,-46.3786,55.0109,-22.739,48.6718,246.3218,h
98.0754,33.2186,3.0756,0.2042,0.0999,8.5443,28.5574,9.1082,62.9217,146.7426,g
10.2176,16.0121,2.3625,0.599,0.4906,4.6979,8.5965,-28.9518,10.1603,185.038,g
57.5522,14.0743,2.8894,0.2911,0.1668,14.0195,15.1549,-9.1121,9.1868,239.422,g
62.1663,26.7849,2.7368,0.3399,0.1949,14.3394,53.9703,-12.0756,7.3431,120.2206,g
152.3142,28.667,3.6974,0.1395,0.0573,-177.2522,-105.8741,-133.8811,5.5492,175.3481,h
44.4197,24.9312,3.2697,0.3962,0.2907,-18.1458,22.7639,-21.4065,2.5942,265.2049,g
83.9923,30.1421,3.4329,0.4108,0.1243,-13.2403,27.376,-13.8393,7.1905,127.8678,g
12.9964,9.8894,2.176,0.5551,0.4226,22.3844,-47.9889,-13.2747,69.9672,166.2093,h
167.1657,127.0443,4.2327,0.092,0.0378,-74.8939,-104.6603,-135.8584,0.1244,223.3608,g
28.4952,15.3189,2.4709,0.4681,0.2311,10.8425,17.2597,-6.6751,4.061,129.5763,g
13.7052,13.2914,2.2704,0.624,0.4892,-10.7878,-42.0872,1.243,20.0391,141.6048,g
55.7725,34.7366,2.9932,0.3073,0.1159,43.9208,88.381,19.339,3.4432,350.2029,g
13.8507,9.452,2.5888,0.5588,0.2655,-8.0482,26.9529,-12.925,11.7917,174.8091,h
139.8263,93.5298,3.5257,0.1845,0.0951,-110.0749,-128.2384,-146.9534,7.7116,159.137,h
117.6042,38.643,3.764,0.1683,0.0467,-252.9173,54.9338,-30.2752,0.0,231.189,g
107.9357,26.8216,2.6937,0.3825,0.1967,-97.8844,-65.9546,6.9617,13.0071,214.8555,h
114.0825,51.2822,3.4881,0.2047,0.0431,-17.1305,75.9711,-16.1157,63.2358,323.0983,g
15.5609,12.8615,2.558,0.4299,0.2973,8.9626,11.7671,-12.9319,47.1179,192.2477,g
23.3453,17.9678,2.8926,0.3194,0.1227,-95.8796,14.3684,-8.7348,8.735,197.0235,g
35.0461,19.7637,2.5411,0.5113,0.1769,-12.2643,31.8379,11.5039,82.3327,210.0279,h
20.4495,16.5819,2.8353,0.3233,0.2241,7.4695,13.3081,-6.724,12.2962,92.4419,g
67.3192,29.9191,2.9154,0.2998,0.133,37.689,38.3766,-9.039,1.4962,241.8891,g
72.7257,13.5067,2.4948,0.5036,0.1791,-4.3243,30.6499,-10.1425,10.3554,245.5085,g
121.4484,80.6688,3.5444,0.0701,0.0569,5.0177,76.9094,-61.1029,1.373,171.7408,g
15.7927,15.9311,2.4225,0.5636,0.6629,2.0549,-46.4544,4.5833,12.253,100.6963,h
11.1371,13.0319,2.2681,0.5545,0.4636,-17.7431,7.4341,-13.6036,54.6264,149.2432,h
20.5064,15.0831,2.2687,0.4383,0.222,33.8677,-1.6615,-13.6338,8.3605,95.2667,g
22.4071,10.9388,2.5727,0.443,0.2575,0.5905,20.5081,-12.6565,32.8796,54.4142,h
55.0752,9.8807,2.7979,0.3435,0.3032,-2.4518,-32.4407,-23.7893,82.9198,162.5601,h
96.0809,27.8112,3.1649,0.3112,0.1225,-14.8374,52.6276,-90.3735,9.7806,159.0724,h
63.5937,29.1762,3.5629,0.1591,0.0813,41.2983,67.4173,14.1521,15.4242,236.9073,g
39.5902,26.8123,2.8686,0.3766,0.1471,29.9549,-10.8267,-5.5038,0.9047,256.3283,g
99.0844,99.6291,3.7646,0.231,0.0538,-199.5748,-98.8266,-16.3434,44.9194,242.6517,h
49.3453,18.8014,2.7255,0.444,0.1286,34.5053,20.888,-12.5817,85.51,242.2289,h
74.7758,13.4504,2.4464,0.4089,0.2736,32.6755,23.093,6.5873,7.9301,229.8179,g
185.8378,18.7243,2.9233,0.1987,0.1767,-104.2497,38.8619,11.5811,90.0,150.0532,h
7.1874,5.2552,2.131,0.8441,0.4426,-19.9592,17.3524,-12.6529,86.1868,191.5127,h
60.2884,16.6845,2.4583,0.3698,0.207,-17.1987,38.2352,0.9587,20.3489,228.5766,h
139.5577,32.1432,3.233,0.4342,0.2133,-31.2242,-33.7901,-14.3271,26.8538,246.7812,h
111.717,40.2895,2.8503,0.2831,0.1682,-2.6496,14.0069,-1.4451,1.1873,254.141,g
49.7217,10.3716,2.2568,0.6069,0.1742,-18.4094,15.4003,6.0936,10.1703,185.1328,g
153.1544,28.276,3.5496,0.1891,0.0506,58.3448,-128.9157,-0.2609,87.8347,205.7347,h
18.5194,21.3129,2.4157,0.4633,0.3529,-9.0117,8.6308,-5.7515,18.4755,168.678,g
54.1863,17.904,2.7087,0.4436,0.1576,28.3116,23.0388,-8.9157,56.5001,222.4856,h
86.184,12.5483,2.4968,0.5325,0.1705,-64.2247,11.0261,-27.4329,19.7916,161.5789,h
199.5958,105.5401,3.4563,0.0887,0.0815,-253.2382,62.4275,2.946,45.8019,227.4911,h
181.8497,31.9653,4.0093,0.1716,0.0208,53.9863,-75.9288,-1.7354,0.0,156.541,g
89.7548,19.8634,2.8888,0.1996,0.0829,19.6271,-95.7636,-68.9249,9.2134,232.5649,h
19.0044,23.0118,2.6102,0.4322,0.1916,44.3377,-90.4004,-10.3689,51.7206,215.9143,h
18.6554,10.9121,2.4471,0.7922,0.2853,-0.4194,44.7998,-2.1696,82.3044,194.338,h
15.9363,1.9845,2.4458,0.5148,0.3212,-9.3603,8.1174,5.3415,90.0,180.1733,h
68.395,22.9656,2.5301,0.2612,0.2263,9.0533,14.2851,-7.5686,11.7761,181.4179,g
11.0778,12.1756,2.6854,0.6384,0.3975,-13.0415,9.4735,3.556,11.928,223.9157,g
17.8853,10.9416,2.8315,0.6029,0.256,-14.7266,29.9298,-10.8105,8.6262,172.2404,h
25.1077,14.1104,2.5433,0.4076,0.1905,77.6534,9.112,-9.5698,13.754,241.4363,g
20.0021,11.8313,2.4396,0.4037,0.2891,-13.4743,13.2398,-0.0788,38.4914,193.5008,g
185.9149,67.2777,4.3273,0.1447,0.0395,-210.0357,-84.5704,-164.7256,42.5198,197.5886,h
54.9488,18.7727,2.5634,0.4085,0.2279,17.3496,20.2216,11.5214,15.4738,337.3278,g
136.8418,100.6835,3.5096,0.1599,0.0388,-107.8216,-29.8425,-101.0509,76.6544,262.1403,h
73.9226,31.9348,3.2522,0.3468,0.1201,34.6027,71.5748,-14.4442,2.9107,221.5502,g
16.3029,20.833,2.2712,0.4915,0.3167,-24.328,2.1452,8.0919,7.5623,207.8353,g
49.9212,19.6912,2.423,0.4294,0.1963,44.1289,44.2085,-6.9594,3.4152,268.271,g
18.2638,13.5388,2.5222,0.6491,0.2923,17.3527,39.4104,-16.57,7.594,179.0046,h
67.8185,14.1759,2.5285,0.3819,0.2294,37.5231,34.5742,-26.6236,51.2774,214.9928,h
68.5936,27.4342,3.041,0.2084,0.1556,5.2434,41.2841,-10.2937,30.286,223.3313,g
101.4595,71.0969,3.7079,0.226,0.1401,-14.9137,17.8028,24.5373,3.0438,222.3889,h
17.3139,19.3818,2.3633,0.7464,0.2422,24.5918,20.7341,-20.5706,27.4799,173.4521,g
38.8408,8.3148,2.6513,0.3934,0.1816,-26.3006,16.415,8.0154,3.512,268.4134,g
43.4401,18.5494,2.6726,0.5004,0.143,8.8614,25.136,-14.5065,71.6562,125.373,h
15.802,13.8606,2.6603,0.5792,0.3098,-23.3904,29.0527,-14.2657,33.1629,137.608,h
10.1541,14.9037,2.2974,0.4015,0.304,-40.6262,-48.6221,-12.2339,8.5799,178.3568,g
52.6012,9.1761,2.5548,0.4271,0.3476,13.0723,45.13,1.8315,11.5685,125.5504,h
16.5888,16.9519,2.7853,0.4068,0.2095,0.1428,-53.6276,12.8447,9.2775,223.9826,h
150.563,105.7092,3.9318,0.0928,0.0358,78.5212,106.4931,-92.5806,0.0,242.3376,g
61.4106,31.1256,2.7998,0.3319,0.1462,-20.8097,51.3031,27.5927,4.1417,308.1682,g
116.7044,21.8227,2.8773,0.3531,0.1431,-115.6912,-50.0071,14.1676,29.6169,75.8702,h
12.7787,9.2777,2.3473,0.7773,0.563,-7.2625,29.5304,-15.4247,78.5277,74.4413,h
85.0226,9.3293,2.7973,0.3954,0.2069,-80.6817,-14.4302,-13.157,69.81,182.1391,h
12.9745,15.334,2.4973,0.6274,0.3063,0.0745,-26.4601,-12.0366,82.868,140.4572,h
146.0903,29.8511,3.3533,0.2605,0.0996,-79.3621,-110.2669,-77.0992,5.8792,156.8036,h
13.1532,12.5297,2.4839,0.7596,0.4616,-6.8499,22.1881,5.9987,9.8944,127.255,g
128.9704,71.3821,3.7689,0.1059,0.02,-139.4222,-123.3424,-141.9982,46.6327,305.533,h
51.8806,31.3168,3.3311,0.2778,0.1704,24.5126,65.3194,-16.6267,1.8202,226.9057,g
147.4105,24.4408,2.7994,0.3758,0.1578,14.3312,-23.3451,7.9952,11.4425,151.4217,h
23.5342,12.4495,2.5815,0.7432,0.4526,-25.477,18.3005,-12.4882,37.7009,152.0886,h
22.8306,14.0273,2.7962,0.4551,0.1938,-9.8213,4.1051,-9.8737,11.8763,287.7834,h
16.3336,19.3417,2.6317,0.4844,0.3061,11.0104,-10.8204,-11.5161,71.7452,267.8683,g
126.11,34.5855,2.9116,0.2832,0.1551,6.1162,57.5781,-11.3247,3.1808,141.9938,g
27.2843,13.5594,2.6013,0.5909,0.1998,-39.9224,36.5538,-9.8565,19.4468,151.7465,h
65.9955,13.1328,2.4639,0.4025,0.1819,-25.188,16.0228,-8.1034,10.5753,169.8459,g
107.8946,8.9719,2.7691,0.3442,0.1769,11.3849,-8.6426,-21.5645,47.5441,126.6074,h
30.8563,16.0615,2.5909,0.3503,0.2376,-0.8229,9.9206,-13.2021,18.4019,127.1857,h
52.3456,14.8612,3.2623,0.5847,0.1539,-17.6238,16.4355,7.6691,4.9661,205.3278,h
61.6508,32.2387,2.923,0.3606,0.1828,20.9823,71.7816,19.3604,8.1086,327.0245,g
142.2887,20.3422,2.8993,0.2398,0.1705,-38.5482,-18.2201,-18.7195,9.3104,239.3527,h
74.7215,13.2295,2.8813,0.2805,0.2147,-2.7521,58.3704,-16.2276,4.5982,202.8773,g
33.8244,19.1143,2.4171,0.3367,0.1973,18.0768,20.3086,-44.7285,5.5051,232.9021,h
21.9294,13.5477,2.5353,0.5108,0.2129,-24.8277,-35.0679,7.0035,77.5049,116.9282,h
40.6734,19.5074,2.6777,0.219,0.2042,-93.3825,29.0383,3.8902,11.8075,202.4553,g
15.804,9.1649,2.0696,0.5634,0.3375,67.8473,-13.9366,-14.8116,9.4213,204.8296,h
70.6983,27.346,2.763,0.2525,0.1985,35.9812,60.9422,9.0945,3.4943,353.5347,g
69.1433,36.9472,3.0081,0.2504,0.1154,11.8676,31.2356,-19.3102,5.4846,224.3145,g
5.9763,0.7414,2.151,0.8145,0.4906,-11.668,15.9856,-0.2881,29.287,171.2799,h
14.1144,11.9719,2.4224,0.2722,0.3552,-15.1142,21.878,5.4734,9.9509,288.6125,h
38.5391,21.3593,2.4923,0.5527,0.3183,-15.2189,15.677,8.1761,3.7954,117.2726,g
37.813,29.3342,2.7943,0.4121,0.2683,43.7224,41.4188,-9.7697,16.7138,149.1579,g
16.7744,15.8022,2.5557,0.5338,0.2666,2.4767,36.5196,-20.6516,65.3433,117.0829,h
53.2434,11.932,2.7747,0.1302,0.206,-27.8472,41.7937,-22.6999,28.9506,211.9183,h
15.7489,11.1277,2.1651,0.582,0.5291,-30.9677,-21.8075,-11.9567,12.106,253.8156,g
19.2864,19.0926,2.6259,0.5711,0.2901,13.2966,-35.4745,-9.5023,10.7819,145.3696,g
20.4455,12.7857,2.4383,0.4873,0.2769,-4.4474,32.103,-12.6444,6.5565,229.2645,h
17.69,10.0655,2.4802,0.386,0.3184,-25.0529,-34.1352,10.0422,71.6333,246.8289,g
56.2959,14.2112,2.6025,0.416,0.2296,46.2616,-14.308,-9.194,44.6112,219.4393,g
67.4831,16.9333,3.695,0.3096,0.112,16.0261,67.7162,-16.9133,2.6045,261.7283,g
19.9723,20.57,2.6438,0.5404,0.2409,0.7672,36.2312,6.1252,84.2269,108.1897,h
95.3243,56.0523,2.8975,0.2394,0.1213,-234.1014,54.0407,1.4462,10.4169,281.8906,h
109.7874,113.1422,3.4111,0.1663,0.0485,-23.7189,-98.6429,-128.2234,35.1965,243.5679,g
25.9438,11.1356,2.4646,0.392,0.2646,19.2704,-34.0417,-11.8938,72.0114,186.2365,h
30.4594,17.4806,2.5319,0.407,0.2048,47.3843,23.2642,-12.514,76.4551,90.3846,h
18.7082,19.1149,2.4988,0.4432,0.2693,46.602,12.9322,2.4271,7.1001,266.3012,h
92.3604,29.0706,2.6638,0.3973,0.2223,-11.9665,31.6466,-13.4876,60.4047,208.355,h
26.5048,18.2887,2.5203,0.5798,0.2955,16.9004,15.8926,11.5483,48.8849,111.7932,h
150.1186,52.727,4.0072,0.1044,0.0273,-217.5317,-74.3212,-116.7574,4.119,262.2261,h
8.9752,12.8487,2.1731,0.707,0.3952,-28.4227,-44.3618,-8.1084,67.1269,192.1694,g
252.3577,69.2255,3.8945,0.1448,0.0156,-86.1716,-210.2336,-13.6426,23.1859,270.509,h
58.998,26.7518,2.8018,0.3022,0.2039,-14.496,48.3062,-14.8335,71.5227,226.801,g
23.7581,15.8233,2.5605,0.4916,0.2605,22.943,9.4745,-10.6921,2.2869,154.2891,g
171.0067,34.9808,3.6778,0.2228,0.1041,104.7222,70.4055,-69.6955,6.5149,245.3503,g
19.2343,21.8338,2.7363,0.5174,0.1765,-20.9971,-40.4249,-9.3654,6.4773,272.4558,g
21.0219,9.7116,2.1374,0.2697,0.6413,-19.0333,11.7196,-19.2441,12.2351,269.2042,g
36.8528,15.4867,2.6176,0.4213,0.319,-39.9361,16.1954,-3.7745,11.856,163.0948,h
21.793,13.2401,2.551,0.4075,0.1929,-27.2859,26.5916,9.8206,2.6073,80.3015,g
54.3675,58.1724,3.3967,0.2676,0.1369,-79.7483,-61.69,-64.6102,7.0669,239.7164,h
52.4667,13.0585,2.6806,0.519,0.2876,-116.509,-8.7877,-7.6946,72.5106,294.5027,g
64.1744,24.5253,2.6098,0.3642,0.1398,-22.9135,22.5684,12.8166,7.2364,320.6525,g
14.3814,21.8179,2.3438,0.3608,0.2585,32.6203,25.3705,-1.3697,9.9415,168.0563,g
47.6907,14.906,2.5975,0.233,0.2234,22.1898,12.9032,6.0246,8.0013,154.6448,g
65.9509,11.6242,2.8772,0.2792,0.3417,-27.3402,-40.4399,9.423,15.6265,219.6505,g
79.0193,17.6995,2.8182,0.255,0.1289,5.2257,42.2977,8.3627,1.6453,254.0449,g
244.4462,83.7278,3.6444,0.1272,0.0455,-192.6253,-22.2808,-72.1217,44.4651,328.3338,h
11.2802,12.2037,2.2605,0.6369,0.475,9.7367,10.7922,-13.9086,64.4602,50.8138,h
119.4948,35.1887,2.9936,0.2506,0.097,85.3319,-38.5212,32.8872,4.4142,297.9901,g
174.8264,90.9624,3.3405,0.2603,0.0856,-53.32,-85.406,-19.5267,84.461,219.1641,h
13.2756,3.0643,2.541,0.5621,0.2957,8.0163,19.2795,-18.1285,73.3984,147.6139,h
49.6372,14.9609,2.6835,0.5724,0.3301,18.8549,14.1456,12.1906,3.3736,216.3159,g
52.0044,16.6441,2.5285,0.423,0.2183,-23.8913,10.8899,-11.8534,89.334,133.1313,h
16.2241,9.4937,2.1346,0.6164,0.2798,-7.9766,35.1693,-15.2324,86.9688,160.4603,h
38.9376,10.442,2.3053,0.4388,0.3258,-0.6116,24.1142,0.7895,73.5643,72.2698,h
14.0594,8.4384,2.5298,0.5873,0.2848,-37.7181,-28.2543,-13.1954,68.6109,102.0322,h
39.8793,10.6829,2.2047,0.6197,0.3283,8.6602,-22.5826,10.0385,30.6628,199.0895,h
10.6056,4.3967,2.474,0.6115,0.3955,-1.7622,15.484,-11.357,8.6195,150.9932,g
19.2934,16.0398,2.604,0.7951,0.3148,-20.662,16.1514,-15.5181,88.999,184.1376,g
18.7901,2.4596,2.3205,0.6817,0.1946,-27.5138,14.5042,5.3979,10.2417,57.4882,g
83.334,22.6105,2.5582,0.2826,0.1889,-30.0266,45.6459,15.1487,7.1986,233.9384,h
129.8443,27.4534,4.3783,0.2371,0.0986,-48.1402,32.8745,-12.8624,61.7233,243.065,h
21.0717,16.5904,2.4876,0.4863,0.5417,-8.1628,18.7821,2.1198,9.6877,153.6017,g
17.2387,14.8834,2.637,0.7925,0.2994,-21.7008,21.4708,-13.598,53.1034,149.3148,h
13.2928,9.9506,2.4544,0.5905,0.5603,-18.6414,20.6408,-10.4261,14.1716,118.0292,g
90.222,69.4613,3.8034,0.0806,0.056,-145.8963,-86.3272,-95.881,43.6181,248.445,h
60.3458,31.5618,3.5623,0.201,0.1671,-43.3728,54.4866,-7.3168,9.8307,261.4506,g
84.4877,17.6468,2.5744,0.436,0.2187,-8.7196,53.3794,17.7874,2.5527,107.2631,g
46.5954,34.0485,3.2845,0.2765,0.0944,14.9877,17.9172,8.2772,2.1912,227.9746,g
18.748,18.5116,2.6897,0.6156,0.1893,-18.0261,-16.5009,-5.7639,5.9327,197.4013,h
15.1522,13.7171,2.3242,0.7799,0.2325,13.3647,-27.6133,-28.8044,63.1424,182.3546,g
30.1817,21.7068,2.6197,0.3595,0.1948,10.0976,-13.5139,-19.5006,10.9026,259.867,g
179.5404,109.6998,4.6214,0.1289,0.004,-147.9636,41.5806,-101.6673,48.6243,223.2205,h
53.0962,14.9543,2.7254,0.4092,0.1847,2.4902,11.169,-7.311,10.9257,200.4297,g
20.0073,9.8626,2.5358,0.6312,0.3026,-17.3414,16.8442,-1.8701,12.4242,151.8627,h
67.0488,14.1242,2.7469,0.4394,0.2423,51.8416,14.4145,-4.9925,11.4288,302.3486,h
31.6239,15.4572,2.6594,0.46,0.2891,6.6708,-12.0677,4.1904,8.8722,131.3209,h
18.2283,10.7842,2.5376,0.7454,0.331,19.7901,17.7008,-7.1446,10.6046,154.983,g
73.4369,23.5253,2.6621,0.2519,0.172,45.0479,69.2811,-6.8899,4.005,230.8439,g
16.174,10.1547,2.7066,0.5704,0.3296,10.3315,13.2987,0.4728,15.1926,224.9573,h
17.2217,12.1617,2.4588,0.5258,0.2241,-19.9954,18.9195,-15.3172,1.7278,95.6077,g
72.1302,21.6413,3.0252,0.266,0.2346,-50.4203,55.8357,-3.5234,3.3756,246.1975,g
84.7454,26.8813,3.5583,0.1751,0.0849,-78.1184,-151.2339,-75.1793,66.9117,152.8508,h
57.0367,35.2731,2.9462,0.3077,0.0812,-0.606,100.7882,6.7391,4.5466,247.5788,g
49.5216,15.861,2.4494,0.4197,0.1202,-7.3644,92.7086,-12.1731,11.1221,192.0297,h
71.2256,24.4232,3.8133,0.223,0.0841,10.7769,93.178,-63.4513,9.8321,180.4486,h
6.2778,10.3622,2.3842,0.5822,0.4906,3.2094,-38.1236,10.4983,63.5705,112.3227,g
65.771,33.7865,2.8991,0.3679,0.1256,38.0431,-58.8471,-7.2598,30.151,227.4206,g
58.3699,24.9083,2.621,0.5342,0.3309,10.6515,18.168,3.0724,4.4542,182.181,g
65.9119,17.54,2.6093,0.4528,0.2319,4.0112,8.0058,-5.403,7.015,218.1286,g
91.0262,29.0695,3.6445,0.3642,0.1761,28.4496,31.3479,-10.0391,5.3805,296.2867,g
44.2542,9.5726,2.6226,0.4344,0.2418,45.2814,11.8387,-8.3041,21.6141,97.1828,g
78.1235,28.4066,2.8808,0.2817,0.2184,5.7113,63.2466,-5.687,9.0606,301.8711,g
9.0011,8.6905,2.1737,0.7695,0.5585,-13.2151,11.6062,-14.0594,10.3967,113.1463,g
10.835,1.6414,2.0932,0.8173,0.5439,-15.8757,13.1379,-9.6504,19.9042,200.2557,h
81.3214,77.8974,3.5704,0.1378,0.1369,27.0004,58.3518,-26.5713,1.5946,229.0997,g
53.9103,13.677,2.7344,0.4327,0.2688,-15.2926,-46.7673,-14.3384,9.3742,133.8512,h
21.8398,15.3891,2.3208,0.4745,0.2603,-23.3469,36.9986,8.3163,29.9445,128.8314,g
84.6153,14.9864,2.7713,0.4521,0.1754,-49.82,-44.562,8.0061,84.0214,145.6979,h
17.2891,8.7008,2.5524,0.5473,0.2645,-30.8865,15.1202,-15.4801,9.3401,132.0648,h
54.6491,24.6983,2.9768,0.3754,0.16,18.6537,25.5079,-12.7074,14.4388,241.0019,h
24.0052,15.3206,2.6345,0.496,0.2449,-21.1702,15.2045,-8.0232,9.0261,159.823,g
32.0321,17.1235,2.7333,0.4088,0.5001,34.3773,12.6135,-22.5752,73.9918,190.2674,h
143.1012,30.7625,3.5875,0.0633,0.1003,52.1064,-75.3724,-74.7496,5.0559,211.357,g
101.162,12.2813,2.6451,0.3245,0.2266,-4.1729,55.6844,-20.673,8.6557,212.7568,g
74.4101,15.8436,2.9326,0.4664,0.1772,-69.6944,24.7211,16.9028,8.7139,167.0996,g
19.9148,10.7224,2.5084,0.5202,0.4691,-9.4387,22.4184,-0.7319,47.9552,97.5254,h
20.9207,13.7359,2.6803,0.504,0.5464,-16.4069,10.3388,6.1854,17.522,151.8149,h
57.3505,27.8756,3.8403,0.1525,0.0613,14.4297,-78.0738,-7.9924,0.8821,152.6854,g
21.6297,16.5399,2.4444,0.3347,0.2759,-33.1818,27.5637,-12.3478,10.5502,180.3746,g
144.866,68.585,4.1402,0.1085,0.04,-173.1922,-81.4137,-123.7708,0.0717,292.9469,g
118.2896,71.5912,3.3733,0.0786,0.0906,-0.3156,165.1009,-94.1022,51.9149,230.5833,g
