fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
71.04675,23.049307,2.8326454,0.34502327,0.21668771,34.719204,59.55402,-12.665727,51.97848,196.86478,h
17.51745,11.751029,2.423853,0.59786254,0.33700973,-1.3585353,6.441834,-3.819747,56.051384,93.44916,g
78.59888,57.3255,3.9888892,0.06984003,0.044325057,-128.1234,-40.09957,33.529636,49.70673,245.07797,h
20.527767,12.580378,2.560989,0.543839,0.32984287,24.701853,22.331713,12.725019,63.67774,220.46033,h
54.19148,19.841661,2.8831382,0.25219545,0.14414525,9.775205,39.157764,11.920335,1.426637,219.97885,g
34.93884,17.418545,2.7376268,0.25711545,0.13451433,47.193756,23.933336,-4.4034534,18.076645,125.57282,g
33.018066,15.335567,2.7337856,0.40308416,0.23087417,-12.629368,26.708092,-8.467878,10.138248,195.33775,g
67.392555,24.03058,3.225081,0.15715642,0.081211366,-13.692785,48.65278,10.126593,0.52777755,258.10275,g
25.97305,12.692028,2.5874913,0.47772595,0.282136,-0.79924965,-14.761707,9.996193,5.0318074,243.33423,g
30.472979,10.501532,2.566418,0.531883,0.32432723,14.339169,19.357063,10.302062,13.326518,108.83404,g
28.87302,9.941379,2.2192168,0.5197458,0.30473372,6.152284,-30.055311,4.4249578,10.808151,184.4489,h
38.445244,22.681215,3.3675504,0.2257915,0.115796246,1.9125824,-19.390226,7.9789715,3.6565425,221.5111,g
22.936295,10.694868,2.333328,0.5471603,0.27167454,-36.323303,15.865609,7.194854,2.9939027,109.7291,g
28.777813,12.766907,2.5538151,0.37747255,0.19547017,-15.768798,22.763786,3.6129823,0.083846994,192.21048,g
34.99673,15.053384,2.5487752,0.33863783,0.16867566,45.367928,31.062325,11.281972,4.9957266,125.20781,g
35.694042,13.908154,2.4209652,0.4700746,0.2464877,39.05975,19.698698,6.4398184,43.64567,40.08275,g
28.846497,15.168784,2.7207718,0.41781887,0.2298512,14.7197895,-15.973505,-11.41077,6.6307473,206.35066,g
26.62151,11.057251,2.324702,0.44609284,0.22722098,27.074547,22.692041,4.749041,23.273787,189.21194,g
30.056719,16.421677,2.6594024,0.31945542,0.17420861,-17.267727,-9.025535,5.3784027,5.459064,161.4383,g
