fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
46.0242,18.9191,2.9567,0.3165,0.1634,33.2667,28.3928,-10.0482,7.2121,252.6931,g
20.5248,14.8706,2.6427,0.5943,0.348,29.2928,16.293,1.1132,11.3458,191.6705,g
18.9149,11.5236,2.4987,0.5603,0.318,24.251,10.9138,4.9616,13.1657,178.4352,g
38.765,10.8,2.5239,0.478,0.2938,-1.7801,17.1437,-5.612,1.9637,189.89,g
52.6481,21.4862,2.8358,0.2964,0.1457,27.1996,37.4737,11.1529,8.1764,222.3402,g
44.6661,14.8063,2.8672,0.3165,0.193,67.0233,43.511,8.9566,13.1845,205.9164,g
22.6642,9.8453,2.8724,0.6244,0.3234,13.8677,8.8789,4.8582,26.2515,71.4652,g
19.5854,11.2166,2.4845,0.5668,0.3513,11.3304,28.9361,-6.2415,64.3278,179.7104,h
43.8403,13.4272,2.6406,0.3638,0.1813,18.1754,22.729,13.3309,7.9866,165.1176,g
46.204,22.2722,2.8105,0.2419,0.1601,61.9459,41.1959,15.6371,11.9353,211.8455,h
28.0363,16.1325,2.4757,0.4161,0.1978,13.7389,14.658,-6.4029,53.9872,69.6143,g
59.4492,30.1409,3.4848,0.2546,0.0561,7.5432,-18.5353,21.2183,4.2908,233.6297,g
105.1408,28.67,3.0008,0.26,0.1649,-56.2326,-57.8166,-21.5802,84.9061,254.2373,h
51.5415,22.7018,3.6029,0.1468,0.115,39.7142,16.6386,10.1417,4.9538,211.4558,g
32.3634,19.9981,2.8352,0.3119,0.1756,15.4254,24.8683,9.4861,12.922,193.1066,g
50.0454,21.3925,3.2171,0.3139,0.106,23.9061,45.4232,-12.6074,6.8324,241.16,g
40.6625,18.1017,2.8822,0.2686,0.1782,1.7924,12.8061,14.4958,16.8635,200.112,g
40.3313,18.5044,2.8462,0.3089,0.1669,11.5995,21.9076,7.9824,8.1768,212.8987,g
46.7157,8.8857,2.5236,0.4694,0.2416,35.8476,34.6316,4.3405,11.5553,246.4362,h
