fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
20.1888,11.8243,2.474,0.6084,0.2699,6.3497,11.5037,-6.7923,81.5869,211.2629,h
77.9516,27.6253,3.6537,0.2018,0.1719,-31.6371,64.3675,-20.1626,0.0,230.822,g
50.3326,24.3577,3.192,0.2807,0.0886,33.2183,28.6667,10.4616,4.545,181.7299,g
29.8503,19.7443,2.7326,0.3104,0.178,13.1374,-26.0368,12.52,7.4553,182.5851,g
97.7767,39.6421,3.782,0.2638,0.0947,64.8438,80.8606,-28.382,5.6706,268.1254,g
19.1348,5.6786,2.2634,0.6385,0.3854,-12.9339,-14.3953,-5.0765,83.8617,73.06,h
24.2299,14.1148,2.3601,0.5032,0.2783,-27.7527,-11.2401,5.698,14.6293,169.7758,g
28.8668,17.442,2.5958,0.4246,0.2114,21.2059,14.7943,5.6157,75.3348,136.1373,h
52.5974,31.2552,3.6234,0.2435,0.0844,42.2877,32.6367,16.5044,3.5683,202.4,g
58.6834,21.6424,2.7968,0.3451,0.1977,-78.9939,-45.5121,-17.1416,19.4623,260.7334,h
19.2789,8.2794,2.0534,0.5955,0.391,18.1924,-9.7018,5.0068,16.7877,163.3148,g
43.566,20.2887,2.9483,0.227,0.1336,21.8791,29.9806,-10.3504,10.6394,174.8998,g
81.5548,66.8471,3.2153,0.247,0.1166,-24.9283,59.9545,39.343,3.2435,293.315,g
94.382,24.693,3.3777,0.3309,0.1439,-78.9642,68.7318,-16.4433,1.8832,301.7864,g
30.0467,14.2645,2.6308,0.4198,0.2183,9.8325,8.7994,6.5199,53.0489,204.3169,h
38.3179,17.9498,2.7062,0.3491,0.1806,-6.6138,-26.712,6.099,8.0537,184.4195,g
59.1823,16.2943,2.9811,0.3017,0.1607,46.3831,58.9506,7.4506,0.1492,249.3902,g
59.7882,23.1373,2.9478,0.2359,0.1429,-29.4843,55.0333,-16.3748,5.3504,239.2881,g
26.8414,9.7621,2.3528,0.5479,0.3056,27.7286,28.0691,-7.1402,5.4844,176.624,g
38.1593,16.7677,2.7489,0.3812,0.205,20.3033,-41.412,-9.1911,12.8911,168.9712,g
57.7103,16.1381,2.8298,0.3273,0.2161,48.6903,35.3184,-9.485,9.1606,268.9838,g
88.6272,28.5321,3.4909,0.2599,0.1169,50.2081,59.5174,-19.625,10.7199,164.9785,g
29.2989,10.5305,2.3221,0.6009,0.3184,-4.6798,-6.6457,7.2778,84.0068,147.0899,g
63.3903,27.0035,3.4338,0.2268,0.1058,-10.5188,58.1711,-19.7158,4.5823,206.7437,g
152.3253,95.9419,3.4137,0.2226,0.0865,-112.9352,-146.5821,-127.091,80.6714,368.4716,h
16.4657,15.9553,2.3322,0.5002,0.2458,-2.5472,11.0235,6.7095,24.2983,151.8726,g
119.9295,83.0768,3.2897,0.2545,0.1488,-125.0899,-115.1764,65.0254,90.0,390.6454,h
28.1708,19.8728,2.5573,0.3765,0.1807,-2.0102,22.7279,-5.3772,17.1521,201.1381,g
30.0163,11.7131,2.5241,0.4012,0.2282,8.3166,18.1665,6.5143,18.9414,163.0629,h
21.6901,13.2698,2.4055,0.4742,0.2711,3.8192,-12.9466,-4.2105,19.0736,149.4121,g
76.7587,22.951,3.1391,0.2567,0.128,-74.5409,70.6377,18.0969,3.1308,315.5807,g
91.6435,27.0074,3.1753,0.2021,0.1383,69.1178,67.925,20.1273,2.86,284.6608,g
35.9626,18.6892,2.7078,0.3019,0.1876,17.6178,-19.7434,-11.9635,8.8675,206.0646,g
16.773,10.6806,2.1362,0.4935,0.344,1.338,-9.2483,8.5472,23.3255,146.5031,g
116.4936,45.4317,3.2649,0.1433,0.1366,-81.5251,111.8528,32.7961,70.7174,239.8715,h
36.6672,21.984,2.6878,0.344,0.1858,-19.8273,23.9876,12.0262,16.8219,218.8603,g
18.2892,14.0498,2.4193,0.5056,0.2733,-20.8406,-12.38,-2.9275,61.3765,48.277,g
30.652,12.3656,2.5839,0.4392,0.223,15.3224,10.179,3.7941,18.0387,206.2915,g
86.8358,30.3242,3.3294,0.2747,0.1227,83.1994,73.1052,-22.8563,5.9968,255.1941,g
166.8755,45.8826,3.0526,0.3178,0.19,-198.7086,-120.501,34.1067,69.0473,235.3627,h
86.588,27.8101,3.6171,0.1992,0.1182,81.5711,84.5192,-11.2428,2.125,217.3441,g
96.8325,43.0341,4.1127,0.2133,0.1401,-67.892,53.8532,27.2557,1.1495,341.6319,g
59.0939,26.3138,2.9612,0.2614,0.1456,-32.408,43.8638,-18.3839,12.678,255.0975,h
70.4728,28.7956,3.2301,0.1431,0.174,6.0329,50.3642,-16.5001,2.5467,240.0175,g
35.8989,12.411,2.4256,0.5706,0.3422,28.1769,15.2854,-7.8107,9.5613,208.6341,h
101.3706,50.8754,4.2139,0.2545,0.0886,12.0574,52.7346,-39.0171,3.6636,372.9571,g
66.2103,23.0339,3.0665,0.2048,0.1314,66.45,42.1039,-9.2565,3.5674,240.5978,g
48.6802,14.8981,2.6989,0.3322,0.1743,36.4142,27.9678,-8.6369,0.0,183.8319,g
35.2413,12.5356,2.6382,0.4081,0.2146,7.4471,26.3955,9.1689,55.3621,200.2827,h
49.5118,20.0706,2.9831,0.3051,0.1412,10.4733,46.9241,11.2223,9.5618,246.6604,g
114.4178,44.9449,3.4922,0.2248,0.1426,-40.2504,-108.6643,-33.8201,9.4818,325.2965,h
28.2157,13.5919,2.6939,0.3629,0.1819,14.7552,25.0947,3.5185,2.0773,195.2086,g
28.4566,8.6084,2.3711,0.7315,0.3466,7.9992,8.7381,7.7636,54.108,200.159,h
29.5241,12.5168,2.514,0.4736,0.2728,19.5552,10.4261,3.4299,7.4736,202.3882,g
45.3546,20.5558,2.995,0.2452,0.1431,21.3405,30.4339,12.9798,14.0857,181.9224,g
26.3644,15.1976,2.5499,0.4139,0.2031,0.363,18.4464,-8.2343,18.6547,152.1224,g
23.1329,13.9658,2.6089,0.4487,0.2413,10.5456,16.0185,3.6511,18.9108,199.5843,g
23.1217,9.4666,2.4726,0.577,0.365,6.7343,15.0605,-6.1136,19.125,163.7438,h
