fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
17.188,16.0212,2.4259,0.3931,0.3155,5.8313,-22.7757,-9.1036,68.1975,96.411,g
45.5597,17.0595,2.8063,0.3096,0.1683,-17.2863,34.3211,-14.8569,16.0316,232.1969,h
26.348,18.4466,2.6773,0.3549,0.1565,19.4265,11.9501,14.2653,63.3332,39.9894,h
32.2889,13.3094,2.5558,0.4796,0.2591,31.7931,20.9514,-10.0438,12.4722,228.5145,h
54.4835,20.1906,2.9195,0.2993,0.1522,48.0368,41.8473,-13.2116,29.9192,170.7871,h
56.8054,27.0653,3.065,0.2088,0.1118,17.3164,28.4757,9.6548,8.0276,215.3844,g
113.2373,68.5353,3.6084,0.1786,0.1253,-162.9378,-82.6912,62.4126,30.5685,352.6514,h
32.3745,15.8235,2.6984,0.3537,0.2008,22.5514,15.7229,-11.0193,11.3245,169.3307,g
24.675,10.9863,2.2665,0.5279,0.2997,-7.7947,-10.9244,-6.0064,14.1719,146.009,g
22.9641,8.4527,2.407,0.5055,0.3798,20.3952,14.6635,2.8905,19.0339,191.8848,h
53.9644,27.4192,3.5367,0.3468,0.1091,91.1523,58.1662,15.4833,4.7241,244.3162,g
17.5859,13.0497,2.2784,0.5231,0.3304,-1.4991,-22.8355,6.1955,4.2917,179.7658,g
28.3421,15.221,2.6426,0.4604,0.2426,10.0932,19.9048,-5.8819,22.8762,186.5808,h
24.3577,8.6356,2.3797,0.6272,0.4204,9.9456,-14.2252,-3.4319,0.0,184.6441,g
41.8487,25.0426,3.2021,0.2896,0.135,8.5172,20.4345,14.5757,3.0004,209.6889,g
33.5533,26.8255,3.1116,0.2555,0.119,-2.7942,-20.4157,11.7434,8.0718,130.4913,g
30.4058,9.7236,2.4691,0.5473,0.338,2.9371,19.9348,-3.0416,5.7283,226.4243,g
33.5045,22.2943,2.9549,0.282,0.1458,2.6281,24.7699,10.8747,3.4974,178.6576,g
