fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
24.8145,16.0968,2.5512,0.4417,0.2416,-1.543,-17.7696,-15.5943,40.3253,119.0535,g
28.5638,16.3863,2.7738,0.3814,0.2289,24.2067,16.1899,-8.11,1.2607,184.65,g
34.2912,12.7503,2.535,0.5347,0.2849,15.2062,24.8491,-2.2592,41.7123,126.4476,h
39.599,23.6911,3.3226,0.2194,0.1144,-15.6712,11.4709,-6.1278,4.483,209.7729,g
24.5542,12.8989,2.6272,0.4597,0.2572,-4.9829,-20.41,4.2126,48.5309,123.5506,h
30.8379,10.7873,2.4832,0.6913,0.3767,4.0057,-9.6763,-7.1029,15.8146,144.0054,h
40.4598,13.4108,2.6783,0.3042,0.2025,31.0236,24.4542,-0.3127,13.2115,172.3108,g
32.9053,21.4597,2.6334,0.3493,0.2062,10.2799,7.5123,2.6447,86.5956,210.2312,h
18.8789,11.1991,2.4407,0.6344,0.3455,-3.7181,11.624,-7.4128,40.4104,170.2591,g
92.7917,19.8495,2.9238,0.3044,0.1687,43.419,92.3779,14.0297,2.162,147.9197,g
44.7986,14.8257,2.8285,0.4287,0.2226,3.582,37.997,10.2786,8.0826,205.2398,g
25.2357,17.0305,2.6773,0.3645,0.1944,-16.1706,-10.6472,-11.628,0.8384,198.679,g
56.7066,22.4468,3.2839,0.2442,0.1296,-63.673,-8.4887,11.1503,34.4847,276.675,h
25.5717,14.3263,2.6182,0.4056,0.2592,-8.0399,7.4153,-9.7708,8.9601,169.1226,g
30.6097,18.5358,2.6619,0.3743,0.1921,12.6406,25.7342,17.7638,12.4866,67.8373,g
51.5718,21.9571,2.8323,0.2477,0.1296,31.0026,49.2089,-17.0873,4.3168,218.9621,g
89.4432,14.4123,2.8816,0.4512,0.2281,74.2483,11.7502,13.7472,13.5152,300.8223,g
36.303,15.518,2.7072,0.3217,0.1727,-45.5029,-24.2453,-5.3285,2.8821,229.3576,h
42.7688,12.9285,2.541,0.5484,0.2432,49.9566,19.3799,11.9581,4.527,228.8642,g
32.015,22.1938,2.8837,0.2861,0.1505,10.8449,19.6111,-10.4174,1.2714,159.7605,g
38.9536,24.9491,3.2305,0.1706,0.1286,44.2127,-15.4358,8.222,9.2987,207.1598,g
72.2448,23.4342,3.4682,0.2105,0.1106,50.0787,60.4389,-21.7674,5.7955,226.9383,h
57.7073,19.7107,2.7065,0.4135,0.2547,-58.3255,-74.8468,-15.04,46.0598,208.2599,g
37.0456,18.7554,2.9818,0.2855,0.1856,-28.7595,-21.4637,14.4426,22.7557,188.0079,g
30.3226,12.7608,2.6089,0.4905,0.2523,-5.8645,10.9364,7.6254,43.8232,177.9719,g
27.7183,5.9858,2.434,0.6656,0.4115,-46.2435,-70.0296,2.1239,10.312,84.5026,g
73.7382,29.3738,3.0419,0.3539,0.1915,-35.1053,63.9184,-25.6764,27.1095,327.2329,g
20.9979,10.7099,2.3012,0.6298,0.3186,-18.4733,-20.6314,-7.4172,3.1442,155.3049,g
24.0134,11.8874,2.3117,0.5071,0.2856,0.3424,6.8814,-5.845,9.3487,100.0617,g
76.2607,31.8833,3.3749,0.1583,0.0607,-38.1666,30.8373,20.7542,25.8355,244.186,g
31.5576,14.7093,2.8549,0.3961,0.2502,16.6707,36.6231,3.7318,12.1051,241.5195,h
24.5112,11.8832,2.5638,0.4242,0.3053,22.6665,13.2143,-11.4223,25.2882,167.1598,g
113.7362,15.3722,2.6069,0.4665,0.2487,50.6114,101.4866,9.0532,23.2623,167.8498,g
46.6583,26.2437,2.9338,0.2464,0.1376,35.688,-13.5504,-24.432,24.1541,226.843,g
85.6767,47.0053,3.6021,0.1296,0.073,-71.6702,57.7909,29.5457,11.6539,281.8848,g
59.5257,23.6682,3.4866,0.2186,0.1185,-132.7648,66.0015,2.9291,11.0927,279.8531,g
87.6703,16.0022,2.8255,0.3418,0.2422,-49.3384,58.8044,-3.6059,8.6007,217.9056,g
24.0331,14.4597,2.4408,0.6171,0.26,19.1066,-10.4345,-14.8986,18.9722,131.5701,g
23.0565,18.3481,2.5235,0.4329,0.2026,-6.5412,20.2431,13.4981,67.645,72.0776,g
61.3941,38.4877,2.6837,0.2444,0.1856,19.2937,-44.3743,18.7992,52.7947,112.3856,h
39.345,14.7737,2.3902,0.5393,0.2484,17.9719,33.5418,-14.792,18.8935,183.9226,g
18.0522,10.8109,2.2073,0.5202,0.2774,-15.0828,1.8093,-4.3844,9.7159,190.3779,g
55.0843,25.9132,3.0859,0.242,0.1468,61.7242,47.4941,-17.8831,5.3573,273.0686,g
21.7977,15.5023,2.6194,0.4493,0.234,7.1754,-10.963,-10.7304,4.7376,167.0561,g
127.1761,94.7612,3.326,0.3147,0.1531,-219.9574,98.549,56.9761,49.232,340.5189,h
19.5725,13.0577,2.3261,0.6993,0.3962,-4.9562,-8.734,-2.3168,21.8113,190.9765,h
21.0855,7.2434,2.2393,0.7168,0.4252,20.4491,15.2251,-0.4036,3.3168,103.041,g
41.4693,25.6947,2.9915,0.2201,0.1223,11.7698,37.3877,19.2862,25.8768,254.3398,g
33.6905,11.712,2.6081,0.4259,0.2161,32.1146,17.1024,6.0485,6.0009,226.7987,g
33.7823,13.4811,2.7818,0.5061,0.2813,16.6433,33.2341,11.2682,17.5304,196.0426,h
186.5183,59.2054,3.4877,0.2027,0.098,-138.3893,-141.6533,-58.8782,44.2234,302.2839,h
19.5815,7.9305,2.6526,0.6406,0.3331,8.9722,0.1984,-6.934,12.773,63.6938,h
33.8549,11.3739,2.8718,0.404,0.2286,20.2304,17.1176,6.7609,41.3788,170.038,h
17.3761,11.3713,2.1785,0.7004,0.3773,-17.6047,-0.208,-6.716,8.5217,130.9752,g
78.3003,21.7275,3.2809,0.2576,0.1367,47.929,88.9456,0.4404,0.3681,162.0137,g
20.8758,13.9482,2.5937,0.562,0.2972,-13.9533,-14.4064,5.2787,49.3163,70.406,g
18.8658,14.3984,2.5432,0.5739,0.2994,9.589,1.6494,-2.8295,37.075,240.3123,g
86.4623,32.9086,3.8105,0.1351,0.065,-84.6522,77.1201,6.8053,4.0659,227.1567,g
90.7703,51.6389,3.9222,0.0791,0.0616,92.6428,78.2773,-34.2423,13.4478,290.4417,g
21.4944,13.5132,2.5087,0.4703,0.2331,-19.713,-15.5949,-1.2003,2.964,187.3526,g
34.6791,14.8459,2.7202,0.3604,0.1947,-51.8032,20.412,5.9998,4.49,112.1983,g
41.5777,11.4398,2.6643,0.3946,0.2324,19.9902,28.6836,10.3256,31.5975,166.327,g
209.5945,48.9726,3.6367,0.1064,0.0844,-218.0433,-88.3721,38.1298,40.0075,199.8693,h
73.8496,14.6477,2.7792,0.357,0.2087,-5.3124,13.1378,-12.6797,4.9646,310.2947,g
50.3064,17.8185,3.0925,0.3083,0.1624,33.7462,31.5997,11.0932,6.5932,237.725,g
13.2503,11.417,2.3092,0.7676,0.405,-8.1507,-6.5398,-10.4407,33.6093,234.6515,g
19.8445,16.4904,2.4768,0.4613,0.2371,13.2501,11.7937,-0.1189,32.0495,212.872,g
51.1458,19.1456,2.8766,0.4101,0.2482,-79.0887,55.3807,6.8834,35.7571,276.6948,h
103.5539,33.3407,3.7121,0.1685,0.0808,-20.3718,65.2986,-3.1003,0.54,321.2539,g
36.0617,14.7044,2.5623,0.3774,0.1879,-47.3791,-47.0827,-16.3809,44.9242,65.549,g
19.2026,12.074,2.3818,0.5158,0.2939,19.2329,20.4668,-4.6663,24.1911,103.2461,g
22.6814,11.8555,2.3507,0.519,0.2853,8.1514,-3.9681,8.8363,37.3152,186.4148,g
122.2572,39.7736,3.4546,0.2026,0.1209,89.2068,45.2299,0.1012,29.907,370.9252,g
74.5349,27.6479,3.156,0.3399,0.2183,-28.6271,16.4715,-16.2691,21.6377,309.9509,h
48.7784,21.4654,3.0733,0.1635,0.086,-25.2141,40.6354,-15.7131,7.8888,149.8571,g
29.1433,20.8355,2.6216,0.3845,0.2098,-8.4243,-1.854,-9.4319,27.3523,220.939,g
161.1379,79.9416,3.9358,0.1278,0.0539,73.2197,15.6302,33.3674,74.4622,377.7299,h
24.3711,15.2375,2.4668,0.4234,0.2204,22.9342,-13.9993,-8.5488,16.2345,152.2837,g
107.7772,17.2131,2.7316,0.2444,0.1337,-46.3507,32.9463,29.3002,48.4249,298.8383,g
59.2658,24.2527,3.0638,0.3276,0.1827,5.7182,31.6667,12.7983,1.208,262.4056,g
219.2124,59.0695,3.5709,0.2067,0.1343,32.4868,-80.4997,-40.3913,86.1904,45.5907,h
107.8517,19.9168,2.7989,0.411,0.1746,-105.4594,-59.6308,-17.1344,43.9792,290.5991,h
70.238,24.5176,3.1255,0.2348,0.1144,48.6872,74.4459,15.8746,21.4827,164.5681,g
97.7848,57.3135,3.5685,0.1852,0.0995,15.3072,66.8517,30.644,34.7927,367.4663,g
29.0247,17.9492,2.798,0.3325,0.171,31.8906,28.6699,-12.1334,21.5811,121.1794,g
97.3809,27.135,2.8616,0.2727,0.1428,77.9311,83.0237,-17.729,52.0741,148.0227,h
60.0938,27.0224,3.2535,0.1562,0.0725,14.1279,10.6519,16.5349,8.9767,154.3223,g
91.8388,19.9475,2.9168,0.2121,0.1691,38.8839,105.5481,14.5862,30.189,327.1574,g
18.6792,12.1458,2.4749,0.5639,0.3639,-7.4184,-3.398,-1.4028,51.7435,254.2499,h
27.1576,20.8777,2.9473,0.3997,0.2003,-7.2088,22.4077,16.155,6.3688,86.3308,g
125.6334,41.4506,3.7556,0.1379,0.0725,28.3811,-16.2463,27.2747,84.0648,368.3397,h
89.6241,27.2114,3.8227,0.1142,0.0788,55.9007,66.6386,16.6661,11.5352,208.2723,g
66.5072,30.4386,3.8136,0.1485,0.0867,23.7445,45.4033,9.189,2.877,228.245,g
14.4597,9.4741,2.4061,0.7866,0.4888,8.4206,4.8505,1.3654,64.0347,162.0987,h
174.604,130.5486,3.4062,0.1627,0.1159,-296.6253,-186.3043,-110.7984,53.435,252.6158,h
28.5966,18.6018,2.8626,0.2835,0.2449,25.2926,22.0913,-12.9753,59.7808,104.1348,g
153.6368,71.764,3.2128,0.2084,0.1741,-80.126,-11.2513,-27.7728,61.7085,342.9902,h
35.4604,14.9375,2.4644,0.3379,0.2124,-17.3628,-7.1037,13.6877,15.4761,223.3681,g
69.9754,30.0194,3.4259,0.1621,0.1064,-12.5945,38.2589,0.0055,11.3199,277.8241,g
54.3682,13.0201,2.773,0.3096,0.1652,-30.2852,43.3256,-10.9052,1.5173,238.5563,g
18.3774,10.9579,2.4408,0.3982,0.2009,-6.9549,11.4895,-7.7353,70.7434,205.1307,h
102.3911,32.5132,3.2174,0.2025,0.0778,-153.2155,56.1538,21.2239,14.2712,227.9956,g
186.2287,81.7052,2.9592,0.2891,0.1727,-80.0951,2.8626,-59.2255,69.675,328.358,h
20.4267,7.1224,2.0888,0.7507,0.3682,-18.649,-4.2827,4.9215,12.3047,118.3304,g
84.567,12.0942,2.4126,0.3906,0.2553,71.7402,58.1944,-1.7469,29.5136,212.412,g
24.2815,12.1535,2.4218,0.6709,0.361,1.2784,0.4391,8.0838,78.8992,145.2191,h
