fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
43.2838,17.9248,2.798,0.2791,0.1747,-20.1483,-18.2572,1.1486,5.5802,138.1197,g
14.3611,10.7201,2.2696,0.7947,0.477,-11.6616,9.4314,5.4059,61.8567,211.1669,g
22.0546,17.8604,2.467,0.4949,0.2672,17.0459,7.7042,10.9554,4.3624,167.8166,g
63.8067,20.0417,2.5509,0.3459,0.1251,-62.8514,44.7904,-17.7459,49.6442,107.7681,g
13.2189,10.4306,2.1988,0.7551,0.4194,-14.1112,5.0158,-10.3864,54.1932,185.9316,g
115.6286,50.2458,3.1046,0.2723,0.1601,-117.4065,119.8517,30.3812,27.0894,272.1036,g
24.859,17.2406,2.401,0.423,0.225,9.28,-2.8675,15.3471,61.5825,108.166,g
36.1127,18.4359,2.8842,0.3669,0.1897,17.5637,14.4617,5.0916,24.3126,64.9736,g
28.9616,15.191,2.8557,0.3329,0.1706,24.4739,18.6865,0.2713,8.5364,199.5176,h
21.8249,8.3779,2.1834,0.7829,0.4512,9.5221,6.7315,-1.6214,76.3541,122.0458,g
11.673,8.34,2.3664,0.6151,0.2714,1.7819,6.6493,-6.4662,74.8742,39.0392,h
85.7603,19.9569,3.0545,0.2208,0.0911,-52.2017,38.2376,-3.0005,31.2522,261.7663,g
40.0358,14.6626,2.6113,0.3677,0.2215,-16.0906,-21.9167,-7.3121,16.0304,68.8321,g
40.7993,28.5494,3.394,0.194,0.1087,-5.266,4.3537,-3.6008,15.8519,87.2126,g
21.3447,12.5828,2.3321,0.398,0.2439,-17.7389,-11.4746,12.1988,9.5967,212.7882,g
12.8856,11.278,2.1809,0.7507,0.4793,14.4403,-6.9374,-4.6845,49.6745,139.2208,h
25.9755,12.4802,2.2157,0.5806,0.3365,9.5291,-11.3799,-0.1545,52.8206,133.1686,h
65.7654,16.3642,2.9597,0.3519,0.2172,38.2682,70.6058,5.8306,8.0758,230.8335,g
38.8135,10.4515,2.593,0.5255,0.2888,6.8067,26.5608,1.1337,12.6407,214.032,g
107.1796,61.024,3.0765,0.1948,0.108,38.5416,119.7422,-19.0962,75.0758,177.6094,h
25.8269,11.7793,2.4901,0.4877,0.3136,-0.1732,-3.667,-11.7,18.2624,151.2002,g
56.2791,21.247,3.1,0.3386,0.141,2.7847,15.2279,-14.3121,0.8917,147.5566,g
17.2364,10.8858,2.4325,0.6283,0.318,21.9843,10.7659,2.8975,2.3641,160.2371,g
104.8416,30.2324,3.2694,0.2384,0.1417,-79.7873,35.0059,30.4973,7.9165,321.8597,h
24.6675,16.2621,2.5996,0.4474,0.2401,3.4283,-20.0161,-14.0845,17.2068,149.5076,g
46.9567,18.5782,2.6363,0.4107,0.2571,-30.4231,-38.3192,-20.7383,4.96,314.605,g
33.6209,19.8099,2.5631,0.3486,0.2029,27.686,9.2275,16.4614,21.7244,120.5648,g
30.1563,10.6395,2.2468,0.5758,0.246,-3.9466,-21.5562,-0.6908,5.7087,118.9245,g
26.3391,19.2947,2.7978,0.3813,0.2083,-0.7663,-9.1853,12.6732,54.5238,126.6745,g
12.3402,11.8145,2.0958,0.6911,0.3794,-4.4338,1.2486,1.8378,9.4918,132.386,g
34.4958,11.0538,2.8058,0.3814,0.2152,41.3734,54.6111,3.5593,2.8932,205.0591,g
24.0963,7.8274,2.5535,0.5176,0.3267,-5.3316,9.7673,15.0597,79.7293,195.4854,h
29.3614,15.2014,2.5847,0.371,0.2385,-30.3971,-11.8604,6.2649,73.1406,174.8502,g
19.3804,13.6967,2.5496,0.594,0.3274,-22.8914,-13.7146,15.9373,0.9806,145.4648,g
100.718,24.2456,3.1973,0.1965,0.1091,-91.6425,69.8675,-4.1358,4.2227,203.7694,g
83.551,29.9604,3.3201,0.2407,0.1495,-22.0255,56.3417,-7.3407,0.5968,340.4654,g
23.9489,19.0057,2.5227,0.3745,0.2326,-12.2489,18.8372,12.3075,14.2825,204.0599,g
58.5515,11.0007,3.0048,0.3966,0.1222,30.641,27.3702,4.5079,48.1591,96.8046,h
