carat,cut,color,clarity,depth,table,price,x,y,z
0.34,Very Good,G,VS2,59.1,58.9,588,4.49,4.54,2.67
1.45,Good,E,VS2,60.3,65.1,5619,7.3,7.25,4.28
0.31,Ideal,I,VVS1,62.4,54,573,4.36,4.39,2.73
0.78,Ideal,G,SI1,60.8,56.9,3290,5.98,5.98,3.63
0.36,Very Good,E,VS2,62.5,56.1,730,4.49,4.55,2.81
1.01,Good,F,VS2,63.6,58.8,6399,6.36,6.36,4.06
0.78,Ideal,I,SI1,61.3,57.5,2377,5.95,6.01,3.59
0.53,Ideal,F,VVS2,60.9,55.9,2271,5.26,5.27,3.19
0.52,Very Good,F,VVS2,61.9,55.8,2180,5.14,5.13,3.18
1.24,Premium,G,VS1,61.8,56.4,6196,6.99,6.91,4.31
0.41,Very Good,D,SI2,61.9,56.9,622,4.7,4.74,2.96
1.22,Very Good,H,SI2,62,57.7,4697,6.78,6.8,4.2
1.13,Very Good,I,VVS1,63.4,55.2,6810,6.31,6.34,4.04
0.8,Good,J,SI2,59,61.7,1957,6,6.01,3.54
0.4,Very Good,I,SI1,61.3,58.1,792,4.75,4.81,2.89
1.01,Very Good,D,IF,63.3,57.7,15795,6.41,6.48,4.03
0.57,Good,E,SI2,63.2,53.8,1243,5.33,4.9,3.39
1.2,Very Good,G,VS1,63.3,57.1,6839,6.88,6.71,4.25
0.74,Very Good,D,VS2,61.6,58.2,2692,5.8,5.89,3.6
0.55,Very Good,F,VS2,63.3,57,1202,5.21,5.25,3.27
0.97,Premium,G,SI1,60.9,58,4605,6.45,6.44,3.94
0.72,Premium,F,SI2,61.6,58.9,2610,5.64,5.6,3.45
0.32,Ideal,E,VS2,61.6,54.7,857,4.4,4.33,2.69
0.37,Ideal,G,VS1,59.6,58,790,4.71,4.67,2.81
1.38,Ideal,H,VS1,61.9,56.5,9289,7.17,7.2,4.41
2.07,Premium,I,SI2,60.9,59.4,15182,8.28,8.21,4.99
1,Ideal,I,VS2,62.6,55,4501,6.39,6.35,4.02
0.23,Very Good,E,IF,60.4,58,457,3.99,4.03,2.41
0.71,Premium,I,VS2,64.9,62.9,2040,5.62,5.54,3.51
1.27,Premium,F,SI2,61,59.9,6512,7.19,6.96,4.21
2.01,Premium,E,SI1,59.6,57.5,12932,8.25,8.21,4.87
0.52,Ideal,F,SI2,61.6,56.1,1224,5.22,5.19,3.21
1.1,Ideal,H,SI2,63.2,55.4,4248,6.55,6.51,4.08
0.43,Premium,F,VS1,61.8,58.6,1364,4.98,4.99,3.02
0.71,Ideal,F,SI1,62.5,57,2632,5.73,5.7,3.56
0.88,Very Good,H,SI1,62.4,60.5,4023,6,6.14,3.82
2.12,Premium,J,SI1,61.7,59.7,12761,8.2,8.26,5.06
1.5,Ideal,G,SI1,62.7,53.7,11232,7.3,7.32,4.58
0.4,Ideal,F,VVS1,61.2,56.6,1710,4.84,4.77,2.94
0.51,Ideal,F,SI2,61.7,56.3,1581,5.22,5.23,3.17
0.37,Ideal,F,VS1,61,55.7,877,4.63,4.68,2.83
0.35,Ideal,E,VS2,61.9,56,808,4.29,4.29,2.66
0.4,Ideal,H,VVS1,62.6,53.4,1044,4.76,4.75,2.97
0.31,Ideal,F,VS1,61.2,55.2,893,4.4,4.42,2.7
0.53,Ideal,D,SI2,61.8,54.6,1410,5.16,5.24,3.24
0.39,Ideal,E,VS2,61.5,54.9,1095,4.7,4.7,2.9
0.26,Ideal,D,SI2,61.2,56.8,455,3.97,4.08,2.52
0.75,Ideal,E,SI2,62.2,53.8,3578,5.82,5.87,3.64
0.5,Ideal,F,SI1,61.8,57.7,1351,5.17,5.14,3.15
0.81,Premium,E,SI1,61.2,59.7,3232,6.01,5.95,3.66
0.52,Ideal,G,VS2,61.9,54.9,1805,5.19,5.13,3.21
0.37,Ideal,E,VS2,61.6,56,910,4.64,4.62,2.81
0.69,Very Good,D,SI1,61.8,58.8,2803,5.67,5.75,3.48
0.39,Very Good,E,SI2,62.1,54.7,492,4.59,4.56,2.92
1.11,Ideal,E,SI2,62,57.3,4667,6.64,6.62,4.16
0.34,Ideal,F,VS2,61.4,54.2,983,4.58,4.57,2.81
0.33,Good,I,SI1,63.5,55.5,465,4.32,4.38,2.75
0.4,Ideal,G,SI1,61.1,57.3,869,4.69,4.72,2.88
0.32,Ideal,I,VS1,61.7,57.5,629,4.34,4.31,2.72
2.06,Premium,G,VS2,60.3,54.3,15675,8.09,8.12,4.99
0.84,Good,D,VS2,64.2,59,5950,6.34,6.31,4.13
0.69,Very Good,H,SI1,58.6,60.1,2121,5.83,5.76,3.43
0.37,Premium,E,VS1,60.2,58,1104,4.8,4.76,2.91
1.23,Ideal,G,VS1,60.9,57.9,10746,6.92,6.92,4.22
0.32,Good,I,SI2,63.7,55.9,475,4.34,4.33,2.76
0.72,Very Good,I,VS2,63.4,56.5,1878,5.71,5.68,3.62
1.54,Fair,J,VS2,57.6,66.8,8284,7.61,7.55,4.36
0.35,Very Good,D,SI2,62.4,56.6,492,4.41,4.47,2.8
1.04,Ideal,G,VS2,61.2,54.1,5659,6.57,6.54,3.94
0.71,Very Good,F,VS1,62.7,56.5,3410,5.65,5.68,3.55
1.24,Ideal,H,SI1,60.8,55.7,6450,6.92,6.92,4.24
2.08,Ideal,I,SI2,62.6,56.5,14565,8.15,8.13,5.1
0.82,Ideal,F,VS2,61,56,4851,5.98,6.04,3.67
1.01,Good,F,SI1,57.9,58.8,5476,6.55,6.62,3.83
0.26,Ideal,E,VVS2,62.3,55.6,692,4.09,4.08,2.54
0.74,Very Good,F,VVS2,59.9,59.4,581,4.12,4.2,2.49
0.33,Ideal,H,VS2,61.3,55.3,828,4.47,4.47,2.71
0.46,Premium,J,VS1,62.6,61.2,1040,5.11,5.12,3.14
0.34,Ideal,D,SI1,62.5,55.1,795,4.53,4.49,2.8
1.13,Ideal,G,VVS2,60.9,57.1,6657,6.79,6.84,4.14
0.61,Very Good,H,IF,62.5,59.4,3266,5.12,5.41,3.3
0.71,Ideal,G,SI2,62.1,56.6,1743,5.72,5.67,3.53
0.41,Very Good,J,SI1,65,56.9,575,4.59,4.63,2.95
0.5,Very Good,I,VS2,62.1,56,1261,5.14,5.22,3.21
0.31,Ideal,G,VVS2,62.4,54.9,721,4.29,4.31,2.68
1.18,Ideal,I,I1,61.2,56.2,6918,6.79,6.81,4.18
0.73,Ideal,D,VS2,62.2,58.8,3207,5.76,5.78,3.55
0.55,Premium,H,SI1,61.2,57.4,1505,5.26,5.27,3.27
0.33,Premium,G,VS1,60.5,57.5,955,4.46,4.42,2.69
1.23,Very Good,G,VS2,63.2,57.9,6806,6.88,6.82,4.28
0.42,Ideal,F,VS2,60,55,947,4.87,4.8,2.94
0.32,Premium,H,VVS1,61.5,58,1045,4.41,4.37,2.7
1.02,Good,I,VS2,64.2,57.8,3987,6.32,6.22,4.02
0.25,Very Good,F,VVS2,61.6,57.1,656,4.09,4.09,2.51
1.53,Premium,G,VS1,62.5,60,15421,7.32,7.24,4.55
0.33,Ideal,G,VS1,61.9,59.4,1136,4.43,4.45,2.75
1.39,Premium,H,VS1,62.1,55.4,11689,7.28,7.13,4.41
0.4,Very Good,G,VS1,62.5,57.4,988,4.65,4.67,2.92
1.06,Very Good,G,VVS2,60,56.1,10290,6.61,6.58,3.96
2.02,Very Good,I,VS2,62.8,58.1,15682,8.03,7.95,4.93
1.3,Ideal,J,VS2,61.1,54.8,6091,6.8,7.04,4.44
0.71,Good,E,VVS1,61.1,61.3,2698,5.71,5.75,3.48
0.75,Premium,F,VS2,61.6,59.1,1749,5.6,5.74,3.13
0.5,Ideal,F,SI2,61.7,54,1148,5.09,5.13,3.16
0.74,Premium,F,VS2,62.6,58.8,2562,6.06,5.85,3.65
1.28,Premium,I,SI2,59.6,59.1,5727,6.96,7.06,4.18
0.31,Ideal,G,VVS1,60.6,56.6,1065,4.38,4.37,2.68
0.7,Very Good,H,VS1,61.4,55.8,2085,5.65,5.7,3.52
1.81,Ideal,I,VS1,60,58,11734,7.76,7.7,4.66
0.25,Very Good,E,VS1,62.1,56.7,419,3.97,4.02,2.48
0.38,Very Good,E,SI1,59.9,58.3,684,4.77,4.81,2.84
1.02,Premium,G,I1,60.9,56.2,3684,6.52,6.48,3.95
0.31,Good,J,SI1,63.1,54.5,373,4.3,4.35,2.74
0.26,Ideal,F,VVS1,62.4,55.5,473,4.11,4.14,2.59
0.51,Ideal,D,VVS2,60.9,57.4,2530,5.2,5.15,3.19
1.25,Very Good,E,SI2,62.4,59,4722,6.82,6.86,4.28
1.04,Good,H,SI1,63.5,58.1,4851,6.44,6.41,4.18
0.53,Ideal,E,VS1,61.8,54.5,1997,5.28,5.28,3.22
1.59,Premium,H,SI2,62,59.4,10452,7.5,7.6,4.67
0.21,Premium,D,SI2,61.6,61.2,401,3.9,3.82,2.42
0.31,Very Good,H,VVS2,62.2,58.1,596,4.28,4.32,2.68
0.45,Premium,F,VS1,60.6,58.6,1353,4.98,4.93,3.02
0.5,Premium,D,SI2,62.9,59.5,998,4.97,5,3.1
1.04,Ideal,F,SI2,62.1,57.2,4745,6.47,6.5,4.03
1.06,Premium,H,VS2,61.7,58.2,4892,6.34,6.25,3.96
0.4,Premium,G,SI1,61.1,60.7,909,4.74,4.68,2.9
0.78,Premium,H,VS2,61.6,56.5,2446,5.86,5.76,3.57
1.15,Good,F,SI1,59.6,64.1,4607,6.73,6.75,3.92
0.32,Premium,G,VS2,62.7,57.7,726,4.39,4.36,2.7
0.59,Ideal,F,VVS2,61.8,56.2,2566,5.38,5.42,3.34
0.27,Very Good,H,VS1,61.2,54,392,4.17,4.25,2.6
1.54,Ideal,J,VS2,62.3,58.7,8714,7.36,7.32,4.59
1.77,Premium,E,SI1,60.3,59.6,11223,7.87,7.83,4.77
1.24,Ideal,F,VVS2,61.1,56.3,6803,6.89,6.96,4.23
0.74,Ideal,F,SI1,63.7,56.6,2852,5.79,5.78,3.63
0.69,Premium,G,I1,59.7,58.1,1382,5.62,5.6,3.57
2.07,Very Good,I,VS1,61.6,60,13948,8.02,8.18,5.13
0.68,Premium,G,VS2,61.5,57.3,2415,5.67,5.72,3.5
0.43,Very Good,D,SI1,59,62,784,4.77,4.9,2.87
0.44,Premium,E,VS1,62,57.1,1562,4.92,4.74,3.09
0.66,Ideal,F,SI1,63.2,58.5,1711,5.58,5.6,3.42
0.72,Ideal,D,SI1,61.3,55.2,2945,5.78,5.8,3.54
0.3,Good,G,VS1,63.6,57.4,787,4.26,4.27,2.69
1.01,Ideal,H,SI2,60.2,58.7,4383,6.54,6.47,3.92
0.31,Premium,F,VS2,59,58.5,854,4.51,4.47,2.61
0.33,Ideal,G,VS2,62.3,56.1,749,4.47,4.44,2.77
0.88,Very Good,F,SI1,64.7,59.7,3077,6.13,6.08,3.91
0.52,Very Good,D,SI1,61.1,57.9,1480,5.15,5.19,3.17
0.5,Ideal,E,VVS1,61.9,54,1453,5.12,5.14,3.18
0.34,Ideal,D,VS2,60.8,56.8,773,4.47,4.51,2.72
2.55,Ideal,I,SI1,62.1,57.2,16982,8.06,8.11,5.21
0.98,Premium,E,SI1,62.8,57.9,4166,6.28,6.13,3.88
0.7,Ideal,F,VVS2,61.3,57.2,3632,5.68,5.7,3.5
1.01,Fair,G,VS2,66.7,55.3,3924,6.04,5.95,4.19
0.35,Ideal,E,VS1,61.8,54.1,739,4.56,4.55,2.83
1.16,Ideal,G,VVS1,61.9,55.7,9819,6.75,6.8,4.19
0.34,Ideal,E,VVS1,61.9,56.7,1147,4.43,4.48,2.75
0.34,Ideal,G,VS1,61.8,55,659,4.43,4.51,2.76
0.49,Premium,F,VS2,61.1,59.8,1210,4.94,4.94,3.09
1.55,Good,D,VS2,63.2,60,12443,7.16,7.67,4.9
0.77,Ideal,I,SI1,61.9,54.9,2917,5.82,5.88,3.61
1,Good,F,VS2,63.8,60,6140,6.29,6.36,3.99
1.53,Premium,H,VVS2,62.8,57,12229,7.19,7.34,4.59
0.53,Premium,D,VS1,61.2,57.6,1965,5.23,5.25,3.2
0.62,Ideal,G,VS1,61.4,56.2,3024,5.68,5.72,3.52
2.08,Very Good,G,SI1,58.9,58.6,11137,8.28,8.36,4.91
0.44,Ideal,I,SI2,61.6,54.1,774,4.96,4.98,3.07
1.01,Premium,F,SI2,61,56,4319,6.45,6.42,3.97
1.66,Ideal,F,SI1,61.4,54.3,12616,7.66,7.64,4.69
0.58,Very Good,F,SI1,59.6,58.3,1732,5.41,5.34,3.25
0.88,Ideal,E,VS2,61.4,58.8,4939,6.24,6.25,3.82
2.42,Ideal,H,SI2,62.6,57.1,17582,8.47,8.41,5.34
1.15,Premium,H,SI1,62.4,57.7,4819,6.7,6.64,4.18
1.1,Very Good,E,I1,62.2,62.3,2681,6.33,6.39,3.99
0.51,Ideal,F,VS2,62.9,57.7,1622,5.1,5.08,3.19
0.77,Very Good,E,SI2,63.8,57,3253,5.7,5.84,3.73
0.51,Very Good,D,SI1,63.5,57.1,1371,5.05,5.1,3.22
1.51,Premium,G,VS2,61,60.5,10750,7.3,7.28,4.42
0.31,Premium,H,VVS1,62.6,56.9,756,4.29,4.24,2.67
1.05,Very Good,D,SI1,61.8,56.8,5081,6.55,6.59,4.07
1.16,Premium,E,SI2,61.9,56.1,5043,6.71,6.77,4.18
2.05,Premium,J,SI2,61.3,58.3,7742,8.08,8.14,5.01
0.53,Ideal,J,VS2,62.9,53.4,1500,5.48,5.15,3.52
0.59,Ideal,G,VS2,62.1,56.2,1840,5.41,5.38,3.37
1.01,Very Good,F,VS1,61.9,57.8,7175,6.38,6.44,3.99
0.72,Ideal,I,VS2,61.6,57.7,2989,5.71,5.73,3.5
0.7,Fair,D,SI1,66.5,56.6,2514,5.55,5.47,3.64
0.69,Ideal,G,VVS2,61.6,55.1,3522,5.78,5.89,3.68
0.6,Premium,E,VS2,62.4,57.7,2180,5.37,5.34,3.37
0.63,Ideal,I,VVS1,62.3,53.2,564,4.36,4.36,2.72
1.53,Premium,H,VS1,62.1,56,11300,7.35,7.27,4.54
0.75,Very Good,H,SI1,62,56.3,2759,5.85,5.88,3.6
0.3,Ideal,G,VS1,60.8,57.1,626,4.37,4.36,2.65
0.52,Ideal,D,VS1,62.8,58.2,1820,5.11,5.13,3.21
0.42,Ideal,D,VVS2,62.9,59.1,1341,4.78,4.77,2.99
1.21,Premium,I,VS2,61.8,61,6287,6.92,6.78,4.2
1.01,Ideal,E,VS2,61,57.2,10179,6.51,6.52,3.98
0.82,Very Good,E,SI1,61.3,57.6,2386,5.69,5.72,3.48
0.4,Ideal,I,VS2,61.9,56.9,866,4.74,4.77,2.91
0.5,Ideal,E,SI2,62.5,55.7,1167,5.09,5.09,3.16
1.39,Ideal,F,VS1,60.4,56.2,18080,7.27,7.25,4.35
0.5,Good,G,SI1,58.2,59.1,1311,5.25,5.26,3.02
