carat,cut,color,clarity,depth,table,price,x,y,z
0.44,Ideal,F,VS2,61.1,57.5,917,4.84,4.87,2.92
0.4,Premium,H,SI1,62.3,58.4,678,4.67,4.75,2.94
0.77,Very Good,F,VS2,62.9,57.9,3879,5.81,5.84,3.59
0.23,Very Good,E,VVS2,62.1,58.5,506,3.92,3.99,2.49
0.36,Premium,D,VS1,61.3,57.8,1105,4.6,4.56,2.76
1.11,Ideal,H,VVS1,62,57,11048,6.6,6.72,4.12
0.99,Premium,I,SI2,62.4,56.6,4091,6.35,6.29,3.95
2.01,Ideal,I,SI1,62.4,57.1,16810,8.08,8.01,5.03
0.3,Ideal,E,VS2,61.9,54.5,691,4.34,4.39,2.7
0.32,Premium,E,VS1,62.5,58.9,924,4.35,4.31,2.69
0.64,Very Good,D,SI1,61.5,59.6,2431,5.57,5.6,3.48
1,Ideal,F,I1,63.3,56.5,3517,6.33,6.34,3.98
0.35,Very Good,H,VS2,60.8,55.9,575,4.61,4.56,2.77
0.9,Premium,G,VS2,59.2,59,4173,6.24,6.21,3.69
1.73,Premium,H,VS2,58.8,59.8,11326,7.74,7.77,4.63
0.49,Ideal,G,VS2,61.5,55.8,1017,4.82,4.84,2.96
0.6,Very Good,G,SI1,63,59.3,1898,5.3,5.32,3.45
0.27,Very Good,H,VVS1,62.2,58.2,450,4.18,4.15,2.58
0.4,Good,F,SI1,63.4,57.5,1038,4.69,4.69,2.98
0.68,Very Good,I,VS1,61.3,62.4,1679,5.45,5.61,3.42
1.19,Very Good,H,SI1,59.5,58.5,5572,6.92,6.94,4.11
0.62,Ideal,E,SI1,62.3,55.5,1981,5.52,5.49,3.42
0.31,Ideal,F,VVS2,62.3,55.9,713,4.34,4.36,2.71
1.01,Ideal,E,VS2,61,58.4,5190,6.41,6.16,3.78
0.31,Premium,H,VVS2,62.4,57.2,875,4.35,4.32,2.7
1.07,Very Good,G,VVS1,62.1,59,6082,6.71,6.51,4.22
0.39,Ideal,D,VVS1,62,55.1,567,4.39,4.41,2.73
0.9,Very Good,H,SI2,63.2,54.7,3795,6.2,6.1,3.92
1.49,Good,G,SI1,63.5,58.4,9152,7.2,7.25,4.57
0.43,Premium,F,VS2,61.7,59.5,1077,4.84,4.83,2.97
1.55,Ideal,H,VS2,62.8,53.9,14719,7.45,7.52,4.65
2.13,Premium,I,SI2,59.9,58.7,14157,8.41,8.35,4.97
0.4,Very Good,F,SI1,62.7,57.1,733,4.68,4.74,2.96
0.5,Very Good,H,VVS2,63,55.2,1687,5.01,5.06,3.16
0.41,Premium,E,SI2,60.7,61,655,4.54,4.77,2.8
0.53,Ideal,F,VVS2,62.6,55.7,1975,5.29,5.54,3.22
0.92,Very Good,D,VS1,59.9,58.2,4183,6.29,6.39,3.84
1.52,Premium,G,SI1,61.2,58,9866,7.35,7.31,4.46
0.66,Ideal,D,SI2,61.3,57.1,1321,5.35,5.39,3.3
0.83,Very Good,H,SI1,64.4,58.9,3180,5.9,5.9,3.76
0.79,Ideal,I,SI2,61.7,55.8,2413,5.91,5.92,3.66
2.41,Very Good,J,SI2,63.4,56.1,14916,8.45,8.39,5.48
0.71,Very Good,E,VS2,62.5,56.2,2549,5.7,5.68,3.56
2.09,Premium,J,VS2,61.5,59.3,14319,8.18,8.3,5.05
0.76,Ideal,D,VS2,62,56.1,9807,7.01,6.8,4.19
1,Fair,D,VS2,67.7,56.8,5205,6.2,6.01,4.13
0.3,Ideal,I,VS1,61.8,57.4,421,4.22,4.23,2.61
0.52,Ideal,G,IF,61.8,56,2212,5.2,5.18,3.2
0.99,Very Good,G,SI1,60.1,58,3973,6.21,6.42,3.9
0.34,Very Good,E,SI1,59.1,58.2,548,4.56,4.6,2.69
0.9,Premium,G,VS1,59.6,59.8,3422,6.33,6.19,3.73
0.3,Ideal,F,VS2,61.1,56.5,827,4.38,4.38,2.67
1,Premium,F,VS2,61.8,59.2,5757,6.36,6.35,3.82
0.9,Good,G,SI2,64,55.1,4136,6.24,6.24,3.99
1.11,Ideal,G,VS2,60.9,56,6936,6.68,6.66,4.08
1.13,Good,E,SI2,60.3,62.3,4672,6.63,6.47,4.02
1.5,Premium,I,SI1,60,62.5,7759,7.27,7.21,4.35
0.41,Ideal,E,VS1,60.6,57.4,986,4.78,4.77,2.91
0.24,Very Good,E,VVS2,61.6,58.7,523,3.97,3.99,2.45
1.82,Premium,E,SI1,61.6,57.7,14286,7.6,7.63,4.74
0.75,Ideal,G,SI1,62.8,55.7,2038,5.63,5.71,3.63
0.5,Premium,H,VS1,60.9,58.6,1477,5.14,5.11,3.12
0.3,Ideal,F,VVS2,61.9,58.1,698,4.3,4.33,2.68
0.3,Good,E,VVS2,62.8,61.4,650,4.17,4.23,2.67
1.41,Premium,I,SI2,61.6,58,6388,7.1,7.19,4.47
1.05,Premium,E,SI2,61.5,60.5,4175,6.58,6.57,4.05
1.57,Premium,D,SI2,58.8,59.5,10372,7.63,7.54,4.49
