carat,cut,color,clarity,depth,table,price,x,y,z
0.67,Fair,G,VVS2,64.0,59.0,2797,5.57,5.51,3.49
0.41,Ideal,G,VVS1,60.0,57.0,777,5.07,4.86,2.93
0.55,Very Good,G,VS1,62.7,59.0,2949,5.7,5.03,3.31
1.02,Very Good,F,VVS2,62.9,56.0,7809,6.64,6.38,4.03
0.7,Ideal,E,VVS2,60.3,57.0,3243,5.8,5.88,3.48
0.7,Very Good,E,SI2,64.6,53.6,1957,5.72,5.69,3.75
0.3,Ideal,D,SI2,60.8,57.0,656,4.45,4.23,2.64
0.42,Ideal,G,VVS1,62.2,57.0,981,4.57,4.73,2.97
2.72,Premium,G,SI2,59.6,59.0,15480,7.6,7.95,4.74
1.46,Premium,D,SI2,59.9,59.0,3146,6.75,6.97,4.31
1.09,Very Good,E,SI1,60.0,58.0,7036,6.49,6.66,4.08
0.32,Ideal,I,SI1,61.8,56.0,464,4.45,4.4,2.71
0.41,Ideal,E,SI1,61.3,56.0,898,4.53,4.64,2.93
0.53,Ideal,I,VS2,61.6,57.0,1152,5.26,5.3,3.24
1.12,Very Good,F,VS1,62.3,55.0,9279,6.45,6.39,4.24
1.54,Premium,G,SI1,61.8,57.0,10317,7.5,7.37,4.59
0.68,Premium,E,VVS2,61.3,59.0,2789,5.81,5.65,3.47
1.03,Very Good,J,SI2,62.9,59.0,1853,6.41,6.52,4.11
1.02,Ideal,J,SI2,61.6,53.8,3589,6.42,6.89,4.14
1.17,Premium,G,SI2,63.5,59.0,4642,6.41,7.25,4.35
0.74,Ideal,F,VS2,62.0,57.0,2456,5.69,6.24,3.54
0.72,Very Good,F,SI2,60.5,57.0,2448,5.76,5.37,3.55
0.55,Premium,D,SI1,63.7,59.0,2459,5.24,5.1,3.27
1.11,Ideal,G,VS2,62.6,56.0,6483,6.57,6.57,4.18
1.92,Good,E,SI2,63.0,57.0,15925,7.61,7.87,5.09
0.25,Ideal,G,SI1,60.9,57.0,2578,5.29,5.37,3.11
0.28,Ideal,E,VVS2,62.4,57.0,669,4.17,4.21,2.61
1.11,Ideal,D,SI2,59.7,56.0,4318,6.59,6.74,4.02
1.0,Ideal,D,VS1,60.9,58.0,11524,6.33,6.46,3.94
1.0,Ideal,E,SI1,61.4,57.0,7018,6.57,6.57,4.05
0.58,Premium,J,SI1,60.0,59.0,3246,5.09,5.4,3.23
1.07,Ideal,H,VS1,61.5,56.0,8024,6.49,6.45,4.21
0.39,Ideal,E,VVS1,60.0,57.0,1554,4.83,4.89,2.9
1.09,Ideal,D,SI2,62.5,53.9,4369,6.64,6.52,4.13
0.75,Good,E,SI1,62.6,57.0,2338,5.92,5.82,3.72
0.72,Very Good,F,SI2,60.3,56.0,2328,5.84,6.19,3.72
1.1,Ideal,G,VS1,62.3,56.0,10395,6.5,6.67,4.1
0.54,Good,E,VVS1,63.1,55.0,2296,5.24,5.18,3.28
