carat,cut,color,clarity,depth,table,price,x,y,z
1.53,Very Good,H,SI1,61.2,56.0,10364,7.57,7.68,4.62
1.2,Premium,I,SI2,61.2,60.0,5355,6.83,6.85,4.18
0.54,Very Good,H,SI2,62.0,56.0,904,7.12,6.07,3.26
0.91,Good,H,VS2,58.9,62.5,4395,6.29,6.22,3.71
0.73,Ideal,F,VVS2,62.4,56.0,3785,5.85,5.89,3.63
1.56,Very Good,J,VS1,63.6,58.0,12694,7.35,7.37,4.65
0.43,Ideal,E,VS1,61.4,57.0,1277,5.25,4.88,2.79
0.57,Ideal,I,VS1,61.9,56.0,3011,6.08,5.96,3.55
0.99,Ideal,G,VVS2,63.3,56.0,5233,6.33,6.25,3.99
1.47,Very Good,I,VS2,60.8,58.0,15419,7.53,7.43,4.99
1.02,Good,E,SI1,63.4,56.0,4607,6.37,6.37,4.07
0.76,Ideal,F,VVS2,62.8,56.0,3954,5.79,5.84,3.64
0.73,Good,F,SI2,63.0,58.0,1709,5.82,6.04,3.63
1.23,Ideal,G,SI1,61.9,57.0,6637,7.23,6.82,4.2
0.51,Ideal,H,VS1,61.8,57.0,1542,5.12,5.16,3.17
0.39,Ideal,G,VS1,62.2,58.0,592,4.4,4.51,2.72
0.61,Good,E,SI1,65.2,56.0,1363,5.07,5.46,3.46
1.02,Very Good,E,SI2,61.9,60.0,5716,6.52,6.5,4.02
0.32,Good,I,VVS2,63.6,56.0,510,4.33,4.37,2.84
0.56,Good,H,VS2,62.7,58.0,1529,5.18,5.23,3.08
0.34,Premium,G,VS1,61.1,58.0,991,4.49,4.47,2.74
0.57,Very Good,G,VS1,63.1,58.0,1588,5.15,5.18,3.3
0.73,Ideal,G,VS1,62.7,56.0,2915,5.77,5.72,3.59
0.94,Very Good,H,SI2,66.3,56.0,2588,5.78,5.76,3.58
1.0,Very Good,F,SI1,60.4,56.0,5699,6.36,6.43,3.87
0.32,Very Good,E,VS2,62.2,60.0,704,4.33,4.46,2.71
0.53,Good,E,SI2,64.5,58.0,1113,5.28,5.28,3.28
0.41,Good,D,SI1,62.9,62.4,870,4.69,4.68,2.94
0.41,Very Good,E,SI1,60.5,56.0,1956,5.6,5.75,3.39
2.0,Ideal,I,VS1,60.4,57.0,16514,7.37,8.11,4.85
0.72,Good,D,SI2,63.2,58.0,3480,5.62,6.08,4.06
0.35,Ideal,I,VS2,61.0,59.0,495,4.61,4.34,2.74
1.8,Good,E,SI1,61.3,60.0,12255,7.92,7.99,4.77
1.57,Good,G,VVS2,61.0,56.0,15268,7.37,7.41,4.53
1.01,Premium,H,SI1,59.9,60.0,4613,6.55,6.38,3.88
0.43,Ideal,G,VS1,60.9,57.0,895,4.83,4.87,2.92
0.71,Fair,I,SI1,67.3,56.0,2964,6.32,6.13,3.64
1.23,Good,H,SI2,58.7,62.7,4714,7.38,7.01,4.11
1.0,Very Good,H,SI1,60.4,58.0,3621,6.47,6.51,3.98
0.34,Premium,E,VS2,61.8,59.0,912,5.07,4.49,2.77
2.02,Premium,I,SI2,62.4,58.0,10814,7.25,7.36,4.56
0.44,Premium,G,SI1,60.8,58.0,768,4.89,4.85,2.99
0.76,Very Good,H,VVS2,61.5,58.0,2867,5.88,5.83,3.61
0.51,Very Good,E,SI1,61.3,61.9,1695,5.16,5.21,3.13
0.31,Very Good,E,SI1,63.3,58.0,720,4.54,4.53,2.88
0.55,Very Good,J,VS1,62.6,57.0,2620,6.45,6.44,4.25
0.35,Ideal,G,VVS2,62.7,56.0,792,4.85,4.38,2.81
1.2,Premium,H,VVS2,61.4,57.0,8857,7.41,7.31,4.24
1.03,Ideal,I,VS2,64.6,57.0,4325,6.15,6.18,4.06
0.41,Very Good,G,VVS2,61.6,60.0,1649,4.73,4.7,2.89
1.0,Very Good,J,SI2,62.2,60.0,2719,6.4,6.18,3.94
0.37,Ideal,D,SI1,62.9,57.0,866,4.42,4.51,2.84
1.1,Ideal,I,SI1,61.9,56.0,5443,6.85,6.57,4.02
1.97,Fair,H,SI2,64.4,56.0,7935,4.84,4.87,5.06
0.8,Premium,D,SI2,61.5,57.0,4297,5.91,6.01,3.86
1.52,Ideal,G,VS1,62.2,56.0,12098,7.12,7.39,4.54
1.51,Good,I,VS1,63.6,62.2,10019,7.11,7.04,4.28
1.53,Premium,I,VS1,62.9,58.0,7765,7.14,7.17,4.52
0.39,Ideal,G,VS1,61.2,56.0,839,4.58,4.62,2.88
0.55,Ideal,E,SI1,62.9,56.0,1079,4.98,5.06,3.27
0.33,Ideal,I,VS1,62.0,57.0,436,4.22,4.29,2.74
1.31,Fair,J,VS2,66.0,56.0,3000,6.38,6.57,4.07
2.04,Ideal,H,SI2,61.4,57.0,12939,8.18,8.04,4.97
0.32,Ideal,D,VS1,61.9,57.0,1892,4.4,4.36,2.71
1.19,Premium,G,SI2,61.5,59.0,5314,6.87,6.75,4.16
1.07,Very Good,H,SI1,63.0,60.0,4711,6.63,6.6,4.17
1.01,Very Good,D,VVS2,62.8,59.0,10478,6.45,6.4,4.04
0.79,Ideal,E,SI2,60.0,57.0,3034,5.92,5.72,3.58
1.5,Premium,E,VS1,60.4,59.0,15181,7.39,7.55,4.52
0.3,Very Good,H,SI1,62.9,57.0,559,4.36,4.33,2.7
1.64,Fair,E,SI1,67.4,58.0,751,4.86,4.88,2.99
0.43,Very Good,G,VVS2,62.0,58.0,770,4.94,4.76,3.0
0.32,Premium,D,SI2,61.9,58.0,991,4.23,4.3,2.68
1.01,Good,F,VS2,63.7,57.0,6152,6.46,6.39,4.11
0.58,Very Good,F,SI1,60.6,56.0,1249,5.21,5.34,3.23
0.34,Premium,E,SI1,58.9,57.0,1222,4.46,4.73,2.57
0.52,Ideal,G,VVS2,62.1,56.0,2450,5.16,5.15,3.21
1.02,Good,D,SI2,63.0,56.0,5710,6.32,6.41,4.08
1.03,Premium,F,VS2,62.0,58.0,6119,6.55,6.43,4.0
0.98,Good,E,SI2,69.2,62.3,2380,5.71,5.72,3.58
0.99,Ideal,H,SI2,61.3,56.0,4819,7.35,6.86,4.17
0.55,Premium,G,VS1,59.3,57.0,2531,5.49,5.25,3.17
0.7,Very Good,F,VVS2,61.2,61.0,3556,5.8,5.82,3.54
1.23,Premium,H,SI1,62.0,57.0,5775,7.0,6.86,4.32
0.41,Premium,E,SI2,63.2,60.0,713,4.96,4.7,2.97
0.32,Ideal,G,VVS2,61.7,56.0,689,4.44,4.47,2.74
1.02,Very Good,J,VS2,62.1,56.0,3450,6.37,6.39,3.63
1.02,Ideal,F,VVS1,59.2,56.0,11478,6.47,6.67,3.82
1.01,Premium,J,VS2,61.1,58.0,4601,6.47,6.4,3.92
0.28,Good,E,SI1,71.7,60.0,579,4.3,4.33,2.66
1.02,Very Good,H,VS2,59.7,58.0,4840,6.4,6.57,3.89
1.0,Good,D,VVS2,63.2,56.0,8426,6.36,6.38,4.11
0.7,Fair,H,SI2,68.7,57.0,1674,5.57,5.84,3.93
0.32,Ideal,G,VS2,61.8,56.0,641,4.4,4.6,2.69
1.02,Ideal,F,SI2,60.7,56.0,5545,6.55,6.58,3.96
1.04,Ideal,H,SI2,60.7,56.0,4922,6.78,6.63,4.03
0.3,Premium,E,SI1,63.0,59.0,987,4.26,4.24,2.73
0.42,Good,H,VS2,64.0,56.0,692,4.74,4.72,3.0
2.03,Ideal,I,SI2,60.4,57.0,15277,7.45,8.2,4.97
0.31,Ideal,D,VS1,62.1,56.0,843,4.38,4.39,2.7
0.89,Fair,H,SI1,63.6,57.0,3045,5.94,5.96,3.89
1.09,Ideal,D,SI2,60.7,57.0,5630,6.62,6.87,4.1
0.42,Ideal,H,VVS2,61.9,57.0,1403,4.44,4.36,2.71
