carat,cut,color,clarity,depth,table,price,x,y,z
1.01,Premium,D,VS2,57.6,59.0,8959,6.98,7.19,3.99
1.1,Ideal,E,VS1,61.7,56.0,12719,6.53,6.51,4.01
1.01,Good,I,SI1,59.9,60.0,4478,6.54,6.56,3.92
0.28,Premium,F,VVS2,61.1,59.0,2430,5.02,4.06,3.87
0.33,Premium,H,VS1,62.7,58.0,834,4.41,4.75,2.77
0.35,Very Good,E,SI2,59.8,60.0,888,4.51,4.6,4.18
0.74,Ideal,E,VVS2,63.1,56.0,4834,5.77,5.71,3.64
0.38,Good,E,SI1,58.7,60.0,1008,4.81,4.74,2.81
0.34,Ideal,G,VS2,60.5,56.0,588,4.47,4.34,2.73
0.4,Very Good,E,VS2,60.1,58.0,15628,4.79,4.84,2.95
2.05,Premium,I,VS2,59.8,59.0,9320,7.38,8.29,4.45
0.71,Premium,D,SI1,63.3,62.1,637,4.47,4.2,2.7
0.99,Very Good,I,SI2,63.0,60.0,5976,6.52,6.13,3.93
0.69,Very Good,I,VVS2,60.8,60.0,887,5.63,5.77,3.44
0.49,Premium,G,SI1,60.6,60.0,951,4.92,5.22,3.1
0.74,Very Good,H,VS1,62.7,56.0,2480,4.95,5.88,3.65
2.12,Premium,I,SI2,62.7,59.0,11241,7.48,7.64,4.66
0.73,Very Good,E,VVS2,62.4,56.0,4921,5.72,5.74,3.58
0.41,Good,E,VS2,63.8,59.0,955,4.68,4.65,2.98
0.75,Ideal,F,SI2,60.5,56.0,2775,6.01,5.99,3.64
0.72,Very Good,I,VVS2,60.1,62.6,2033,5.79,5.86,3.49
0.32,Ideal,E,VVS2,62.3,56.0,1187,4.39,4.45,2.75
0.54,Very Good,H,SI1,60.2,56.0,1348,5.22,5.32,3.17
1.01,Very Good,G,VS2,59.4,56.0,5911,6.72,6.67,3.92
0.7,Good,E,VVS2,64.1,56.0,4867,6.1,6.12,3.61
1.07,Very Good,G,VS2,58.0,56.0,7098,6.5,6.72,4.06
1.03,Very Good,F,VS1,62.8,57.0,7963,6.77,6.61,4.14
0.76,Very Good,E,VS2,60.5,59.0,4136,5.7,5.89,3.65
1.5,Good,E,SI2,62.7,60.0,4184,6.92,6.94,4.4
0.27,Ideal,E,VS1,61.3,56.0,549,4.34,4.4,2.69
1.02,Ideal,D,SI1,61.0,57.0,7368,6.48,6.64,4.01
2.01,Premium,E,SI2,62.8,60.0,16898,7.5,7.71,4.79
1.49,Ideal,G,VVS2,62.9,56.0,10145,6.88,7.2,4.52
0.32,Very Good,G,VS1,60.6,58.0,970,4.54,4.34,2.7
0.49,Very Good,G,VS1,61.8,58.0,897,5.01,5.51,3.16
0.74,Ideal,H,SI1,61.7,56.0,2202,5.86,5.8,3.56
0.74,Premium,H,VS2,61.0,58.0,2391,5.74,5.83,3.52
0.75,Good,I,SI2,63.7,56.0,1541,5.66,5.61,3.62
1.28,Ideal,G,VS2,61.8,56.0,10228,6.91,6.95,4.38
0.76,Very Good,H,VS1,61.4,56.0,3105,5.77,5.76,3.55
1.0,Very Good,E,SI1,61.4,57.0,6852,6.6,6.58,4.01
0.72,Premium,D,SI1,61.3,59.0,2961,5.96,5.74,3.54
0.73,Good,H,VVS2,63.0,58.0,905,4.34,4.31,2.81
0.44,Very Good,D,VS2,59.9,60.0,15391,4.93,4.97,3.0
0.7,Fair,J,SI2,60.8,57.0,1953,5.92,5.66,3.62
0.31,Ideal,E,VVS2,62.9,56.0,907,4.42,4.37,2.77
0.43,Ideal,J,SI1,61.6,57.0,964,4.87,4.82,2.97
