carat,cut,color,clarity,depth,table,price,x,y,z
1.49,Premium,G,IF,60.5,59.0,16660,7.03,6.48,3.92
0.37,Very Good,F,VS1,61.9,57.0,697,4.62,4.65,2.93
1.09,Ideal,I,VS1,62.2,57.0,5571,6.66,6.74,4.19
0.77,Ideal,F,SI2,59.7,56.0,3140,6.32,6.23,3.98
1.03,Very Good,G,VS1,64.3,57.0,6801,6.45,6.47,4.26
0.9,Premium,H,VS2,62.6,57.0,3964,6.03,6.12,3.87
0.71,Ideal,I,SI1,61.8,55.0,2254,5.74,5.77,3.56
0.56,Premium,E,SI2,62.5,58.0,1043,5.11,5.13,3.22
0.4,Good,G,VS1,64.8,63.9,1231,4.76,4.72,2.91
1.01,Very Good,H,VS1,63.5,56.0,8984,6.35,6.38,4.02
0.31,Ideal,D,VS2,62.1,57.0,891,4.37,4.4,2.72
0.72,Ideal,E,SI2,62.6,56.0,2184,5.6,5.58,3.51
0.51,Ideal,G,VVS1,60.5,55.0,1595,5.14,5.28,3.14
0.89,Good,H,SI1,63.5,59.0,3028,6.32,6.14,3.84
0.68,Very Good,G,VS1,62.7,59.0,3290,5.56,5.82,3.47
0.5,Ideal,E,VS2,62.4,56.0,1750,5.12,5.0,3.16
0.32,Good,E,VS2,57.2,59.7,936,4.41,4.36,2.58
0.72,Very Good,G,VVS2,60.9,56.0,3036,5.73,5.73,3.5
1.95,Very Good,H,VS2,62.2,59.0,10787,7.41,7.51,4.65
1.02,Premium,D,SI2,60.6,56.0,4129,6.39,6.32,3.8
0.52,Good,E,SI1,63.4,56.0,931,5.18,5.19,3.27
0.44,Very Good,E,VS1,61.2,56.0,1504,4.75,4.8,2.99
1.3,Ideal,J,VVS1,62.4,57.0,9379,7.3,7.47,4.54
1.18,Very Good,J,SI2,63.5,59.0,4776,6.57,6.65,4.12
0.71,Premium,F,VS2,61.5,58.0,2277,5.76,5.75,3.55
1.11,Very Good,H,SI2,61.1,59.0,2427,6.4,6.44,3.93
0.4,Ideal,G,VS1,60.7,58.0,1006,5.05,4.81,2.94
1.33,Very Good,G,SI2,59.7,58.0,5584,6.88,7.03,4.22
0.41,Premium,E,VS1,61.3,59.0,887,4.76,4.73,2.88
1.03,Good,J,SI2,61.9,58.0,2821,5.9,6.53,4.02
0.41,Ideal,D,SI1,61.7,55.0,876,4.57,4.82,2.95
1.5,Very Good,H,VS1,63.1,56.0,12897,7.1,7.31,4.6
0.91,Very Good,I,VS2,59.9,59.0,3071,6.12,6.31,3.78
0.42,Ideal,G,VVS1,62.6,56.0,856,4.75,4.75,3.0
1.02,Premium,G,VS2,59.9,59.0,7609,6.92,6.75,4.07
1.19,Very Good,H,SI2,59.9,58.0,3028,6.95,6.91,4.18
0.51,Very Good,E,SI1,62.4,58.0,1073,5.16,5.2,3.25
1.01,Very Good,I,VS2,62.1,58.0,3666,6.49,6.29,3.88
0.4,Very Good,I,VS2,59.1,59.0,16830,4.82,4.86,2.8
0.32,Premium,G,VS1,59.0,59.0,863,4.42,4.4,2.61
0.43,Ideal,G,VS1,60.8,56.0,867,4.92,4.84,2.94
0.51,Ideal,D,VS2,61.0,56.0,2947,5.17,5.12,3.11
0.71,Good,E,SI2,65.1,56.0,3389,5.63,5.55,3.56
1.22,Very Good,D,SI2,61.5,59.0,15831,7.98,8.24,5.0
0.29,Premium,G,VVS1,61.6,59.0,2094,5.73,5.7,2.66
1.01,Ideal,D,SI1,62.8,56.0,5483,6.42,6.17,3.95
0.41,Ideal,E,VS2,62.8,56.0,1175,4.68,4.65,2.87
0.33,Very Good,G,VS1,59.3,59.0,964,4.64,4.57,2.68
2.03,Premium,J,VS1,61.3,59.0,13478,8.18,8.11,5.02
0.52,Good,F,SI1,60.1,56.0,1490,5.17,5.14,3.36
0.49,Premium,D,SI1,60.3,55.0,3051,5.14,5.1,3.09
1.8,Premium,D,SI2,60.3,59.0,17688,7.58,4.44,2.64
0.28,Premium,H,VS1,61.4,58.0,606,4.36,4.3,2.61
1.04,Very Good,E,VVS2,59.1,59.0,18823,6.65,6.74,3.82
0.46,Ideal,D,SI2,62.0,56.0,459,4.74,4.58,2.93
0.91,Premium,H,SI2,61.8,59.0,4228,6.26,6.32,3.9
0.7,Ideal,D,VS1,59.3,58.0,3030,5.89,6.03,3.59
1.02,Ideal,F,SI2,62.0,56.0,7977,6.45,6.24,3.9
0.31,Very Good,I,SI2,62.9,53.8,411,4.22,4.45,2.79
1.66,Premium,J,VS2,62.4,57.0,4633,6.66,6.64,4.2
0.53,Ideal,G,VVS2,62.8,55.0,2182,5.09,5.1,3.23
1.52,Premium,H,VS1,61.6,59.0,14485,7.35,7.41,4.6
1.03,Premium,E,SI2,58.4,59.0,3226,6.88,6.78,3.84
0.43,Ideal,D,SI1,61.7,59.0,963,4.66,4.96,2.94
0.55,Ideal,G,VVS2,61.1,56.0,2518,5.32,5.32,3.25
0.69,Very Good,D,VVS1,62.9,56.0,4405,5.74,5.73,3.6
0.89,Very Good,F,SI1,65.2,59.0,3993,6.0,5.84,4.13
0.48,Premium,G,VVS2,61.0,59.0,2193,4.82,5.06,2.5
0.56,Very Good,E,VS2,62.3,58.0,2463,5.61,5.25,3.28
0.54,Premium,E,VS2,60.2,60.0,1675,5.31,5.35,3.2
0.51,Ideal,G,VS1,61.5,56.0,2231,5.27,5.22,3.21
0.31,Very Good,D,SI2,63.1,59.0,430,4.34,4.31,2.7
1.45,Good,J,IF,61.3,59.0,5132,6.54,6.75,4.61
0.71,Ideal,G,VVS2,63.1,56.0,2791,5.73,5.72,3.58
1.5,Very Good,I,SI1,61.3,59.0,6863,7.17,7.19,4.45
0.39,Premium,E,VS1,62.5,59.0,979,4.62,4.76,2.94
