carat,cut,color,clarity,depth,table,price,x,y,z
1.62,Premium,I,VS1,61.2,58.0,16903,7.92,7.57,4.86
0.48,Fair,E,SI1,54.5,56.0,1052,5.11,5.04,3.24
0.26,Very Good,E,SI2,63.8,56.0,811,4.31,4.18,2.7
1.46,Ideal,D,SI2,60.7,56.0,11353,7.29,7.45,4.37
0.57,Premium,F,SI2,59.2,58.0,1485,5.26,5.5,3.22
0.92,Premium,I,VS2,59.4,59.0,4009,6.62,6.57,3.86
0.38,Ideal,G,VS1,61.1,57.0,1062,4.74,4.79,2.91
0.56,Very Good,G,VVS2,62.1,56.0,3270,5.06,5.23,3.28
0.73,Ideal,D,SI2,63.0,56.0,1697,5.61,5.67,3.57
2.02,Very Good,D,SI2,57.6,56.0,10568,8.07,8.23,4.68
1.05,Ideal,G,IF,61.4,56.0,14031,6.89,6.75,4.54
0.9,Premium,I,VS2,61.0,60.0,3109,6.26,6.16,3.74
0.74,Premium,F,VS2,61.1,58.0,2561,5.8,5.79,3.57
0.47,Ideal,G,VVS1,60.8,56.0,1151,5.28,5.26,3.18
0.31,Ideal,E,SI1,60.6,57.0,624,4.29,4.36,2.6
1.4,Ideal,I,VS2,62.0,56.0,7743,7.39,7.36,4.71
1.04,Ideal,I,VS1,62.0,56.0,8058,7.33,7.19,4.52
0.51,Very Good,G,VVS2,60.1,58.0,1470,5.27,5.37,3.18
1.01,Ideal,F,SI2,60.7,58.0,4000,6.6,6.55,3.93
0.32,Premium,D,SI1,60.4,58.0,632,4.4,4.26,2.63
1.33,Very Good,G,VVS2,58.7,59.0,1869,5.3,5.28,3.29
1.1,Good,H,SI2,70.9,56.0,4122,6.43,6.58,4.12
0.74,Premium,I,SI1,63.0,58.0,16264,5.97,6.24,3.62
1.52,Premium,I,VS2,62.3,59.0,9912,7.32,7.36,4.65
1.98,Very Good,I,VS1,59.2,58.0,15650,7.84,7.54,4.88
0.52,Ideal,F,VVS1,62.2,56.0,1688,5.13,5.2,3.21
1.15,Very Good,I,VS1,60.3,58.0,5337,6.78,6.71,4.09
1.17,Premium,I,VS2,61.3,59.0,4499,6.83,6.77,4.2
0.74,Ideal,G,VS2,60.6,59.5,2624,5.95,5.55,3.51
0.32,Premium,E,SI1,60.4,58.0,725,4.46,4.45,2.7
0.41,Premium,E,SI1,63.1,57.0,1034,4.69,4.63,3.04
0.32,Ideal,D,SI1,61.4,56.0,2748,4.67,4.54,2.68
0.4,Very Good,E,VS1,62.9,56.0,911,4.94,4.91,2.96
0.67,Ideal,G,VS1,62.2,56.0,2707,5.72,5.74,3.64
1.22,Ideal,D,SI2,59.2,58.1,4926,6.84,6.92,4.3
1.34,Ideal,J,VS1,62.1,56.0,8430,7.23,6.75,4.18
0.8,Ideal,G,SI1,61.7,56.0,2871,5.96,5.94,3.67
0.36,Very Good,D,VVS2,63.0,56.0,982,5.01,4.78,2.9
0.49,Very Good,E,VS2,62.2,59.0,845,4.43,4.66,2.92
0.29,Ideal,G,VVS2,61.6,58.0,835,4.29,4.34,2.66
0.55,Premium,I,VS1,63.1,57.0,2268,5.37,5.67,3.35
1.02,Very Good,I,I1,60.9,58.0,2284,6.6,6.65,4.24
1.57,Premium,I,VS1,59.2,59.0,14175,7.36,7.58,4.62
1.66,Ideal,F,SI2,60.2,58.0,8188,7.37,7.59,4.53
1.03,Premium,D,SI1,60.7,62.2,5418,6.33,6.36,3.88
1.16,Very Good,J,I1,61.9,56.0,3980,6.54,6.55,4.3
