carat,cut,color,clarity,depth,table,price,x,y,z
1.02,Ideal,F,SI1,64.0,56.0,4545,6.16,6.19,4.13
1.61,Very Good,H,SI2,62.4,59.0,515,4.43,4.07,2.74
0.4,Good,F,VS1,60.7,62.3,866,4.75,4.76,3.0
0.38,Ideal,G,VVS2,62.0,56.0,858,4.58,4.58,2.95
0.37,Ideal,G,VVS2,62.6,56.0,854,4.71,4.75,2.75
0.69,Ideal,G,SI1,62.2,56.0,2477,5.74,5.67,3.52
0.7,Very Good,I,SI1,61.5,56.0,2571,5.88,5.91,3.36
0.74,Premium,G,VVS2,62.9,58.0,1008,4.42,4.43,2.81
1.31,Very Good,G,VVS2,60.6,59.0,9021,6.93,6.93,4.13
2.07,Ideal,I,SI2,61.7,56.0,11546,8.03,8.25,5.07
0.72,Very Good,I,SI2,61.3,56.0,2103,5.63,5.68,3.48
0.42,Ideal,G,VVS1,63.1,56.0,869,4.68,4.71,2.9
1.36,Good,G,VVS2,63.6,57.0,8661,6.66,6.5,4.19
1.01,Good,E,SI1,58.5,56.0,6696,6.71,6.69,3.91
0.52,Ideal,G,VVS2,59.5,56.0,2342,5.16,5.38,3.41
0.42,Premium,E,VS2,61.5,62.3,915,4.9,4.79,2.96
0.42,Ideal,G,SI1,62.3,58.0,998,5.07,4.77,2.96
0.49,Ideal,G,VS2,61.9,56.0,2193,5.23,5.06,3.13
0.41,Ideal,D,SI1,61.3,56.0,1143,4.82,4.57,2.91
1.16,Premium,E,SI1,61.3,58.0,9076,6.8,6.82,3.79
0.68,Good,G,VVS2,63.1,58.0,3266,5.64,5.66,3.54
0.71,Premium,I,SI1,61.5,60.0,2735,5.63,5.7,3.49
0.31,Premium,E,VVS2,61.3,60.0,881,4.34,4.42,2.68
0.44,Premium,D,SI1,59.6,61.0,679,4.4,4.69,2.55
1.01,Ideal,H,SI1,61.8,56.0,4743,6.54,6.73,4.16
0.31,Ideal,G,VVS2,61.7,57.0,911,4.35,4.36,2.7
0.57,Premium,H,SI2,62.4,58.0,1653,6.66,6.77,4.25
0.28,Very Good,G,VVS2,58.7,56.0,657,4.39,4.36,2.55
0.9,Good,E,SI2,67.6,59.0,2653,5.94,6.02,3.84
0.71,Premium,F,SI2,60.4,57.0,2311,5.79,5.65,3.46
0.55,Premium,D,VS2,61.2,59.0,971,5.21,5.22,3.2
0.34,Premium,G,VVS1,62.7,59.0,1517,4.5,4.58,2.81
0.3,Good,G,VVS2,62.7,56.0,880,4.4,4.36,2.82
1.98,Good,I,SI2,58.4,62.3,12718,7.93,8.24,4.78
0.49,Very Good,E,VS2,61.0,56.0,1066,5.16,5.08,3.12
1.16,Good,G,IF,65.2,58.0,15540,6.29,7.24,4.28
0.92,Premium,E,VVS1,62.3,59.0,8220,6.42,6.16,3.83
1.2,Very Good,I,VS2,62.8,59.0,7524,6.75,6.6,4.27
0.42,Ideal,G,VS2,61.7,57.0,885,4.76,4.8,2.96
0.69,Very Good,D,SI2,62.1,58.0,4028,5.66,6.29,3.92
0.75,Very Good,G,VS1,62.4,59.0,3525,5.73,5.61,3.56
1.02,Very Good,E,SI2,59.2,56.0,4459,6.53,6.73,3.9
0.29,Ideal,H,VVS1,61.5,57.0,729,4.32,4.29,2.64
1.16,Very Good,H,SI2,61.6,56.0,5553,7.14,7.17,4.19
0.41,Good,D,SI2,64.1,56.0,629,4.68,4.6,3.03
1.11,Premium,I,SI2,62.6,59.0,4223,7.18,7.17,4.25
1.01,Premium,G,SI1,64.4,59.0,4339,6.35,6.32,4.11
0.41,Ideal,D,SI1,62.6,57.0,784,4.5,4.69,2.95
0.41,Very Good,G,VS1,62.8,56.0,830,4.71,4.73,2.98
1.01,Premium,D,SI1,63.3,58.0,6129,6.35,6.17,4.04
1.01,Premium,H,VS2,60.0,58.0,4490,6.59,6.44,3.88
0.27,Ideal,E,VVS2,60.4,56.0,943,4.37,4.27,2.56
0.43,Ideal,G,VVS1,62.2,56.0,2029,5.43,4.75,2.97
0.32,Ideal,G,VVS2,63.2,56.0,827,4.19,4.31,2.76
0.4,Premium,G,VS2,60.6,59.0,739,4.76,4.82,2.92
1.52,Ideal,I,SI2,61.5,57.0,7552,7.27,7.37,4.54
0.33,Ideal,H,VS1,61.1,56.0,771,4.36,4.44,2.7
2.01,Ideal,H,SI1,61.6,57.0,782,4.85,4.82,2.97
0.69,Ideal,G,IF,62.2,57.0,3770,5.73,5.52,3.51
0.7,Very Good,E,VS2,61.8,59.0,3146,5.7,5.82,3.61
0.43,Ideal,G,VVS2,59.9,56.0,1065,5.26,4.73,2.9
0.56,Ideal,I,SI2,60.9,58.0,2646,5.74,5.59,3.61
0.54,Very Good,D,SI1,62.2,57.0,1179,5.27,5.23,3.24
0.94,Ideal,D,SI2,60.5,57.0,4355,6.41,6.47,3.75
0.72,Ideal,F,VS1,60.6,56.0,2429,5.81,6.01,3.43
1.2,Very Good,J,SI2,61.5,56.0,1668,5.14,5.21,3.2
0.3,Very Good,D,VS2,62.9,56.0,737,4.38,4.42,2.74
1.16,Ideal,I,VS2,62.6,58.0,6076,6.89,6.78,4.3
1.55,Ideal,G,SI1,62.7,56.0,12759,8.13,7.56,4.73
0.43,Ideal,G,SI1,63.1,56.0,874,4.91,4.64,3.04
0.52,Ideal,D,VS2,60.2,56.0,930,5.22,5.21,3.08
1.73,Ideal,I,SI2,62.4,56.0,9451,8.07,7.49,4.66
1.11,Ideal,I,VS2,60.5,57.0,5603,6.61,6.69,4.03
