carat,cut,color,clarity,depth,table,price,x,y,z
1.16,Fair,H,SI2,62.9,60.8,2886,6.55,6.49,4.1
0.37,Ideal,E,SI1,61.8,56.0,1860,5.74,4.78,2.86
0.34,Premium,G,VVS2,61.9,58.0,958,4.48,4.47,2.77
0.41,Good,G,VS2,62.2,56.3,722,4.73,4.72,2.96
1.09,Premium,E,SI1,60.7,60.0,5987,6.52,6.6,3.98
1.05,Very Good,H,VS2,61.5,59.0,4994,6.74,6.65,3.92
0.54,Very Good,G,VVS2,62.8,57.0,2901,5.96,5.77,3.47
1.54,Very Good,H,SI1,62.7,58.0,8970,7.18,7.41,4.64
1.12,Very Good,G,VS2,63.3,58.0,5568,6.64,6.49,4.13
0.73,Premium,F,SI2,62.5,58.0,2908,5.78,5.77,3.62
0.71,Ideal,G,VVS2,62.4,56.0,3485,5.75,5.7,3.55
2.31,Ideal,I,SI1,61.7,54.0,17762,7.53,7.99,4.87
0.5,Ideal,E,SI2,61.5,56.0,1118,5.3,5.08,3.13
0.36,Ideal,H,SI2,62.5,57.0,617,4.54,4.48,3.01
0.94,Very Good,G,VVS2,60.9,56.0,5756,6.55,6.45,3.77
0.37,Fair,H,VVS1,65.8,58.0,1286,4.56,4.73,3.12
0.34,Very Good,G,VVS2,61.4,57.0,939,5.2,4.82,2.74
0.4,Ideal,G,VS2,61.8,57.0,1302,4.67,4.69,2.92
0.32,Ideal,G,VVS1,61.5,55.0,843,4.46,4.51,2.75
0.42,Premium,G,SI1,63.3,58.0,1005,4.94,4.75,3.01
0.33,Premium,D,SI1,60.4,58.0,976,5.11,4.44,2.92
1.5,Ideal,G,VS2,60.9,57.0,9847,7.07,7.44,4.51
1.62,Good,G,VS1,62.9,58.0,12263,7.44,7.52,4.36
2.22,Good,H,SI2,62.8,54.3,12182,8.55,8.49,5.29
1.18,Ideal,H,VS2,61.5,54.4,9893,6.63,7.48,4.61
0.76,Very Good,E,SI2,63.7,56.0,3482,6.09,5.78,3.69
1.51,Very Good,G,VS2,60.1,58.0,9362,7.45,7.35,4.37
0.68,Very Good,I,SI1,62.6,55.7,3287,6.07,5.8,4.12
0.77,Ideal,E,VS2,62.6,56.0,2837,5.84,5.84,3.65
0.31,Premium,F,VS1,62.2,58.0,871,4.44,4.48,2.81
0.56,Premium,H,SI1,61.9,58.0,857,5.34,5.34,3.29
0.31,Ideal,E,VVS2,60.0,57.0,943,4.37,4.33,2.6
0.39,Ideal,E,VS1,60.9,56.0,737,4.92,4.62,2.87
0.37,Premium,F,VS2,61.2,58.0,857,4.7,4.63,2.83
0.92,Premium,H,SI2,61.1,60.0,3312,6.11,6.14,3.79
0.66,Ideal,E,SI1,61.6,57.0,2653,5.61,5.73,3.49
1.01,Very Good,E,SI2,62.4,58.0,4152,6.46,6.35,3.97
0.52,Premium,G,VS1,60.0,58.0,2667,5.3,5.58,3.46
0.41,Ideal,E,SI1,62.3,55.0,990,4.77,4.87,3.03
0.89,Good,F,SI2,59.9,60.0,3534,6.28,6.21,3.7
0.3,Good,H,VS1,61.4,58.0,726,4.65,4.28,2.65
0.35,Premium,H,VS2,62.6,58.0,769,4.49,4.4,2.8
0.74,Ideal,E,SI2,61.6,57.0,2010,5.64,5.64,3.52
0.89,Very Good,H,VS2,62.7,59.0,4343,6.32,6.26,3.57
0.31,Very Good,G,VVS2,59.5,59.0,946,4.39,4.34,2.55
0.38,Ideal,H,SI1,62.7,57.0,721,4.62,4.52,2.97
0.27,Ideal,E,VS2,64.0,56.0,540,3.88,3.97,2.62
0.33,Ideal,H,VS1,61.3,54.0,756,4.42,4.38,2.67
1.01,Very Good,F,VS2,61.5,57.0,5840,6.47,6.5,3.99
0.73,Ideal,E,SI2,61.6,56.0,4229,5.85,5.77,3.56
0.56,Ideal,E,VS2,61.5,59.0,1586,5.52,5.2,3.21
0.33,Ideal,D,SI1,63.3,55.0,788,4.41,4.15,2.81
0.79,Very Good,E,SI1,62.7,57.0,2684,5.75,5.76,3.65
0.29,Premium,H,VS1,62.8,58.0,564,4.37,4.68,2.7
0.8,Very Good,E,SI1,60.5,57.0,5712,6.54,6.7,4.02
1.02,Good,H,VVS1,63.2,56.0,5957,6.52,6.49,4.09
0.69,Good,E,VVS2,63.5,58.0,2428,5.56,5.6,3.53
0.43,Premium,G,VVS2,61.0,58.0,1888,4.78,4.81,2.96
0.52,Premium,G,VS1,60.2,59.0,2798,5.62,5.18,3.41
0.51,Very Good,G,VVS2,61.6,58.0,2361,5.08,5.13,3.15
0.52,Premium,G,VVS2,61.9,58.0,2033,5.12,5.11,3.15
0.3,Very Good,G,VS2,61.7,56.0,929,4.36,4.35,2.68
0.41,Very Good,G,VS1,62.2,58.0,646,4.72,4.73,2.94
0.39,Premium,G,VS1,64.1,58.0,1448,4.61,4.94,3.23
0.72,Ideal,E,SI1,60.1,57.0,3205,5.92,5.83,3.54
0.31,Premium,G,VS1,61.3,58.0,814,4.35,4.35,2.68
1.03,Very Good,G,VVS2,62.9,57.0,7906,6.31,6.22,4.13
1.32,Very Good,G,VVS2,58.6,58.0,12125,7.24,7.08,4.16
1.26,Premium,H,SI2,58.6,58.0,5550,6.91,7.1,4.28
1.26,Very Good,H,SI2,61.6,56.0,4244,7.28,7.0,4.21
0.4,Ideal,G,SI1,62.9,54.1,629,4.65,4.66,2.94
0.31,Ideal,E,VVS2,63.6,56.0,982,4.27,3.96,2.97
0.55,Premium,G,VS2,63.0,58.0,1487,5.21,5.22,3.27
0.43,Ideal,G,VVS2,61.4,56.0,1561,4.71,4.87,2.97
0.38,Very Good,G,VS1,62.5,60.0,857,4.49,4.83,2.98
