rowid_test,counterfactual_rank,pred,measure_validation,measure_L0,measure_gower,type,dataset_name,syn_name,run_model,model_name,timestamp
1353,1,0.546182453632355,1,1,8.16438356164384,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,2,0.677773356437683,1,2,7.13333333333333,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,3,0.706909835338593,1,2,7.2,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,4,0.762710809707642,1,2,7.2,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,5,0.706909835338593,1,2,7.2,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,6,0.65523886680603,1,2,7.2,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,7,0.504837036132813,1,2,8.13387056802721,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,8,0.596683382987976,1,2,8.14703196347032,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,9,0.72039008140564,1,2,8.15374149659864,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,10,0.547968447208405,1,2,8.15374149659864,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,11,0.547968447208405,1,2,8.15374149659864,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,12,0.574783444404602,1,2,8.17625570776256,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,13,0.542299926280975,1,2,8.23175845680738,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,14,0.637363910675049,1,2,8.23537414965986,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,15,0.637363910675049,1,2,8.23537414965986,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,16,0.637363910675049,1,2,8.23537414965986,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,17,0.637363910675049,1,2,8.23537414965986,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,18,0.723336637020111,1,2,8.23684360204082,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,19,0.844786047935486,1,2,8.25102040816327,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,20,0.844786047935486,1,2,8.25102040816327,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,21,0.705738484859467,1,2,8.25466123469388,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,22,0.705152451992035,1,2,8.26097597959184,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,23,0.775089919567108,1,2,8.27057189795918,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,24,0.531945943832398,1,2,8.2743830255102,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,25,0.825523257255554,1,2,8.28036529680365,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,26,0.825523257255554,1,2,8.28036529680365,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,27,0.682762503623962,1,2,8.28639455782313,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,28,0.682762503623962,1,2,8.28639455782313,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,29,0.682762503623962,1,2,8.28639455782313,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,30,0.682762503623962,1,2,8.28639455782313,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,31,0.711998224258423,1,2,8.2996306644898,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,32,0.829995691776276,1,2,8.30204081632653,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,33,0.829995691776276,1,2,8.30204081632653,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,34,0.829995691776276,1,2,8.30204081632653,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,35,0.829995691776276,1,2,8.30204081632653,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,36,0.829995691776276,1,2,8.30204081632653,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,37,0.829995691776276,1,2,8.30204081632653,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,38,0.598990857601166,1,2,8.30776255707763,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,39,0.50546008348465,1,2,8.32359519150126,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,40,0.87404066324234,1,2,8.33265306122449,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,41,0.729885578155518,1,2,8.33741496598639,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,42,0.729885578155518,1,2,8.33741496598639,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,43,0.729885578155518,1,2,8.33741496598639,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,44,0.852986574172974,1,2,8.34285714285714,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,45,0.852986574172974,1,2,8.34285714285714,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,46,0.852986574172974,1,2,8.34285714285714,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,47,0.756328403949738,1,2,8.35065107265306,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,48,0.519513845443726,1,2,8.35099245177523,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,49,0.520428240299225,1,2,8.36469108191222,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,50,0.747808575630188,1,2,8.3687074829932,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,51,0.747808575630188,1,2,8.3687074829932,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,52,0.747808575630188,1,2,8.3687074829932,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,53,0.58079731464386,1,2,8.39502376292983,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,54,0.863752603530884,1,2,8.40408163265306,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,55,0.863752603530884,1,2,8.40408163265306,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,56,0.582665860652924,1,2,8.41948560246016,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,57,0.567588627338409,1,2,8.4224210232038,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,58,0.852876961231232,1,2,8.4241187755102,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,59,0.815526008605957,1,2,8.42739726027397,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,60,0.571993291378021,1,2,8.43611965334079,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,61,0.661418199539185,1,2,8.43945578231292,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,62,0.661418199539185,1,2,8.43945578231292,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,63,0.661418199539185,1,2,8.43945578231292,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,64,0.661418199539185,1,2,8.43945578231292,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,65,0.701510608196259,1,2,8.44047551020408,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,66,0.797179043292999,1,2,8.45479452054795,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,67,0.856462299823761,1,2,8.46530612244898,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,68,0.778231024742127,1,2,8.46849315068493,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,69,0.839923024177551,1,2,8.47551020408163,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,70,0.651578009128571,1,2,8.49047619047619,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,71,0.80226057767868,1,2,8.50612244897959,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,72,0.80226057767868,1,2,8.50612244897959,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,73,0.80226057767868,1,2,8.50612244897959,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,74,0.80226057767868,1,2,8.50612244897959,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,75,0.80226057767868,1,2,8.50612244897959,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,76,0.80226057767868,1,2,8.50612244897959,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,77,0.80226057767868,1,2,8.50612244897959,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,78,0.80226057767868,1,2,8.50612244897959,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,79,0.80226057767868,1,2,8.50612244897959,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,80,0.684020459651947,1,2,8.50958904109589,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
1353,81,0.603995382785797,1,2,8.55647190383003,syn,adult_complete,TabSyn,2,xgboost,2025-02-27 21:37:17
