carat,cut,color,clarity,depth,table,price,x,y,z
0.51,Ideal,G,IF,62.4,54,2163,5.13,5.15,3.19
0.9,Very Good,D,SI1,62.5,60,4041,6.15,6.18,3.84
1.12,Very Good,H,I1,62.6,57,2327,6.6,6.62,4.13
0.32,Ideal,F,VS2,61.3,57,645,4.4,4.44,2.7
1.22,Premium,I,SI2,62.2,59,4735,6.91,6.84,4.25
1.55,Ideal,E,SI2,63,57,11284,7.43,7.35,4.63
1.12,Ideal,F,VS2,61.8,55,7369,6.7,6.68,4.13
0.43,Very Good,F,SI1,61,60,774,4.87,4.91,2.96
0.43,Ideal,G,IF,61.3,57,1377,4.91,4.86,2.98
0.32,Very Good,G,VS1,61.3,56,645,4.38,4.41,2.69
1.01,Very Good,I,SI1,60.3,58,3927,6.54,6.57,3.93
0.7,Good,G,SI1,63.7,59,2184,5.58,5.55,3.55
0.38,Premium,J,SI1,61.3,59,581,4.64,4.58,2.86
0.42,Ideal,H,SI1,62.2,57,763,4.77,4.8,2.98
0.56,Ideal,D,VS2,60.9,56,1963,5.33,5.33,3.24
0.28,Ideal,G,VVS2,62,54,586,4.16,4.22,2.6
0.42,Good,D,SI2,60.7,65,646,4.82,4.78,2.92
0.3,Ideal,G,VVS2,62.2,55,665,4.29,4.33,2.69
0.7,Very Good,F,SI1,63.1,55,2192,5.6,5.66,3.53
0.32,Premium,E,VS2,61.3,58,846,4.42,4.37,2.69
0.31,Ideal,D,SI1,62,56,571,4.37,4.38,2.71
0.3,Ideal,G,VVS1,62.2,55,1094,4.33,4.29,2.68
0.3,Premium,D,VS2,60.3,58,911,4.33,4.28,2.61
0.31,Premium,H,VS1,61.4,58,561,4.36,4.33,2.67
1.01,Fair,H,SI1,65.3,59,3700,6.23,6.18,4.08
0.33,Very Good,H,IF,62.9,58,787,4.38,4.42,2.78
2.01,Good,I,VS2,59.9,64,14920,8.13,8.13,4.84
1.55,Premium,I,SI1,60.8,58,8477,7.52,7.5,4.51
1.11,Ideal,E,SI2,61.6,55,5358,6.62,6.67,4.1
0.54,Ideal,D,VS2,61.6,56,1627,5.23,5.18,3.23
1,Fair,E,SI1,65.4,58,4786,6.17,6.15,4.03
0.82,Ideal,E,SI1,61.9,55,3990,5.97,6.02,3.7
1.01,Ideal,G,SI2,61.5,59,4987,6.43,6.47,3.95
0.7,Ideal,I,I1,62.3,57,1138,5.64,5.66,3.54
1.51,Good,G,VS2,64.4,56,11746,7.23,7.27,4.62
0.51,Ideal,E,VVS2,62.5,54,2185,5.13,5.08,3.21
0.3,Premium,D,SI1,61,61,709,4.32,4.26,2.63
0.53,Very Good,E,VS1,61.7,58,1822,5.22,5.26,3.22
0.42,Premium,E,SI1,61.5,59,873,4.79,4.86,2.96
1,Good,H,SI1,61.5,61,4389,6.32,6.47,3.92
0.31,Premium,I,VVS1,62.3,59,709,4.37,4.33,2.71
0.43,Ideal,F,SI1,61.4,56,975,4.88,4.9,3
1.06,Premium,H,VS2,60.7,60,5364,6.57,6.53,3.97
0.4,Premium,D,VS1,62.1,58,1067,4.7,4.66,2.91
1.18,Very Good,E,SI1,63.4,55,4922,6.76,6.66,4.32
0.3,Premium,E,VVS1,62.7,59,1046,4.29,4.26,2.68
1.18,Ideal,G,VVS2,60.8,57,9856,6.84,6.77,4.15
0.3,Ideal,D,SI1,61.4,58,552,4.29,4.3,2.63
1.32,Very Good,J,SI1,62.1,59,5446,7.04,6.88,4.36
0.71,Premium,D,VS2,61.2,58,2824,5.72,5.67,3.52
0.3,Premium,E,VS2,62.8,59,844,4.28,4.19,2.67
0.38,Ideal,E,VS1,60.8,55,914,4.69,4.72,2.85
0.9,Fair,F,VS1,65.1,56,4183,6.1,6.15,3.94
0.34,Ideal,F,VS2,60.7,57,880,4.51,4.48,2.75
1.01,Ideal,F,SI1,62.2,57,4559,6.42,6.46,3.99
0.57,Ideal,F,VVS2,62,55,2494,5.35,5.36,3.31
0.35,Ideal,E,VS1,62,54.2,849,4.52,4.55,2.81
1.02,Ideal,F,VS1,61.5,55,8133,6.47,6.51,3.98
0.27,Very Good,E,VVS2,62,61,617,4.11,4.17,2.55
0.71,Good,G,VS2,64.2,53,2776,5.63,5.58,3.6
0.87,Ideal,H,SI2,61.8,55,4016,6.15,6.23,3.82
0.92,Good,G,SI2,63.8,57,3246,6.14,6.08,3.9
0.32,Very Good,E,SI1,63.2,54,720,4.41,4.38,2.76
0.6,Ideal,I,VVS1,61,56,1742,5.47,5.55,3.33
