carat,cut,color,clarity,depth,table,price,x,y,z
1.26,Very Good,G,VVS2,60.2,63,10389,6.97,6.96,4.24
0.5,Ideal,I,VS2,62.5,56,1376,5.08,5.08,3.19
0.55,Very Good,E,VS2,61,57,1847,5.29,5.31,3.24
0.31,Ideal,H,IF,60,57,789,4.42,4.41,2.67
1.53,Premium,I,VS2,62.9,56,9847,7.39,7.31,4.62
0.32,Ideal,G,VVS2,60.6,57,936,4.43,4.45,2.68
1.02,Good,D,SI2,58.9,64,4118,6.55,6.58,3.83
0.36,Ideal,G,VS1,60.6,57,706,4.57,4.61,2.79
0.3,Ideal,D,VVS2,62.1,57,766,4.28,4.25,2.66
0.33,Very Good,G,VS2,62.1,56,579,4.41,4.44,2.75
1.32,Premium,F,SI2,60.3,59,5167,7.08,7.01,4.29
0.9,Premium,F,VS2,61.9,57,4435,6.24,6.19,3.84
0.37,Ideal,E,SI1,61.9,56,791,4.61,4.57,2.85
0.4,Ideal,I,VS2,62.3,54,667,4.74,4.78,2.96
0.3,Ideal,G,IF,61.6,56,863,4.33,4.36,2.66
0.33,Ideal,G,VS2,61.7,55.9,743,4.47,4.43,2.76
1.04,Ideal,H,SI2,60.3,56,4243,6.51,6.46,3.9
0.4,Ideal,F,VVS1,60.7,57,1323,4.8,4.81,2.88
0.4,Very Good,D,SI1,63.5,56,882,4.67,4.63,2.97
0.51,Premium,G,VS1,61.1,58,1591,5.16,5.2,3.16
0.5,Good,E,SI1,63.7,54,1400,5.08,5.04,3.23
1.01,Very Good,E,SI2,63.4,54,4478,6.34,6.31,4.01
0.92,Ideal,E,SI2,62.2,57,3941,6.21,6.22,3.85
0.24,Very Good,G,VVS1,61.6,56,472,3.97,4.02,2.45
0.7,Fair,J,VS1,64.5,53,1881,5.57,5.55,3.59
1,Premium,H,SI2,59.6,62,3192,6.56,6.5,3.89
2.12,Premium,H,SI1,60.8,60,17849,8.26,8.16,5.05
0.31,Ideal,D,VVS2,61.8,55,766,4.37,4.39,2.7
0.31,Premium,G,SI2,60.3,61,452,4.36,4.4,2.64
0.5,Ideal,E,VS1,61.9,54.1,1675,5.13,5.14,3.17
1,Good,H,SI2,63.9,56,3640,6.23,6.23,4.01
2.02,Ideal,I,SI2,62.1,56,10577,8.1,8.06,5.05
0.56,Premium,E,VS1,62.2,57,1882,5.3,5.25,3.3
0.38,Ideal,H,IF,60,57,1044,4.73,4.7,2.85
0.32,Good,F,VS2,63.6,57,589,4.33,4.36,2.75
0.7,Very Good,F,VS2,61.7,60,2762,5.64,5.71,3.49
0.32,Ideal,G,VVS2,61.6,55,936,4.43,4.41,2.71
0.56,Very Good,D,VVS1,63,54,3234,5.21,5.26,3.3
0.33,Ideal,E,VS2,62.3,56,745,4.44,4.43,2.78
0.32,Very Good,E,SI1,62.2,58,544,4.38,4.39,2.73
1.01,Very Good,G,SI1,59.6,62,4617,6.49,6.47,3.88
1.04,Ideal,F,SI2,62.6,57,4630,6.47,6.45,4.05
1.7,Very Good,I,SI2,61.2,60,9864,7.59,7.63,4.64
1.07,Premium,D,VS2,61.6,60,6579,6.55,6.45,4.05
0.7,Good,H,VVS2,62.1,60,2355,5.65,5.68,3.48
0.72,Premium,E,SI1,59.5,59,2629,5.85,5.81,3.5
0.32,Very Good,H,VS1,63,57,544,4.35,4.4,2.73
1.54,Ideal,G,VS1,61.3,56,14957,7.47,7.44,4.57
0.36,Very Good,D,SI2,62.9,55,501,4.52,4.54,2.84
0.57,Ideal,F,VVS2,61.7,56,2395,5.37,5.34,3.3
0.57,Ideal,E,VS2,60.8,57,1884,5.36,5.29,3.29
0.3,Ideal,E,VS1,60,57,775,4.37,4.4,2.63
2.29,Premium,I,VS2,61.6,60,17642,8.36,8.41,5.21
1,Good,G,SI2,63.4,58,4135,6.35,6.25,4.03
1.35,Fair,I,I1,62,68,3914,7.09,7.03,4.36
0.4,Ideal,F,VS1,61.4,57,960,4.71,4.73,2.9
0.9,Ideal,E,SI2,62.6,56,3808,6.15,6.19,3.85
0.3,Ideal,E,VS2,62,55,621,4.31,4.34,2.68
1.2,Premium,I,VS1,62.6,58,5818,6.84,6.78,4.24
0.32,Ideal,I,VVS2,62.6,57,515,4.39,4.37,2.74
1.12,Ideal,J,SI2,62.4,56,4371,6.63,6.65,4.14
1.21,Good,H,VS1,59.1,61,5773,7,7.01,4.09
1.12,Ideal,H,VVS2,60.8,57,7267,6.66,6.7,4.08
0.53,Ideal,H,IF,62,56,1844,5.2,5.22,3.23
0.8,Very Good,F,VS1,62.7,57,4070,5.99,5.91,3.72
1,Premium,H,SI1,59,61,4093,6.44,6.38,3.7
0.52,Ideal,E,VS2,61.2,56,1815,5.21,5.2,3.17
1,Ideal,F,SI1,62,56,5663,6.37,6.41,3.96
1.27,Very Good,G,SI1,63.4,59,6874,6.82,6.82,4.35
0.4,Premium,D,VS1,62.5,59,1200,4.72,4.67,2.94
2.01,Premium,D,SI1,60.4,59,18423,8.18,8.15,4.94
0.26,Ideal,E,VVS2,61.3,56,633,4.12,4.08,2.52
0.31,Good,D,SI1,63.5,56,552,4.29,4.32,2.73
1,Very Good,I,SI1,58.5,59,4284,6.5,6.47,3.81
0.32,Premium,G,VS2,62.4,58,720,4.35,4.29,2.72
0.36,Premium,H,VVS2,60.6,59,880,4.61,4.64,2.79
1.01,Good,H,SI2,64.1,61,3640,6.24,6.24,3.99
0.52,Premium,E,SI1,59,61,1605,5.24,5.24,3.1
0.3,Premium,G,VS2,61.8,60,630,4.3,4.27,2.65
0.91,Very Good,E,SI1,63.1,58,4334,6.12,6.08,3.87
0.42,Premium,F,SI1,61.8,59,810,4.81,4.84,2.96
2.52,Fair,H,SI2,64.5,60,18495,8.46,8.49,5.41
0.33,Ideal,H,VS1,61.9,55,610,4.45,4.49,2.76
0.37,Ideal,E,VS2,61.9,55,1041,4.62,4.63,2.86
0.72,Premium,I,VS2,59.7,59,2326,5.89,5.84,3.51
0.32,Ideal,D,VVS1,61.8,56,1067,4.38,4.39,2.72
0.92,Ideal,G,VVS2,62.6,55,4486,6.2,6.27,3.88
0.42,Very Good,E,VS1,61.9,55,1105,4.78,4.78,2.97
1.01,Fair,I,SI1,64.9,58,3175,6.3,6.1,4.07
0.55,Premium,H,SI1,61.6,58,1179,5.29,5.25,3.25
0.7,Very Good,F,VS2,60.5,57.9,2362,5.76,5.83,3.49
1.01,Good,J,VS2,63.9,58,3580,6.3,6.36,4
0.32,Premium,D,VS2,60.3,60,758,4.42,4.4,2.67
0.7,Good,E,SI1,63.5,62,2872,5.59,5.63,3.58
0.52,Ideal,E,SI1,61.4,56,1330,5.2,5.19,3.18
0.47,Ideal,I,SI1,62.5,53,764,4.97,4.95,3.09
0.74,Good,H,VS2,63.7,58,1989,5.77,5.71,3.64
1.5,Very Good,H,SI1,62.9,56,7066,7.17,7.16,4.52
1.03,Very Good,G,SI2,61.4,58,4004,6.52,6.55,4.01
1.54,Ideal,F,VS1,61.2,56,16055,7.54,7.54,4.58
0.9,Premium,G,SI1,60.6,61,3226,6.17,6.13,3.72
1.02,Premium,F,SI2,60,59,4503,6.58,6.53,3.94
0.41,Good,E,SI2,63.1,62,638,4.51,4.54,2.97
0.5,Very Good,E,SI1,62.7,55,1415,5.04,5.09,3.18
0.38,Ideal,G,SI1,61.6,54,748,4.68,4.72,2.88
0.38,Ideal,E,VS2,60.1,57,862,4.67,4.69,2.83
0.51,Very Good,E,SI1,61,54,1276,5.12,5.17,3.18
1.1,Ideal,I,SI1,61.9,57,5096,6.65,6.58,4.09
0.41,Very Good,I,VS1,60.4,60,919,4.84,4.87,2.91
0.9,Good,F,SI2,57.9,56,3770,6.23,6.31,3.64
0.7,Premium,J,SI1,61.3,60,1735,5.75,5.67,3.52
0.43,Very Good,F,SI1,62.9,58,792,4.81,4.84,3.01
2.14,Fair,I,SI1,57,68,11322,8.54,8.49,5.08
